Year,CensusBlock,City,State,HouseholdIncome,HouseholdIncomeMedian
2014,17031160400,Chicago,IL,37716,5085
2014,17031671900,Chicago,IL,45781,7517
2014,17031440300,Chicago,IL,53224,12687
2014,17031010600,Chicago,IL,42246,8526
2014,17031090300,Chicago,IL,90938,10068
2014,17031710800,Chicago,IL,42566,7753
2014,17031672000,Chicago,IL,41635,5833
2014,17031271200,Chicago,IL,25571,5362
2014,17031221200,Chicago,IL,44821,18649
2014,17031440600,Chicago,IL,44602,9846
2014,17031040800,Chicago,IL,72625,11203
2014,17031680500,Chicago,IL,20273,4422
2014,17031843900,Chicago,IL,27303,10606
2014,17031833300,Chicago,IL,53690,12965
2014,17031770700,Chicago,IL,47589,6516
2014,17031440700,Chicago,IL,44250,10117
2014,17031680600,Chicago,IL,18375,7194
2014,17031271300,Chicago,IL,16905,11567
2014,17031160501,Chicago,IL,44531,6222
2014,17031836300,Chicago,IL,61250,11726
2014,17031221300,Chicago,IL,48095,8948
2014,17031680900,Chicago,IL,15196,3493
2014,17031440800,Chicago,IL,20104,5262
2014,17031070103,Chicago,IL,51768,11131
2014,17031271400,Chicago,IL,28750,19820
2014,17031710700,Chicago,IL,26221,3535
2014,17031681000,Chicago,IL,13512,3746
2014,17031031400,Chicago,IL,67100,15219
2014,17031100100,Chicago,IL,66941,8368
2014,17031440900,Chicago,IL,38500,9669
2014,17031838600,Chicago,IL,14146,2909
2014,17031681100,Chicago,IL,20638,5258
2014,17031221400,Chicago,IL,55982,16683
2014,17031271500,Chicago,IL,22250,7823
2014,17031160502,Chicago,IL,56750,10180
2014,17031450300,Chicago,IL,40781,10381
2014,17031681200,Chicago,IL,19279,5922
2014,17031060900,Chicago,IL,60176,12002
2014,17031030102,Chicago,IL,40849,9856
2014,17031843300,Chicago,IL,36083,13492
2014,17031770602,Chicago,IL,57545,8647
2014,17031681300,Chicago,IL,19453,3637
2014,17031460100,Chicago,IL,32267,9843
2014,17031271800,Chicago,IL,27031,8716
2014,17031221500,Chicago,IL,35787,6593
2014,17031710600,Chicago,IL,22500,6403
2014,17031681400,Chicago,IL,25031,9875
2014,17031840100,Chicago,IL,33317,7695
2014,17031160601,Chicago,IL,52479,6739
2014,17031460200,Chicago,IL,28649,6713
2014,17031833100,Chicago,IL,104292,12927
2014,17031690300,Chicago,IL,18419,5535
2014,17031280100,Chicago,IL,104296,6221
2014,17031100200,Chicago,IL,78084,5776
2014,17031070200,Chicago,IL,86168,9030
2014,17031460301,Chicago,IL,34650,10849
2014,17031690400,Chicago,IL,22339,4461
2014,17031221600,Chicago,IL,73611,15762
2014,17031040900,Chicago,IL,68472,15199
2014,17031280400,Chicago,IL,15000,12804
2014,17031842000,Chicago,IL,75804,18346
2014,17031690500,Chicago,IL,39563,7586
2014,17031460302,Chicago,IL,20981,2155
2014,17031160602,Chicago,IL,43380,7307
2014,17031836200,Chicago,IL,85500,22801
2014,17031710500,Chicago,IL,28777,6823
2014,17031690900,Chicago,IL,25647,12098
2014,17031222200,Chicago,IL,123500,10120
2014,17031770500,Chicago,IL,44618,13930
2014,17031460400,Chicago,IL,42697,8629
2014,17031280800,Chicago,IL,18750,2883
2014,17031691000,Chicago,IL,50191,12650
2014,17031061000,Chicago,IL,89766,16544
2014,17031100300,Chicago,IL,59063,10262
2014,17031841300,Chicago,IL,32725,6603
2014,17031460500,Chicago,IL,41145,6270
2014,17031691100,Chicago,IL,19816,10601
2014,17031070300,Chicago,IL,99821,17229
2014,17031280900,Chicago,IL,20225,6970
2014,17031222500,Chicago,IL,40469,8769
2014,17031160700,Chicago,IL,52154,24546
2014,17031691200,Chicago,IL,27244,11152
2014,17031460600,Chicago,IL,25694,7302
2014,17031030604,Chicago,IL,38300,6696
2014,17031833000,Chicago,IL,104063,23437
2014,17031710400,Chicago,IL,37442,13544
2014,17031691300,Chicago,IL,38620,15052
2014,17031281900,Chicago,IL,79179,4648
2014,17031843000,Chicago,IL,21076,5432
2014,17031460700,Chicago,IL,20900,4312
2014,17031100400,Chicago,IL,85761,18809
2014,17031691400,Chicago,IL,28232,4654
2014,17031222600,Chicago,IL,45750,9832
2014,17031838300,Chicago,IL,34865,15344
2014,17031760803,Chicago,IL,41132,12587
2014,17031461000,Chicago,IL,13624,1830
2014,17031691500,Chicago,IL,21638,2262
2014,17031282700,Chicago,IL,56531,10676
2014,17031160800,Chicago,IL,55256,9580
2014,17031031501,Chicago,IL,26862,8730
2014,17031842500,Chicago,IL,10810,2236
2014,17031700100,Chicago,IL,63333,27514
2014,17031470100,Chicago,IL,25417,11256
2014,17031222700,Chicago,IL,44701,9906
2014,17031282800,Chicago,IL,64194,12659
2014,17031710300,Chicago,IL,23990,3194
2014,17031700200,Chicago,IL,51875,10720
2014,17031070400,Chicago,IL,84038,26236
2014,17031061100,Chicago,IL,79559,24913
2014,17031480100,Chicago,IL,61382,13048
2014,17031160900,Chicago,IL,66786,18553
2014,17031700301,Chicago,IL,61284,11840
2014,17031836100,Chicago,IL,28056,8547
2014,17031283100,Chicago,IL,45764,9341
2014,17031222800,Chicago,IL,23523,8054
2014,17031480200,Chicago,IL,35417,6518
2014,17031700302,Chicago,IL,64423,9080
2014,17031100500,Chicago,IL,82478,17719
2014,17031050100,Chicago,IL,74875,14081
2014,17031832900,Chicago,IL,42667,13466
2014,17031760802,Chicago,IL,46434,16952
2014,17031700401,Chicago,IL,70703,13564
2014,17031480300,Chicago,IL,54405,13040
2014,17031283200,Chicago,IL,50363,11978
2014,17031020100,Chicago,IL,51069,5352
2014,17031710200,Chicago,IL,23924,2567
2014,17031700402,Chicago,IL,68194,13563
2014,17031843800,Chicago,IL,33229,6759
2014,17031222900,Chicago,IL,40208,13519
2014,17031480400,Chicago,IL,55603,7387
2014,17031161000,Chicago,IL,52778,14737
2014,17031700501,Chicago,IL,72765,8081
2014,17031283800,Chicago,IL,52393,14975
2014,17031840000,Chicago,IL,54583,11418
2014,17031100600,Chicago,IL,58750,7377
2014,17031480500,Chicago,IL,46667,12075
2014,17031700502,Chicago,IL,78380,16110
2014,17031070500,Chicago,IL,104306,40381
2014,17031230100,Chicago,IL,43500,15691
2014,17031290900,Chicago,IL,18226,3863
2014,17031020702,Chicago,IL,47571,8888
2014,17031710100,Chicago,IL,11696,4336
2013,17031251200,Chicago,IL,41101,6575
2013,17031710100,Chicago,IL,12969,5470
2013,17031700501,Chicago,IL,75087,7248
2013,17031710200,Chicago,IL,22644,2064
2013,17031700402,Chicago,IL,73276,18725
2013,17031700401,Chicago,IL,72656,11179
2013,17031700302,Chicago,IL,66860,9601
2013,17031700301,Chicago,IL,47292,18176
2013,17031710300,Chicago,IL,24403,3031
2013,17031700200,Chicago,IL,57083,15179
2013,17031700100,Chicago,IL,64681,22360
2013,17031691500,Chicago,IL,24957,9021
2013,17031691400,Chicago,IL,33298,6876
2013,17031710400,Chicago,IL,32663,12299
2013,17031691300,Chicago,IL,48125,14618
2013,17031691200,Chicago,IL,27148,7938
2013,17031691100,Chicago,IL,21250,10064
2013,17031691000,Chicago,IL,42118,8777
2013,17031710500,Chicago,IL,25307,5264
2013,17031690900,Chicago,IL,34096,5893
2013,17031690500,Chicago,IL,37976,14789
2013,17031690400,Chicago,IL,21239,2355
2013,17031690300,Chicago,IL,20469,8149
2013,17031710600,Chicago,IL,22692,6399
2013,17031681400,Chicago,IL,25040,9610
2013,17031681300,Chicago,IL,21434,6220
2013,17031681200,Chicago,IL,17600,3759
2013,17031681100,Chicago,IL,22267,4726
2013,17031710700,Chicago,IL,26053,3640
2013,17031681000,Chicago,IL,14297,3750
2013,17031680900,Chicago,IL,15900,2314
2013,17031680600,Chicago,IL,15227,5426
2013,17031680500,Chicago,IL,20764,6520
2013,17031710800,Chicago,IL,42967,10599
2013,17031672000,Chicago,IL,36978,3791
2013,17031671900,Chicago,IL,41607,6823
2013,17031671800,Chicago,IL,23409,3593
2013,17031671600,Chicago,IL,20833,6580
2013,17031710900,Chicago,IL,20558,3841
2013,17031671500,Chicago,IL,22957,3712
2013,17031671400,Chicago,IL,33816,8464
2013,17031671300,Chicago,IL,30130,4359
2013,17031671200,Chicago,IL,27869,8320
2013,17031711000,Chicago,IL,30688,5795
2013,17031671100,Chicago,IL,18880,5652
2013,17031670900,Chicago,IL,27986,20273
2013,17031670800,Chicago,IL,21757,3737
2013,17031670700,Chicago,IL,25987,10196
2013,17031711100,Chicago,IL,30733,10543
2013,17031670600,Chicago,IL,25383,4781
2013,17031670500,Chicago,IL,28514,2866
2013,17031670400,Chicago,IL,30345,12727
2013,17031670300,Chicago,IL,33625,22492
2013,17031711200,Chicago,IL,43405,11104
2013,17031670200,Chicago,IL,20972,7439
2013,17031670100,Chicago,IL,36442,12665
2013,17031661100,Chicago,IL,44574,7148
2013,17031661000,Chicago,IL,31313,7420
2013,17031711300,Chicago,IL,45551,17422
2013,17031660900,Chicago,IL,31888,6319
2013,17031660800,Chicago,IL,37143,6024
2013,17031660700,Chicago,IL,27012,9451
2013,17031660600,Chicago,IL,32109,4659
2013,17031711400,Chicago,IL,30078,8610
2013,17031660500,Chicago,IL,40214,9316
2013,17031660400,Chicago,IL,36849,5017
2013,17031660302,Chicago,IL,40619,3866
2013,17031660301,Chicago,IL,25385,8578
2013,17031711500,Chicago,IL,43945,10242
2013,17031650500,Chicago,IL,47321,15867
2013,17031650400,Chicago,IL,46030,3171
2013,17031650302,Chicago,IL,50530,11552
2013,17031650301,Chicago,IL,58056,8823
2013,17031720100,Chicago,IL,123462,16683
2013,17031650200,Chicago,IL,45505,9172
2013,17031650100,Chicago,IL,43567,5196
2013,17031640800,Chicago,IL,50663,4459
2013,17031640700,Chicago,IL,59006,5137
2013,17031720200,Chicago,IL,69813,13091
2013,17031640600,Chicago,IL,45536,9831
2013,17031640500,Chicago,IL,63125,11026
2013,17031640400,Chicago,IL,72781,14120
2013,17031640300,Chicago,IL,63900,8503
2013,17031720300,Chicago,IL,108029,12351
2013,17031640100,Chicago,IL,43281,8559
2013,17031630900,Chicago,IL,37272,9658
2013,17031630800,Chicago,IL,34975,13870
2013,17031630500,Chicago,IL,38039,2967
2013,17031720400,Chicago,IL,96087,14496
2013,17031630400,Chicago,IL,31535,3020
2013,17031630300,Chicago,IL,41314,5785
2013,17031630200,Chicago,IL,29009,16299
2013,17031630100,Chicago,IL,40600,20288
2013,17031720500,Chicago,IL,92596,12897
2013,17031620400,Chicago,IL,42765,8169
2013,17031620300,Chicago,IL,47560,7140
2013,17031620200,Chicago,IL,48986,7962
2013,17031620100,Chicago,IL,46250,5799
2013,17031720600,Chicago,IL,112321,15509
2013,17031612100,Chicago,IL,29107,12482
2013,17031612000,Chicago,IL,29531,12331
2013,17031611900,Chicago,IL,21875,8191
2013,17031611800,Chicago,IL,26348,5149
2013,17031720700,Chicago,IL,71833,11281
2013,17031611700,Chicago,IL,31125,8690
2013,17031611600,Chicago,IL,35278,14577
2013,17031611500,Chicago,IL,31623,2593
2013,17031611400,Chicago,IL,32169,3000
2013,17031730100,Chicago,IL,36597,10070
2013,17031611300,Chicago,IL,28889,9614
2013,17031611200,Chicago,IL,32171,4706
2013,17031611100,Chicago,IL,24658,3414
2013,17031611000,Chicago,IL,18906,1931
2013,17031730201,Chicago,IL,32238,2486
2013,17031610800,Chicago,IL,70938,13107
2013,17031610400,Chicago,IL,26276,4841
2013,17031610300,Chicago,IL,35979,4594
2013,17031600900,Chicago,IL,42639,6607
2013,17031730202,Chicago,IL,39338,9785
2013,17031600700,Chicago,IL,35833,7518
2013,17031600600,Chicago,IL,31394,4722
2013,17031600400,Chicago,IL,41477,7624
2013,17031590700,Chicago,IL,41644,6026
2013,17031730300,Chicago,IL,47647,11573
2013,17031590600,Chicago,IL,42180,8940
2013,17031590500,Chicago,IL,51667,6013
2013,17031580800,Chicago,IL,25900,5345
2013,17031580700,Chicago,IL,35375,8539
2013,17031730400,Chicago,IL,53142,8529
2013,17031580600,Chicago,IL,38581,2119
2013,17031580502,Chicago,IL,40481,7783
2013,17031580501,Chicago,IL,43696,2875
2013,17031580400,Chicago,IL,35591,6291
2013,17031730500,Chicago,IL,48047,4974
2013,17031580300,Chicago,IL,31284,7695
2013,17031580200,Chicago,IL,31567,4287
2013,17031580100,Chicago,IL,38785,3305
2013,17031570500,Chicago,IL,41250,4596
2013,17031730600,Chicago,IL,43565,13033
2013,17031570400,Chicago,IL,41250,10273
2013,17031570300,Chicago,IL,42917,6938
2013,17031570200,Chicago,IL,62344,17566
2013,17031570100,Chicago,IL,51650,10823
2013,17031730700,Chicago,IL,41739,11007
2013,17031561100,Chicago,IL,73875,8253
2013,17031561000,Chicago,IL,63934,8893
2013,17031560900,Chicago,IL,74188,6667
2013,17031560800,Chicago,IL,64228,5893
2013,17031740100,Chicago,IL,83472,11421
2013,17031560700,Chicago,IL,53068,11281
2013,17031560400,Chicago,IL,49250,24478
2013,17031560300,Chicago,IL,56914,7938
2013,17031560200,Chicago,IL,36481,26121
2013,17031740200,Chicago,IL,97557,13985
2013,17031560100,Chicago,IL,39063,37742
2013,17031550200,Chicago,IL,54571,15183
2013,17031550100,Chicago,IL,48166,13077
2013,17031540102,Chicago,IL,14536,3014
2013,17031740300,Chicago,IL,85313,13586
2013,17031540101,Chicago,IL,13805,2148
2013,17031530600,Chicago,IL,30302,8959
2013,17031530503,Chicago,IL,48219,13866
2013,17031530502,Chicago,IL,36987,10067
2013,17031740400,Chicago,IL,73984,11090
2013,17031530501,Chicago,IL,39074,10601
2013,17031530400,Chicago,IL,42863,8369
2013,17031530300,Chicago,IL,38472,10788
2013,17031530200,Chicago,IL,25434,4184
2013,17031750100,Chicago,IL,46192,12333
2013,17031530100,Chicago,IL,22289,2406
2013,17031520600,Chicago,IL,52120,11459
2013,17031520500,Chicago,IL,62447,5135
2013,17031520400,Chicago,IL,45799,8265
2013,17031750200,Chicago,IL,63523,16395
2013,17031520300,Chicago,IL,40768,6762
2013,17031520200,Chicago,IL,29894,4156
2013,17031520100,Chicago,IL,34737,6869
2013,17031510300,Chicago,IL,33013,7484
2013,17031750300,Chicago,IL,82287,18484
2013,17031510200,Chicago,IL,43553,11213
2013,17031510100,Chicago,IL,29213,5160
2013,17031500300,Chicago,IL,43141,7324
2013,17031500200,Chicago,IL,29215,9270
2013,17031750400,Chicago,IL,90125,14360
2013,17031500100,Chicago,IL,46020,6999
2013,17031491400,Chicago,IL,25313,10047
2013,17031491300,Chicago,IL,30208,9732
2013,17031491200,Chicago,IL,38576,15509
2013,17031750500,Chicago,IL,51250,12724
2013,17031491100,Chicago,IL,48110,5662
2013,17031491000,Chicago,IL,25688,3118
2013,17031490902,Chicago,IL,42630,8048
2013,17031490901,Chicago,IL,31013,7438
2013,17031750600,Chicago,IL,43113,16211
2013,17031490800,Chicago,IL,34659,8582
2013,17031490700,Chicago,IL,36597,9501
2013,17031490600,Chicago,IL,47983,11419
2013,17031490500,Chicago,IL,55038,4091
2013,17031760801,Chicago,IL,47950,19888
2013,17031490400,Chicago,IL,52303,7622
2013,17031490300,Chicago,IL,44118,13593
2013,17031480500,Chicago,IL,49046,9949
2013,17031480400,Chicago,IL,59938,10213
2013,17031760802,Chicago,IL,42159,13143
2013,17031480300,Chicago,IL,58750,13023
2013,17031480200,Chicago,IL,38919,5194
2013,17031480100,Chicago,IL,62813,10885
2013,17031470100,Chicago,IL,19083,3625
2013,17031760803,Chicago,IL,40897,6555
2013,17031461000,Chicago,IL,13416,2185
2013,17031460700,Chicago,IL,22593,5998
2013,17031460600,Chicago,IL,19659,9268
2013,17031460500,Chicago,IL,42365,4869
2013,17031770500,Chicago,IL,40719,11281
2013,17031460400,Chicago,IL,42772,7962
2013,17031460302,Chicago,IL,19625,3544
2013,17031460301,Chicago,IL,38646,8451
2013,17031460200,Chicago,IL,22557,5384
2013,17031770602,Chicago,IL,57935,8556
2013,17031460100,Chicago,IL,30285,6240
2013,17031450300,Chicago,IL,42049,12493
2013,17031440900,Chicago,IL,38293,6863
2013,17031440800,Chicago,IL,21623,5102
2013,17031770700,Chicago,IL,46048,6823
2013,17031440700,Chicago,IL,39306,9250
2013,17031440600,Chicago,IL,44663,9970
2013,17031440300,Chicago,IL,43188,8175
2013,17031440202,Chicago,IL,27329,5293
2013,17031770800,Chicago,IL,46875,8962
2013,17031440201,Chicago,IL,34821,10217
2013,17031440102,Chicago,IL,22422,13044
2013,17031440101,Chicago,IL,25169,4366
2013,17031431400,Chicago,IL,30914,5489
2013,17031770902,Chicago,IL,52147,9762
2013,17031431302,Chicago,IL,20747,5239
2013,17031431301,Chicago,IL,21673,1983
2013,17031431200,Chicago,IL,58083,12287
2013,17031430900,Chicago,IL,25250,9556
2013,17031810400,Chicago,IL,77328,8913
2013,17031430800,Chicago,IL,34771,9357
2013,17031430700,Chicago,IL,31189,3593
2013,17031430600,Chicago,IL,32128,15156
2013,17031430500,Chicago,IL,21500,5733
2013,17031830500,Chicago,IL,41679,10323
2013,17031430400,Chicago,IL,24688,10696
2013,17031430300,Chicago,IL,34773,17632
2013,17031430200,Chicago,IL,16449,9071
2013,17031430102,Chicago,IL,26812,11092
2013,17031830600,Chicago,IL,43600,5477
2013,17031430101,Chicago,IL,33197,8195
2013,17031421200,Chicago,IL,27955,11218
2013,17031420800,Chicago,IL,30284,13385
2013,17031420700,Chicago,IL,27500,8979
2013,17031830700,Chicago,IL,39076,9993
2013,17031420600,Chicago,IL,15658,2879
2013,17031420500,Chicago,IL,22708,7070
2013,17031420400,Chicago,IL,23869,18449
2013,17031420300,Chicago,IL,33359,7743
2013,17031830800,Chicago,IL,56515,5998
2013,17031420200,Chicago,IL,29931,4648
2013,17031420100,Chicago,IL,14330,2049
2013,17031411200,Chicago,IL,85000,28234
2013,17031411100,Chicago,IL,74375,20560
2013,17031830900,Chicago,IL,82313,25513
2013,17031411000,Chicago,IL,55303,10927
2013,17031410900,Chicago,IL,58056,11424
2013,17031410800,Chicago,IL,38318,7911
2013,17031410700,Chicago,IL,44034,13697
2013,17031831000,Chicago,IL,119542,23132
2013,17031410600,Chicago,IL,48582,6138
2013,17031410500,Chicago,IL,40417,6937
2013,17031410200,Chicago,IL,19453,11194
2013,17031410100,Chicago,IL,33050,9063
2013,17031831100,Chicago,IL,49211,4626
2013,17031400800,Chicago,IL,12703,6776
2013,17031400500,Chicago,IL,17524,3210
2013,17031400400,Chicago,IL,19559,6598
2013,17031400300,Chicago,IL,41964,23449
2013,17031831200,Chicago,IL,35680,5109
2013,17031390700,Chicago,IL,50932,11075
2013,17031390600,Chicago,IL,58895,5415
2013,17031390500,Chicago,IL,43947,10902
2013,17031390400,Chicago,IL,23885,4409
2013,17031831300,Chicago,IL,34750,5081
2013,17031390300,Chicago,IL,18158,5213
2013,17031390200,Chicago,IL,38143,10232
2013,17031390100,Chicago,IL,48958,11572
2013,17031381900,Chicago,IL,36860,6383
2013,17031831400,Chicago,IL,24289,11863
2013,17031381800,Chicago,IL,27800,8128
2013,17031381500,Chicago,IL,27723,10972
2013,17031381400,Chicago,IL,44844,13560
2013,17031381200,Chicago,IL,36295,6066
2013,17031831500,Chicago,IL,57612,7166
2013,17031380700,Chicago,IL,26250,11846
2013,17031380500,Chicago,IL,32188,15001
2013,17031380200,Chicago,IL,17661,4189
2013,17031380100,Chicago,IL,22083,7287
2013,17031831600,Chicago,IL,42008,5853
2013,17031360200,Chicago,IL,16083,7148
2013,17031351500,Chicago,IL,31167,2864
2013,17031351400,Chicago,IL,9954,3785
2013,17031351100,Chicago,IL,13658,2836
2013,17031831700,Chicago,IL,65058,10876
2013,17031351000,Chicago,IL,47545,10367
2013,17031350400,Chicago,IL,8798,1528
2013,17031350100,Chicago,IL,40742,3723
2013,17031340600,Chicago,IL,12287,2783
2013,17031831800,Chicago,IL,65369,11344
2013,17031340500,Chicago,IL,27917,15209
2013,17031340400,Chicago,IL,32568,10520
2013,17031340300,Chicago,IL,29318,12690
2013,17031330200,Chicago,IL,79973,24305
2013,17031831900,Chicago,IL,100048,20573
2013,17031330100,Chicago,IL,73286,8667
2013,17031320600,Chicago,IL,70577,16010
2013,17031320400,Chicago,IL,121875,65670
2013,17031320100,Chicago,IL,100073,16714
2013,17031832000,Chicago,IL,104583,20539
2013,17031310900,Chicago,IL,32692,7603
2013,17031310800,Chicago,IL,38062,4462
2013,17031310700,Chicago,IL,32500,8375
2013,17031310600,Chicago,IL,30920,4323
2013,17031832100,Chicago,IL,61700,16420
2013,17031310500,Chicago,IL,32316,8636
2013,17031310400,Chicago,IL,42989,6500
2013,17031310300,Chicago,IL,50324,13746
2013,17031310200,Chicago,IL,63015,20585
2013,17031832200,Chicago,IL,82097,14488
2013,17031301803,Chicago,IL,31858,8578
2013,17031301802,Chicago,IL,35952,9290
2013,17031301801,Chicago,IL,34068,4572
2013,17031301702,Chicago,IL,23351,6690
2013,17031832300,Chicago,IL,106250,15071
2013,17031301701,Chicago,IL,35215,8418
2013,17031301600,Chicago,IL,27549,6163
2013,17031301200,Chicago,IL,31781,5317
2013,17031301100,Chicago,IL,26572,1960
2013,17031832400,Chicago,IL,84207,13103
2013,17031300900,Chicago,IL,25494,4608
2013,17031300800,Chicago,IL,29167,12999
2013,17031300700,Chicago,IL,28500,6213
2013,17031300600,Chicago,IL,39142,3392
2013,17031832500,Chicago,IL,71319,15418
2013,17031300500,Chicago,IL,36377,3287
2013,17031292500,Chicago,IL,31875,11567
2013,17031292400,Chicago,IL,19571,5269
2013,17031292200,Chicago,IL,22148,4160
2013,17031832600,Chicago,IL,119167,10551
2013,17031291600,Chicago,IL,33500,23375
2013,17031291200,Chicago,IL,20792,7940
2013,17031290900,Chicago,IL,16622,1722
2013,17031283800,Chicago,IL,49596,13483
2013,17031832900,Chicago,IL,39828,13081
2013,17031283200,Chicago,IL,50050,17115
2013,17031283100,Chicago,IL,41944,13921
2013,17031282800,Chicago,IL,58194,18102
2013,17031282700,Chicago,IL,51287,10377
2013,17031833000,Chicago,IL,110625,25357
2013,17031281900,Chicago,IL,84069,13504
2013,17031280900,Chicago,IL,19896,7271
2013,17031280800,Chicago,IL,18750,3661
2013,17031280400,Chicago,IL,18021,9059
2013,17031833100,Chicago,IL,102911,12326
2013,17031280100,Chicago,IL,101194,6345
2013,17031271800,Chicago,IL,29926,4584
2013,17031271500,Chicago,IL,28636,16634
2013,17031271400,Chicago,IL,31215,8977
2013,17031833300,Chicago,IL,50096,21811
2013,17031271300,Chicago,IL,20035,10145
2013,17031271200,Chicago,IL,33063,11276
2013,17031270500,Chicago,IL,16738,4629
2013,17031261000,Chicago,IL,33110,11620
2013,17031833900,Chicago,IL,27791,10099
2013,17031260900,Chicago,IL,17697,3804
2013,17031260800,Chicago,IL,24688,8986
2013,17031260700,Chicago,IL,26495,7803
2013,17031260600,Chicago,IL,25994,7242
2013,17031834000,Chicago,IL,34255,5819
2013,17031260500,Chicago,IL,28750,9686
2013,17031260400,Chicago,IL,25938,7800
2013,17031260300,Chicago,IL,19931,10115
2013,17031260200,Chicago,IL,20769,9153
2013,17031834200,Chicago,IL,34795,12246
2013,17031260100,Chicago,IL,15515,3611
2013,17031252202,Chicago,IL,32844,6739
2013,17031252201,Chicago,IL,29964,6233
2013,17031252102,Chicago,IL,27665,4161
2013,17031834300,Chicago,IL,47168,7835
2013,17031252101,Chicago,IL,32377,10267
2013,17031252000,Chicago,IL,23210,2986
2013,17031251900,Chicago,IL,23356,3250
2013,17031251800,Chicago,IL,20750,3777
2013,17031834400,Chicago,IL,31976,10304
2013,17031251700,Chicago,IL,23281,4098
2013,17031251600,Chicago,IL,31478,4334
2013,17031251500,Chicago,IL,31468,4979
2013,17031251400,Chicago,IL,27460,4810
2013,17031834500,Chicago,IL,23333,18783
2013,17031251300,Chicago,IL,29986,3379
2013,17031700502,Chicago,IL,75366,12557
2013,17031251100,Chicago,IL,25230,12334
2013,17031251000,Chicago,IL,30789,13273
2013,17031834600,Chicago,IL,25152,8647
2013,17031250800,Chicago,IL,32127,6294
2013,17031250700,Chicago,IL,27988,4038
2013,17031250600,Chicago,IL,48382,9812
2013,17031250500,Chicago,IL,69968,7527
2013,17031834700,Chicago,IL,24828,3222
2013,17031250400,Chicago,IL,36978,10389
2013,17031250300,Chicago,IL,31997,6099
2013,17031250200,Chicago,IL,40822,5155
2013,17031243500,Chicago,IL,91466,14507
2013,17031834800,Chicago,IL,15731,4776
2013,17031243400,Chicago,IL,65221,15277
2013,17031243300,Chicago,IL,67917,18302
2013,17031243200,Chicago,IL,92738,8941
2013,17031243100,Chicago,IL,70608,6946
2013,17031834900,Chicago,IL,14896,2293
2013,17031243000,Chicago,IL,68550,15365
2013,17031242900,Chicago,IL,50052,11723
2013,17031242800,Chicago,IL,59185,14721
2013,17031242700,Chicago,IL,23821,7378
2013,17031835000,Chicago,IL,26629,2776
2013,17031242600,Chicago,IL,49661,6732
2013,17031242500,Chicago,IL,44875,8152
2013,17031242400,Chicago,IL,61786,19075
2013,17031242300,Chicago,IL,67202,8883
2013,17031835100,Chicago,IL,35865,5081
2013,17031242200,Chicago,IL,80606,12712
2013,17031242100,Chicago,IL,86599,9606
2013,17031242000,Chicago,IL,52143,7988
2013,17031241600,Chicago,IL,65906,8766
2013,17031835200,Chicago,IL,46650,9397
2013,17031241500,Chicago,IL,90449,15803
2013,17031241400,Chicago,IL,90500,20491
2013,17031241300,Chicago,IL,86667,19051
2013,17031241200,Chicago,IL,74375,22384
2013,17031835500,Chicago,IL,12750,3588
2013,17031241100,Chicago,IL,54943,7514
2013,17031241000,Chicago,IL,35963,2650
2013,17031240900,Chicago,IL,36339,14497
2013,17031240800,Chicago,IL,31964,7668
2013,17031835600,Chicago,IL,20000,10904
2013,17031240700,Chicago,IL,55132,21581
2013,17031240600,Chicago,IL,108156,43368
2013,17031240500,Chicago,IL,108917,10186
2013,17031240300,Chicago,IL,105875,21919
2013,17031835700,Chicago,IL,5725,548
2013,17031240200,Chicago,IL,96250,22690
2013,17031231500,Chicago,IL,23836,4918
2013,17031835800,Chicago,IL,54028,13364
2013,17031231200,Chicago,IL,23097,4513
2013,17031231100,Chicago,IL,26750,10401
2013,17031230900,Chicago,IL,35517,6382
2013,17031230800,Chicago,IL,61339,17946
2013,17031835900,Chicago,IL,25243,6935
2013,17031230700,Chicago,IL,39044,12427
2013,17031230600,Chicago,IL,31320,5402
2013,17031230500,Chicago,IL,25813,3670
2013,17031230400,Chicago,IL,46477,13503
2013,17031836000,Chicago,IL,59741,8202
2013,17031230300,Chicago,IL,42105,11969
2013,17031230200,Chicago,IL,55000,19150
2013,17031230100,Chicago,IL,49250,20863
2013,17031222900,Chicago,IL,31389,15213
2013,17031836100,Chicago,IL,31765,12583
2013,17031222800,Chicago,IL,17917,14164
2013,17031222700,Chicago,IL,39063,7079
2013,17031222600,Chicago,IL,37065,7603
2013,17031222500,Chicago,IL,43966,16230
2013,17031836200,Chicago,IL,90625,26612
2013,17031222200,Chicago,IL,120513,11748
2013,17031221600,Chicago,IL,70500,9907
2013,17031221500,Chicago,IL,36755,11613
2013,17031221400,Chicago,IL,48472,13592
2013,17031836300,Chicago,IL,60259,7006
2013,17031221300,Chicago,IL,43644,11726
2013,17031221200,Chicago,IL,50721,12137
2013,17031221100,Chicago,IL,46964,10280
2013,17031221000,Chicago,IL,42637,13177
2013,17031836400,Chicago,IL,21641,7270
2013,17031220902,Chicago,IL,40481,14273
2013,17031220901,Chicago,IL,38289,9840
2013,17031220702,Chicago,IL,43318,10765
2013,17031220701,Chicago,IL,45221,7783
2013,17031836500,Chicago,IL,24275,5171
2013,17031220602,Chicago,IL,41773,6777
2013,17031220601,Chicago,IL,36716,4407
2013,17031220500,Chicago,IL,53468,12506
2013,17031220400,Chicago,IL,71214,14788
2013,17031836600,Chicago,IL,30845,9703
