ZIPCode,CensusBlock,,
01106,25013813303,,
01106,25013802100,,
01106,25013813304,,
01119,25013801602,,
01119,25013801502,,
01119,25013801501,,
01119,25013801503,,
01119,25013801601,,
01152,25013800202,,
01236,25003924100,,
01236,25003934200,,
01236,25003925100,,
01226,25003932300,,
01226,25003900800,,
01226,25003912100,,
01254,25003913100,,
01254,25003935100,,
01254,25003934200,,
01301,25011041000,,
01301,25011040200,,
01301,25011041400,,
01301,25011040900,,
01301,25011041200,,
01301,25011041502,,
01301,25011041100,,
01301,25011041300,,
01331,25027702200,,
01331,25027703100,,
01331,25027703300,,
01331,25027705100,,
01331,25011040502,,
01331,25027703200,,
01331,25027704200,,
01360,25011040300,,
01360,25011040400,,
01364,25027702200,,
01364,25011040600,,
01364,25011040502,,
01364,25011040400,,
01364,25027703100,,
01364,25011040501,,
01370,25011040100,,
01370,25011041502,,
01370,25011041501,,
01370,25011040900,,
01430,25027700100,,
01430,25027707500,,
01523,25027715100,,
01523,25027719100,,
01523,25027713100,,
01523,25027716200,,
01527,25027732802,,
01527,25027737100,,
01527,25027737200,,
01527,25027751102,,
01527,25027736500,,
01527,25027732901,,
01527,25027737300,,
01532,25027739100,,
01532,25027761200,,
01532,25027740200,,
01532,25017321400,,
01532,25027742402,,
01532,25027740101,,
01532,25027740102,,
01532,25027739500,,
01519,25027738100,,
01519,25027743100,,
01519,25027738202,,
01519,25027738201,,
01534,25027743100,,
01534,25027750200,,
01534,25027750300,,
01534,25027750100,,
01601,25027731700,,
01605,25027731900,,
01605,25027730401,,
01605,25027730600,,
01605,25027731800,,
01605,25027732001,,
01605,25027730402,,
01605,25027739500,,
01605,25027731700,,
01605,25027730200,,
01605,25027730500,,
01605,25027732002,,
01605,25027730100,,
01653,25027730401,,
01721,25017385202,,
01721,25017387202,,
01721,25017386100,,
01721,25017385201,,
01721,25017385100,,
01748,25017385100,,
01748,25027761200,,
01748,25017320102,,
01748,25017387202,,
01748,25017320103,,
01748,25017320104,,
01760,25017383501,,
01760,25017383400,,
01760,25017382601,,
01760,25017382602,,
01760,25017382400,,
01760,25017382100,,
01760,25017386100,,
01760,25017382300,,
01760,25017382500,,
01760,25021404302,,
01760,25017382200,,
01770,25017386100,,
01775,25017364102,,
01775,25017323100,,
01826,25017310601,,
01826,25009252102,,
01826,25017314301,,
01826,25017313102,,
01826,25017314200,,
01826,25017314101,,
01826,25017310500,,
01826,25017310300,,
01826,25017314102,,
01826,25017310602,,
01826,25017314302,,
01826,25017310200,,
01832,25009260800,,
01832,25009260700,,
01832,25009260900,,
01832,25009260402,,
01832,25009260100,,
01832,25009260401,,
01831,25009260100,,
01843,25009253202,,
01843,25009254402,,
01843,25009251700,,
01843,25009251500,,
01843,25009251800,,
01843,25009254100,,
01843,25009250100,,
01843,25009251600,,
01886,25017317201,,
01886,25017324101,,
01886,25017313101,,
01886,25017324102,,
01886,25017318200,,
01886,25017318400,,
01886,25017318100,,
01886,25017318300,,
01886,25017326102,,
01908,25009201100,,
01971,25009204500,,
02043,25023502200,,
02043,25021423100,,
02043,25023501201,,
02043,25023501101,,
02043,25023501102,,
02043,25023501202,,
02066,25023505101,,
02066,25023504102,,
02066,25023505102,,
02066,25023505200,,
02066,25021423100,,
02090,25021402300,,
02090,25021412100,,
02090,25021412200,,
02090,25021413100,,
02090,25021413300,,
02090,25021412300,,
02136,25025101001,,
02136,25025130406,,
02136,25021416102,,
02136,25025140107,,
02136,25025140300,,
02136,25025140105,,
02136,25025140102,,
02136,25025140201,,
02136,25025140400,,
02136,25025980700,,
02136,25025140202,,
02136,25025090700,,
02170,25021417602,,
02170,25021417501,,
02170,25021417601,,
02170,25021417100,,
02170,25021418101,,
02170,25021417200,,
02170,25021416400,,
02176,25017337102,,
02176,25017336100,,
02176,25017341600,,
02176,25017336300,,
02176,25009208400,,
02176,25017341902,,
02176,25017336401,,
02176,25017336200,,
02176,25017336402,,
02190,25021422200,,
02190,25021422100,,
02190,25021419600,,
02190,25021422301,,
02190,25021422302,,
02210,25025060600,,
02210,25025070101,,
02210,25025061200,,
02210,25025981202,,
02301,25023511600,,
02301,25023510800,,
02301,25023524101,,
02301,25023510501,,
02301,25023510300,,
02301,25023510600,,
02301,25023511702,,
02301,25023510503,,
02301,25023510400,,
02301,25023510700,,
02301,25023510502,,
02301,25023511500,,
02301,25023511701,,
02301,25023511400,,
02301,25023510900,,
02222,25025020303,,
02341,25023523202,,
02341,25023503102,,
02341,25023522102,,
02341,25023522101,,
02360,25001013700,,
02360,25023545200,,
02360,25023530100,,
02360,25023530802,,
02360,25023530902,,
02360,25023530600,,
02360,25023530300,,
02360,25023544200,,
02360,25023530801,,
02360,25023530400,,
02360,25023530200,,
02360,25023530700,,
02360,25023530500,,
02360,25023530901,,
02368,25021420201,,
02368,25021420202,,
02368,25021421100,,
02368,25021420302,,
02368,25021420301,,
02368,25021421200,,
02368,25021420100,,
02370,25023504101,,
02370,25023502101,,
02370,25023502102,,
02370,25023520100,,
02370,25023502200,,
02451,25017368101,,
02451,25017368102,,
02451,25017368902,,
02451,25017368200,,
02451,25017368300,,
02451,25017358300,,
02451,25017368800,,
02464,25017374100,,
02464,25017374200,,
02467,25025000502,,
02467,25021401200,,
02467,25017373900,,
02467,25025110601,,
02467,25017373600,,
02467,25017373500,,
02467,25021401100,,
02467,25025130100,,
02478,25017354600,,
02478,25017370101,,
02478,25017357200,,
02478,25017357600,,
02478,25017357700,,
02478,25017356702,,
02478,25017357300,,
02478,25017357400,,
02478,25017357100,,
02478,25017354300,,
02478,25017357500,,
02478,25017357800,,
02563,25001015001,,
02563,25001013500,,
02563,25001013600,,
02563,25001013400,,
02563,25001013300,,
02564,25019950500,,
02637,25001012200,,
02632,25001012900,,
02632,25001012700,,
02632,25001012800,,
02632,25001012601,,
02646,25001011002,,
02646,25001011200,,
02655,25001012900,,
02655,25001013100,,
02655,25001013002,,
02675,25001011801,,
02675,25001011300,,
02675,25001012200,,
02675,25001011802,,
02722,25005641101,,
02739,25023560100,,
02739,25023561100,,
02743,25005654100,,
02743,25005650300,,
02743,25005650101,,
02743,25005655100,,
02743,25005617102,,
02743,25005650201,,
02743,25005653204,,
02743,25005654200,,
02742,25005651800,,
02767,25005613700,,
02767,25005613100,,
02767,25005612200,,
02767,25023525101,,
02767,25005612100,,
02806,44001030300,,
02806,44001030400,,
02806,44001030100,,
02806,44001030200,,
02861,44007015300,,
02861,44007015900,,
02861,44007015800,,
02861,44007017000,,
02861,44007015600,,
02861,44007016900,,
02861,44007015700,,
02861,44007015500,,
02861,44007016800,,
02876,44007012801,,
02906,44007003200,,
02906,44007003300,,
02906,44007003700,,
02906,44007003400,,
02906,44007016500,,
02906,44007003601,,
02906,44007003100,,
02906,44007003602,,
02906,44007003500,,
02911,44007002400,,
02911,44007002000,,
02911,44007012000,,
02911,44007012104,,
02911,44007012102,,
02911,44007012103,,
02910,44007001500,,
02910,44007013800,,
02910,44007014000,,
02910,44007013702,,
02910,44007014700,,
02910,44007013900,,
02910,44007014100,,
02910,44007000102,,
02910,44007013600,,
02910,44007013701,,
02916,44007010102,,
02916,44007010101,,
02916,44007010200,,
02916,44007010300,,
03071,33011022500,,
03103,33011001500,,
03103,33011001200,,
03103,33011002400,,
03103,33011001800,,
03103,33015980011,,
03103,33011002800,,
03103,33011001400,,
03103,33011001900,,
03103,33011002600,,
03103,33011001600,,
03103,33011001700,,
03103,33011980101,,
03103,33011200400,,
03103,33015003703,,
03103,33011002500,,
03105,33011200400,,
03234,33013032100,,
03234,33013034000,,
03234,33013003200,,
03242,33013039000,,
03242,33013040000,,
03242,33013038500,,
03263,33013034000,,
03263,33013033000,,
03263,33013036000,,
03263,33013035000,,
03266,33009960900,,
03266,33009960800,,
03268,33013042500,,
03285,33009960800,,
03285,33009960400,,
03450,33005970400,,
03457,33005970400,,
03576,33007950300,,
03576,33007950200,,
03576,33007950100,,
03570,33007950800,,
03570,33007950700,,
03570,33007950600,,
03579,33007950300,,
03741,33009961300,,
03741,33009961400,,
03753,33009961500,,
03753,33019975200,,
03768,33009960900,,
03771,33009960300,,
03801,33015069100,,
03801,33015107200,,
03801,33015107500,,
03801,33015069200,,
03801,33015107400,,
03801,33015069700,,
03801,33015069300,,
03801,33015107100,,
03810,33001966500,,
03813,33003955600,,
03813,33003955300,,
03813,33003955500,,
03813,33003955400,,
03835,33017087000,,
03835,33017088000,,
03835,33017084600,,
03835,33017084200,,
03830,33003956000,,
03827,33015105100,,
03827,33015062000,,
03827,33015062500,,
03855,33017088500,,
03853,33003956400,,
03874,33015065008,,
03874,33015063001,,
03874,33015064000,,
03874,33015063002,,
03885,33015106400,,
03885,33015066000,,
03885,33015067000,,
03885,33015107500,,
03909,23031036002,,
03909,23031036001,,
04029,23005016500,,
04017,23005004200,,
04038,23005004100,,
04038,23031020000,,
04038,23005017002,,
04038,23005004002,,
04038,23005004001,,
04048,23031023000,,
04039,23005004702,,
04039,23005012000,,
04039,23005004701,,
04039,23005004200,,
04039,23005011500,,
04070,23005017301,,
04073,23031030100,,
04073,23031030201,,
04073,23031030202,,
04073,23031030203,,
04073,23031034002,,
04073,23031030300,,
04101,23005000200,,
04101,23005000600,,
04101,23005001300,,
04101,23005000500,,
04101,23005001800,,
04101,23005001100,,
04101,23005001500,,
04101,23005001000,,
04101,23005000300,,
04101,23005000100,,
04116,23005003200,,
04237,23017965900,,
04217,23017965100,,
04217,23017965900,,
04217,23017966600,,
04217,23017966000,,
04216,23017965100,,
04250,23001046500,,
04250,23001030100,,
04250,23001020600,,
04243,23001020100,,
04259,23011013000,,
04253,23001043000,,
04255,23017966000,,
04280,23001030100,,
04280,23001046500,,
04280,23001020800,,
04260,23005004702,,
04260,23005011500,,
04260,23001040000,,
04260,23001041000,,
04263,23001045000,,
04263,23001046000,,
04271,23017966200,,
04349,23011014500,,
04349,23011015000,,
04332,23011010400,,
04355,23011015500,,
04355,23011014000,,
04355,23011015000,,
04363,23011020000,,
04363,23011019000,,
04360,23011015500,,
04402,23019000500,,
04422,23019031200,,
04430,23019031000,,
04449,23019020500,,
04451,23019025500,,
04451,23003952900,,
04468,23019007100,,
04468,23019021500,,
04468,23019940000,,
04468,23019031300,,
04468,23019020500,,
04468,23019007200,,
04478,23025965302,,
04461,23019008001,,
04464,23021960400,,
04485,23021960301,,
04485,23021960400,,
04558,23015975600,,
04627,23009966600,,
04640,23009966700,,
04653,23009966200,,
04732,23003950900,,
04685,23009966200,,
04768,23003950900,,
04743,23003950700,,
04743,23003950600,,
04747,23003952700,,
04769,23003952000,,
04769,23003952100,,
04769,23003951800,,
04769,23003951900,,
04757,23003952000,,
04757,23003951000,,
04757,23003951100,,
04841,23013970700,,
04841,23013970400,,
04841,23013970600,,
04786,23003951000,,
04781,23003950700,,
04901,23011022000,,
04901,23011024200,,
04901,23011023002,,
04901,23011020500,,
04901,23011023001,,
04901,23011025000,,
04901,23011024101,,
04901,23011024102,,
04861,23013970400,,
04861,23013970700,,
04861,23013970600,,
04903,23011024102,,
04920,23025965302,,
04920,23025966300,,
04920,23025966200,,
04943,23025965900,,
04943,23025966000,,
04939,23019015500,,
04939,23019031200,,
04955,23025967000,,
04955,23007971100,,
04955,23007971200,,
04985,23025965302,,
04987,23027046002,,
05065,50027965400,,
05065,50027965000,,
05065,50017959500,,
05065,50027965502,,
05068,50027965200,,
05068,50017959500,,
05068,50027965100,,
05068,50027965400,,
05155,50025967300,,
05155,50003970500,,
05155,50025967500,,
05155,50025967400,,
05201,50003970800,,
05201,50003970900,,
05201,50003971100,,
05201,50003970600,,
05201,50003971300,,
05201,50003971200,,
05201,50025967900,,
05201,50003971000,,
05152,50003970500,,
05252,50003970600,,
05252,50003970700,,
05257,50003970800,,
05257,50003971000,,
05250,50003970400,,
05250,50003970700,,
05250,50003970300,,
05250,50003970600,,
05346,50025968300,,
05346,50025967600,,
05346,50025967200,,
05346,50025967700,,
05356,50025967900,,
05443,50001960400,,
05443,50001960700,,
05443,50001960100,,
05443,50001960500,,
05443,50001960600,,
05404,50007000800,,
05404,50007002500,,
05404,50007002400,,
05455,50011010500,,
05455,50011011000,,
05455,50011010600,,
05455,50011010400,,
05456,50001960300,,
05456,50001960200,,
05468,50011011000,,
05468,50007002102,,
05468,50007002200,,
05468,50007002101,,
05468,50011010900,,
05478,50011010400,,
05478,50011010500,,
05478,50011010700,,
05478,50011010900,,
05478,50007002102,,
05478,50011011000,,
05478,50011010800,,
05478,50011010100,,
05478,50011010600,,
05491,50001960300,,
05491,50001960400,,
05491,50001960100,,
05491,50001960200,,
05491,50001960900,,
05620,50023954800,,
05620,50023954600,,
05620,50023954900,,
05669,50023955500,,
05669,50001960600,,
05669,50017959300,,
05681,50023954100,,
05740,50001960700,,
05758,50027966300,,
05758,50027965900,,
05758,50021964000,,
05761,50021964200,,
05761,50021963500,,
05761,50003970300,,
05761,50021964300,,
05824,50009950500,,
05824,50005957500,,
05824,50005957900,,
05824,50005957100,,
05772,50027965400,,
05772,50021962100,,
05828,50005957200,,
05828,50005957600,,
05828,50005957000,,
05874,50019951700,,
05874,50019951600,,
05860,50019951900,,
05860,50019951800,,
05860,50019951100,,
05860,50019951700,,
05867,50005957100,,
05867,50005957000,,
06010,09003410101,,
06010,09003420500,,
06010,09003405100,,
06010,09003405500,,
06010,09003405401,,
06010,09003430601,,
06010,09003405200,,
06010,09003406001,,
06010,09003405900,,
06010,09003420400,,
06010,09003406002,,
06010,09003406100,,
06010,09003405600,,
06010,09003405700,,
06010,09003405800,,
06010,09005425400,,
06010,09003405300,,
06010,09003405402,,
06032,09003496600,,
06032,09003496200,,
06032,09003460100,,
06032,09003460203,,
06032,09003460202,,
06032,09003406002,,
06032,09003420600,,
06032,09003460301,,
06032,09003460204,,
06033,09003520400,,
06033,09003520302,,
06033,09003520202,,
06033,09003510700,,
06033,09003520501,,
06033,09003520201,,
06033,09003520100,,
06033,09003520301,,
06042,09003514300,,
06042,09013530500,,
06042,09003487500,,
06042,09003487201,,
06042,09003514101,,
06042,09003514500,,
06042,09003514102,,
06042,09003514400,,
06042,09003514900,,
06042,09003514200,,
06043,09003514900,,
06043,09013530600,,
06043,09013528100,,
06043,09013526102,,
06043,09013529100,,
06071,09013538100,,
06071,09013538202,,
06071,09013538201,,
06071,09013890202,,
06071,09003480900,,
06082,09003480300,,
06082,09003524300,,
06082,09003480500,,
06082,09003480600,,
06082,09003480800,,
06082,09003481100,,
06082,09003481000,,
06082,09003481300,,
06082,09003481200,,
06082,09003484200,,
06082,09003480400,,
06082,09003480900,,
06082,09003480700,,
06091,09003330100,,
06095,09003473700,,
06095,09003473602,,
06095,09003473501,,
06095,09003473400,,
06095,09003524400,,
06095,09003473502,,
06095,09003473100,,
06095,09003473800,,
06095,09003473601,,
06095,09003471400,,
06095,09003470100,,
06096,09003980000,,
06096,09003476100,,
06096,09003476300,,
06096,09003476200,,
06110,09003496100,,
06110,09003494100,,
06110,09003496400,,
06110,09003496800,,
06110,09003524700,,
06110,09003496200,,
06110,09003496300,,
06118,09003510600,,
06118,09003511100,,
06118,09003511000,,
06118,09003510500,,
06118,09003510800,,
06118,09003510900,,
06118,09003510700,,
06118,09003496900,,
06123,09003502100,,
06226,09015800500,,
06226,09015800400,,
06226,09013881500,,
06226,09015800300,,
06226,09015800600,,
06226,09015800700,,
06137,09003497500,,
06142,09003500700,,
06244,09015901100,,
06268,09013881300,,
06268,09013881200,,
06268,09013840100,,
06268,09013881100,,
06268,09013881500,,
06262,09015900200,,
06279,09015830100,,
06279,09013890201,,
06279,09013840100,,
06370,09011695201,,
06370,09011715100,,
06370,09011716102,,
06370,09011695202,,
06389,09011696200,,
06455,09007585100,,
06455,09007580100,,
06437,09009190301,,
06437,09009194201,,
06437,09009190303,,
06437,09009190100,,
06437,09009190200,,
06437,09009190302,,
06471,09009180601,,
06471,09009186200,,
06471,09009190302,,
06471,09009186100,,
06471,09009184700,,
06459,09007542100,,
06459,09007541700,,
06459,09007541600,,
06459,09007541500,,
06525,09009160200,,
06525,09009160100,,
06525,09009141200,,
06525,09009141100,,
06604,09001072600,,
06604,09001070900,,
06604,09001071300,,
06604,09001070400,,
06604,09001071600,,
06604,09001071200,,
06604,09001072200,,
06604,09001072000,,
06604,09001071100,,
06604,09001072100,,
06604,09001071900,,
06604,09001070300,,
06604,09001071000,,
06604,09001070600,,
06604,09001071400,,
06604,09001072500,,
06604,09001257200,,
06604,09001070500,,
06706,09009351200,,
06706,09009351500,,
06706,09009351400,,
06706,09009345100,,
06706,09009350400,,
06706,09009350500,,
06706,09009350100,,
06706,09009351900,,
06706,09009352800,,
06712,09009347100,,
06712,09009347200,,
06712,09009352800,,
06479,09003430301,,
06479,09003430302,,
06479,09009343101,,
06479,09003430500,,
06479,09003430400,,
06479,09003430100,,
06492,09009175100,,
06492,09009175500,,
06492,09009175400,,
06492,09009175600,,
06492,09009175200,,
06492,09009175900,,
06492,09009175700,,
06492,09009176000,,
06492,09009175800,,
06492,09009175300,,
06492,09009166002,,
06492,09009171200,,
06492,09009343300,,
06506,09009140100,,
06502,09009140100,,
06790,09005310300,,
06790,09005310804,,
06790,09005310500,,
06790,09005300400,,
06790,09005310803,,
06790,09005310200,,
06790,09005310100,,
06790,09005310700,,
06790,09005310801,,
06790,09005310602,,
06790,09005310400,,
06790,09005310601,,
06790,09005320200,,
06790,09005306100,,
06897,09001042500,,
06897,09001245400,,
06897,09001045101,,
06897,09001045200,,
06897,09001035400,,
06897,09001055100,,
06897,09001240100,,
06897,09001042900,,
06897,09001045102,,
06897,09001045400,,
06897,09001045300,,
06881,09001050200,,
07005,34027040702,,
07005,34027041702,,
07005,34027044401,,
07005,34027041100,,
07005,34027041603,,
07005,34027040900,,
07005,34027041200,,
07005,34027041701,,
07005,34027041706,,
07005,34027040801,,
07005,34027041000,,
07005,34027041705,,
07005,34027040804,,
07005,34027041300,,
07007,34013021802,,
06820,09001030300,,
06820,09001030500,,
06820,09001030100,,
06820,09001030400,,
06820,09001030200,,
06831,09001010400,,
06831,09001010201,,
06831,09001010600,,
06831,09001020200,,
06831,09001010300,,
06831,09001010101,,
06831,09001010102,,
06829,09001055100,,
06855,09001050400,,
06855,09001044300,,
06855,09001044200,,
07026,34003011400,,
07026,34003021200,,
07026,34003021100,,
07026,34003021600,,
07026,34003021400,,
07026,34003021300,,
07026,34003052200,,
07026,34003021500,,
07027,34039037100,,
07027,34039037400,,
07027,34039036900,,
07029,34017013000,,
07029,34017013600,,
07029,34017013800,,
07029,34017013700,,
07029,34017013400,,
07029,34017013500,,
07029,34017013900,,
07066,34039036302,,
07066,34039036200,,
07066,34039035500,,
07066,34039037300,,
07066,34039037400,,
07066,34039036301,,
07070,34003051200,,
07070,34003051300,,
07070,34031175701,,
07070,34003051100,,
07070,34003051400,,
07063,34035051800,,
07063,34035051900,,
07063,34035052100,,
07063,34039039400,,
07063,34039039600,,
07063,34039039500,,
07032,34003038100,,
07032,34017012800,,
07032,34017012400,,
07032,34017012300,,
07032,34017012600,,
07032,34017013300,,
07032,34017012700,,
07032,34017013900,,
07032,34003038200,,
07032,34017012900,,
07032,34017013500,,
07032,34017012500,,
07032,34017013200,,
07032,34017013100,,
07032,34017013000,,
07083,34013019800,,
07083,34013019700,,
07083,34039032902,,
07083,34039032700,,
07083,34039033000,,
07083,34039033500,,
07083,34039037500,,
07083,34039033300,,
07083,34039032400,,
07083,34039032100,,
07083,34039032800,,
07083,34039032600,,
07083,34039033600,,
07083,34039033200,,
07083,34039033100,,
07083,34039033400,,
07083,34039033700,,
07083,34039032901,,
07086,34017018400,,
07086,34017018100,,
07086,34017018000,,
07086,34017017900,,
07086,34017018200,,
07081,34039033000,,
07081,34039037601,,
07081,34039037500,,
07081,34039037602,,
07091,34039036600,,
07051,34013018600,,
07420,34031236601,,
07420,34031116500,,
07420,34031236602,,
07420,34031196402,,
07458,34003044201,,
07458,34003053100,,
07458,34003032201,,
07458,34003035200,,
07458,34003053200,,
07460,34027044602,,
07460,34031256805,,
07460,34037371502,,
07460,34037371600,,
07460,34037372600,,
07470,34031246003,,
07470,34031246202,,
07470,34031246203,,
07470,34031246300,,
07470,34031246103,,
07470,34031246101,,
07470,34031246002,,
07470,34031223802,,
07470,34031246001,,
07470,34031246104,,
07470,34031246201,,
07470,34031246102,,
07442,34031196402,,
07442,34031196401,,
07442,34031236601,,
07208,34039039900,,
07208,34039031602,,
07208,34039031802,,
07208,34039031903,,
07208,34039031601,,
07208,34039031904,,
07208,34039031801,,
07208,34039032001,,
07208,34039033500,,
07208,34039031700,,
07208,34039032100,,
07208,34039032500,,
07624,34003007001,,
07624,34003007002,,
07624,34003002100,,
07524,34031180800,,
07524,34031181000,,
07524,34031180900,,
07524,34031181200,,
07524,34031181100,,
07628,34003010200,,
07628,34003010100,,
07628,34003010300,,
07628,34003008000,,
07628,34003009200,,
07643,34003036100,,
07643,34003029200,,
07643,34003029100,,
07643,34003036200,,
07730,34025801900,,
07730,34025802400,,
07730,34025802000,,
07730,34025803202,,
07730,34025802100,,
07730,34025802300,,
07730,34025803201,,
07730,34025801800,,
07730,34025802200,,
07757,34025812200,,
07757,34025805300,,
07758,34025800702,,
07758,34025800602,,
07758,34025800500,,
07758,34025800701,,
07758,34025800601,,
07737,34025800900,,
07737,34025800400,,
07802,34027045000,,
07834,34027041500,,
07834,34027041200,,
07834,34027046300,,
07834,34027040900,,
07834,34027044300,,
07834,34027041602,,
07834,34027041300,,
07834,34027045704,,
07834,34027041400,,
07820,34041031302,,
07720,34025808200,,
07724,34025812200,,
07724,34025805100,,
07724,34025804700,,
07724,34025804800,,
07724,34025804600,,
07724,34025807100,,
07724,34025804500,,
07724,34025806201,,
07724,34025812300,,
07724,34025805001,,
07843,34037374800,,
07843,34037374900,,
07843,34037374500,,
07843,34037374700,,
07863,34041031200,,
07863,34041031601,,
07863,34041031900,,
07863,34041031602,,
07863,34041031500,,
07847,34027045300,,
07847,34027045200,,
07857,34037374600,,
07857,34027045502,,
07857,34027045402,,
07857,34027046000,,
07856,34027045401,,
07856,34027045402,,
07856,34027045300,,
07928,34027042800,,
07928,34027044000,,
07928,34027042700,,
07928,34027044102,,
07928,34027042600,,
07928,34027043900,,
07885,34027044403,,
07885,34027044404,,
07885,34027044501,,
07885,34027045300,,
07885,34027044401,,
07885,34027045100,,
07885,34027044702,,
08026,34007607600,,
08026,34007607505,,
08026,34007607502,,
08053,34005702906,,
08053,34005704004,,
08053,34005704009,,
08053,34005704007,,
08053,34007603501,,
08053,34005704006,,
08053,34005702908,,
08053,34005704005,,
08053,34005704008,,
08053,34005704012,,
08053,34005704014,,
08053,34005704011,,
08053,34005704013,,
08054,34005702909,,
08054,34005702906,,
08054,34005702914,,
08054,34005703000,,
08054,34005702905,,
08054,34005702917,,
08054,34005702910,,
08054,34005702908,,
08054,34005700504,,
08054,34005704014,,
08054,34005702918,,
08054,34005702913,,
08054,34005704004,,
08054,34005702915,,
08054,34005702907,,
08062,34015502100,,
08062,34015500600,,
08062,34015502002,,
08062,34015500703,,
08062,34015502001,,
08062,34015501900,,
08070,34033021600,,
08070,34033021500,,
08070,34033020600,,
08070,34033021700,,
08070,34033021400,,
08075,34005700800,,
08075,34005700703,,
08075,34005700602,,
08075,34005700702,,
08075,34005700701,,
08075,34005701001,,
08075,34005700605,,
08075,34005700303,,
