ZIPCode,CensusBlock,,
53224,55079000301,,
53224,55079000600,,
53224,55079000201,,
53224,55079000304,,
53224,55079000302,,
53224,55079000102,,
53224,55079000101,,
53224,55079000202,,
53225,55079001600,,
53225,55079003400,,
53225,55079001700,,
53225,55079000501,,
53225,55079000304,,
53225,55133200400,,
53225,55079000502,,
53225,55079000301,,
53225,55079001500,,
53225,55079000400,,
53225,55079000600,,
53225,55079000303,,
53225,55079000302,,
53225,55079003300,,
53225,55079090100,,
53225,55079001400,,
53574,55025012600,,
53574,55045960100,,
53574,55045960200,,
53577,55111001100,,
53577,55111000600,,
53580,55049950300,,
53811,55043961200,,
53811,55065970400,,
53725,55025001300,,
53726,55025000902,,
53726,55025003200,,
53726,55025000901,,
53726,55025001102,,
53589,55105003002,,
53589,55025011900,,
53589,55025012002,,
53589,55025012100,,
53589,55025010502,,
53589,55105002900,,
53589,55025012300,,
53589,55025012202,,
53589,55025012400,,
53589,55025010600,,
53589,55025012201,,
53948,55057100600,,
53948,55057100400,,
53948,55057100500,,
53948,55057100300,,
53948,55057100700,,
53948,55057100200,,
53952,55077960500,,
53952,55001950700,,
53952,55077960400,,
53952,55077960200,,
53952,55001950502,,
53955,55021970600,,
53955,55021970900,,
53955,55021970200,,
53955,55021971000,,
53955,55021970700,,
53965,55001950700,,
53965,55021970300,,
53965,55001950501,,
53965,55057100700,,
53965,55111000100,,
53965,55111000200,,
53965,55001950502,,
53919,55039041700,,
53919,55047100600,,
53919,55047100400,,
53919,55039041800,,
53922,55027960400,,
53922,55027960200,,
53925,55025011800,,
53925,55027961800,,
53925,55025011700,,
53925,55021971200,,
53925,55021971000,,
53925,55021971100,,
53925,55027960600,,
53926,55021970200,,
53926,55047100500,,
53926,55021970100,,
53926,55077960300,,
53943,55111001100,,
53943,55111000600,,
53943,55111000900,,
54005,55005000900,,
54005,55095961000,,
54005,55109120700,,
54005,55033970100,,
54005,55095961100,,
54005,55093960300,,
54005,55109120600,,
54014,55093960200,,
54014,55093960600,,
54006,55095960300,,
54006,55095960200,,
53708,55025002700,,
54024,55013971000,,
54024,55095960700,,
54024,55095960900,,
54024,55095960600,,
54024,55095960200,,
54024,55095960300,,
54025,55109120400,,
54025,55095960800,,
54025,55109120600,,
54101,55083101100,,
54101,55083101300,,
54103,55037190200,,
54103,55041950100,,
54103,55075960200,,
54103,55041950200,,
54121,55037190200,,
54121,55037190100,,
54128,55115100600,,
54128,55115100300,,
54401,55073002300,,
54401,55073001400,,
54401,55073001300,,
54401,55073000500,,
54401,55073000601,,
54401,55073000100,,
54401,55073001500,,
54401,55073000400,,
54401,55073001202,,
54401,55073001900,,
54401,55073000602,,
54409,55067960700,,
54409,55067960300,,
54409,55067960600,,
54409,55115100700,,
54409,55073001600,,
54409,55067960400,,
54313,55087940000,,
54313,55009020504,,
54313,55009020503,,
54313,55009940001,,
54313,55009940003,,
54313,55009020203,,
54313,55009020502,,
54313,55009021302,,
54313,55009940002,,
54313,55083101300,,
54313,55009021304,,
54313,55009021600,,
54313,55009020204,,
54442,55069960100,,
54442,55069960700,,
54442,55069960500,,
54433,55119960300,,
54433,55017010900,,
54433,55119960200,,
54227,55071010200,,
54227,55009021500,,
54230,55071010500,,
54230,55071010300,,
54230,55071010200,,
54230,55009021500,,
54230,55071010400,,
54214,55071010200,,
54463,55067960100,,
54463,55085970102,,
54458,55097960600,,
54568,55085971300,,
54568,55125950700,,
54568,55125950600,,
54568,55085970800,,
54615,55053960200,,
54615,55053960100,,
54615,55081950200,,
54615,55053960400,,
54615,55053960500,,
54615,55053960300,,
54616,55053960400,,
54616,55121100500,,
54616,55053960300,,
54616,55121100300,,
54616,55121100400,,
54561,55125950600,,
54565,55051180200,,
54471,55073001102,,
54471,55073001600,,
54476,55073000800,,
54476,55073001600,,
54476,55073001000,,
54476,55073001700,,
54476,55073001103,,
54476,55073001104,,
54476,55073000900,,
54476,55073001102,,
54476,55073001201,,
54481,55097960500,,
54481,55097960300,,
54481,55097960702,,
54481,55097961000,,
54481,55097960400,,
54481,55097960701,,
54481,55097960200,,
54481,55097960900,,
54481,55097961100,,
54481,55097960800,,
54480,55073002200,,
54480,55119960600,,
54665,55123960400,,
54665,55023960100,,
54665,55123960200,,
54665,55123960500,,
54665,55123960600,,
54665,55123960300,,
54624,55123960700,,
54624,55023960200,,
54624,55123960500,,
54629,55011960400,,
54629,55011960500,,
54639,55103970100,,
54639,55123960200,,
54639,55123960100,,
54650,55063010500,,
54650,55063010402,,
54650,55063010202,,
54650,55063000100,,
54650,55063010201,,
54650,55063010203,,
54650,55063010401,,
54489,55141010900,,
54489,55141010800,,
54489,55141010100,,
54512,55125950700,,
54512,55125940000,,
54512,55125950600,,
54527,55003950700,,
54527,55003950600,,
54545,55125950600,,
54531,55085971001,,
54531,55085971002,,
54531,55085970900,,
54731,55107960400,,
54731,55107960300,,
54902,55139001000,,
54902,55139001200,,
54902,55139001900,,
54902,55139001100,,
54902,55139001400,,
54902,55139001500,,
54902,55139001300,,
54903,55139001400,,
54903,55139000500,,
54758,55035000100,,
54758,55121100100,,
54758,55121100200,,
54758,55053960300,,
54758,55121100400,,
54758,55035000200,,
54773,55121100400,,
54773,55121100500,,
54773,55121100300,,
54773,55121100100,,
54801,55013970600,,
54801,55013970400,,
54801,55129950500,,
54801,55129950600,,
54801,55129950200,,
54801,55129950300,,
54921,55137960300,,
54921,55097961200,,
54921,55001950100,,
54921,55097961300,,
54957,55139003300,,
54948,55115100600,,
54948,55115100900,,
54838,55007960600,,
54838,55031030300,,
54828,55113940000,,
54828,55113100700,,
54832,55007960400,,
54832,55007960600,,
54862,55113100800,,
54862,55113100700,,
54875,55129950200,,
54875,55129950100,,
54875,55129950300,,
54870,55129950500,,
54870,55129950300,,
54870,55005000100,,
54870,55129950600,,
54872,55013970800,,
54872,55095960100,,
54872,55013970700,,
55007,27065480100,,
55007,27115950800,,
55007,27115950500,,
55007,27065480400,,
54967,55137960100,,
54967,55137960200,,
55065,27049080500,,
55065,27037061502,,
55065,27037061501,,
55065,27037061402,,
55068,27037061005,,
55068,27037060731,,
55068,27037061003,,
55068,27037060826,,
55068,27037060825,,
55068,27037060508,,
55068,27037061001,,
55068,27037061008,,
55068,27037060732,,
55068,27037061004,,
55068,27037061007,,
55068,27037061009,,
55068,27037060817,,
55012,27025110502,,
55012,27025110600,,
55012,27025110501,,
55012,27025110700,,
55088,27139081100,,
55088,27131070100,,
55044,27139081000,,
55044,27037060813,,
55044,27037060815,,
55044,27037060817,,
55044,27037060821,,
55044,27037060819,,
55044,27037060814,,
55044,27037060816,,
55044,27037060820,,
55044,27037061502,,
55044,27037061501,,
55044,27139081100,,
55044,27037060742,,
55044,27037060818,,
55311,27053026909,,
55311,27053026716,,
55311,27053026910,,
55311,27053027102,,
55311,27053026710,,
55311,27053026714,,
55311,27053026715,,
55311,27053026711,,
55307,27143170400,,
55307,27143170300,,
55307,27143170198,,
55309,27141030403,,
55309,27141030404,,
55309,27141030200,,
55309,27141030402,,
55120,27037060605,,
55120,27037060606,,
55320,27171100300,,
55320,27145011200,,
55320,27145011400,,
55344,27053026005,,
55344,27053026007,,
55344,27053026016,,
55344,27053026020,,
55344,27053026006,,
55344,27053026015,,
55344,27053026019,,
55123,27037060729,,
55123,27037060732,,
55123,27037060730,,
55123,27037060727,,
55123,27037060728,,
55123,27037060731,,
55123,27037060717,,
55301,27171100802,,
55301,27171100202,,
55301,27171100801,,
55301,27171100100,,
55302,27171100300,,
55302,27171101200,,
55302,27171100500,,
55302,27171100400,,
55349,27171100500,,
55349,27171101200,,
55349,27171101300,,
55349,27171101100,,
55375,27053027700,,
55375,27019090401,,
55421,27123041107,,
55421,27123041106,,
55421,27003051203,,
55421,27003051502,,
55421,27053100500,,
55421,27003051302,,
55421,27003051206,,
55421,27003051501,,
55421,27003051304,,
55421,27053000601,,
55421,27123041103,,
55421,27053000603,,
55421,27053020101,,
55421,27003051400,,
55421,27003051305,,
55410,27053111300,,
55410,27053023600,,
55410,27053012001,,
55410,27053109800,,
55410,27053023801,,
55410,27053023802,,
55410,27053111200,,
55410,27053109900,,
55410,27053023100,,
55410,27053010600,,
55410,27053109100,,
55384,27053027203,,
55390,27171101100,,
55390,27171101200,,
55398,27003050107,,
55398,27059130600,,
55398,27141030200,,
55398,27141030102,,
55398,27141030101,,
55401,27053126200,,
55401,27053103600,,
55401,27053126100,,
55744,27061480900,,
55744,27061480802,,
55744,27061480400,,
55744,27061480700,,
55744,27061480801,,
55744,27061480600,,
55744,27061480300,,
55744,27061481000,,
55751,27137011300,,
55751,27137013400,,
55751,27137012800,,
55751,27137012700,,
55438,27053025905,,
55438,27053025903,,
55438,27053025907,,
55438,27053025906,,
55806,27137000300,,
55806,27137002300,,
55806,27137001900,,
55806,27137001800,,
55806,27137002600,,
55806,27137002000,,
55806,27137000900,,
55806,27137002400,,
55806,27137015600,,
55760,27001790501,,
55760,27001770100,,
55760,27001770400,,
55757,27017070600,,
55768,27137012700,,
55768,27137013200,,
55768,27137012800,,
55768,27137013400,,
55785,27021960100,,
55785,27001770200,,
55474,27053126100,,
55921,27055020300,,
55921,27055020900,,
55921,27055020200,,
55921,27055020500,,
55927,27039950100,,
55927,27039950300,,
55927,27039950200,,
55940,27039950300,,
55940,27099001200,,
55940,27109002200,,
55940,27039950400,,
55940,27039950200,,
56032,27047180200,,
56041,27013170900,,
56041,27165950100,,
56041,27015960700,,
56062,27013170900,,
56062,27165950100,,
56062,27015960700,,
56062,27165950300,,
56062,27013171500,,
56058,27079950100,,
56058,27079950600,,
56058,27143170300,,
56058,27143170400,,
56058,27103480200,,
56058,27079950200,,
55949,27045960400,,
55949,27045960600,,
55949,27045960100,,
55954,27045960500,,
55954,27045960600,,
55954,27055020900,,
55963,27109001900,,
55963,27049080800,,
55963,27039950100,,
55964,27109002000,,
55964,27157490200,,
55964,27169670100,,
55964,27157490500,,
55964,27157490600,,
55970,27099001000,,
55970,27099001300,,
55974,27055020300,,
55974,27045960600,,
55974,27055020900,,
56143,27063480100,,
56143,27063480400,,
56143,27063480300,,
56119,27105105100,,
56119,27063480200,,
56119,27105105400,,
56121,27091790400,,
56121,27091790300,,
56131,27105105100,,
56131,27063480200,,
56131,27101900200,,
56131,27033270300,,
56131,27101900300,,
56136,27081201001,,
56116,27133570100,,
56116,27133570300,,
56087,27033270200,,
56087,27015960600,,
56087,27127750400,,
56087,27015960700,,
56087,27127750100,,
56087,27127750600,,
56087,27015960400,,
56185,27101900200,,
56185,27105105100,,
56185,27105105200,,
56187,27105105500,,
56187,27105105400,,
56187,27105105300,,
56187,27105105600,,
56187,27105105100,,
56187,27063480200,,
56207,27149480100,,
56235,27051070200,,
56235,27149480200,,
56235,27149480100,,
56210,27011950200,,
55976,27109002200,,
55976,27099001400,,
55976,27045960200,,
55976,27109002100,,
56014,27043460500,,
56014,27043460100,,
56009,27043460500,,
56009,27047180300,,
56009,27047180200,,
56019,27033270100,,
56019,27165950100,,
56019,27015960600,,
56019,27015960700,,
56030,27015960400,,
56023,27043460200,,
56023,27043460100,,
56249,27151960400,,
56249,27151960300,,
56270,27129790400,,
56270,27129790200,,
56270,27127750100,,
56378,27153790500,,
56378,27145010500,,
56378,27153790700,,
56378,27153790800,,
56378,27145010900,,
56378,27145011500,,
56378,27145010600,,
56387,27009021101,,
56387,27145000601,,
56387,27145011301,,
56387,27145000500,,
56304,27009021102,,
56304,27141031500,,
56304,27009020300,,
56304,27009021200,,
56304,27141030300,,
56282,27067780600,,
56282,27023950400,,
56282,27023950500,,
56282,27067781200,,
56301,27145000500,,
56301,27145000602,,
56301,27145000401,,
56301,27145000302,,
56301,27145000301,,
56301,27145011200,,
56301,27145000402,,
56301,27145011400,,
56301,27145011301,,
56301,27145000601,,
56301,27145011600,,
56301,27145011304,,
56279,27067780600,,
56279,27067780200,,
56467,27057070700,,
56467,27057070400,,
56467,27057070300,,
56467,27057070200,,
56467,27057070500,,
56473,27097780200,,
56473,27021960801,,
56473,27097780100,,
56473,27021960802,,
56455,27035950700,,
56455,27035950800,,
56466,27021960802,,
56466,27153790400,,
56466,27097780100,,
56466,27153790100,,
56466,27021960700,,
56440,27153790300,,
56440,27153790200,,
56444,27035951600,,
56444,27035950700,,
56444,27001790502,,
56444,27035950800,,
56449,27097780300,,
56449,27035951400,,
56449,27097780400,,
56450,27095970200,,
56450,27035951600,,
56482,27159480200,,
56482,27159480300,,
56482,27111961300,,
56482,27111960500,,
56482,27159480100,,
56482,27111960600,,
56482,27153790200,,
56514,27111960300,,
56514,27027030202,,
56514,27027030104,,
56514,27167950100,,
56324,27051070100,,
56324,27111961600,,
56324,27111961700,,
56332,27041450900,,
56332,27041450100,,
56332,27041450200,,
56332,27041451000,,
56318,27153790500,,
56318,27153790800,,
56318,27097780800,,
56359,27097780400,,
56359,27095970300,,
56359,27095970200,,
56557,27087940100,,
56557,27029000200,,
56557,27087940300,,
56557,27107960100,,
56572,27027030202,,
56572,27111960300,,
56572,27005450900,,
56572,27111960400,,
56572,27167950100,,
56572,27111960103,,
56572,27111960700,,
56571,27111961400,,
56571,27111960600,,
56568,27107960200,,
56568,27119020500,,
56563,27027020300,,
56563,27027020400,,
57013,46083010300,,
57013,46083010108,,
57013,46083010400,,
57013,46083010200,,
57020,46099010200,,
57020,46099010404,,
57022,46101959600,,
57022,46099010102,,
57022,46079960300,,
57022,46099010101,,
57022,46099010200,,
57029,46067968600,,
57029,46125965200,,
57029,46125965100,,
57035,46087964700,,
57035,46099010300,,
57035,46099010200,,
57039,46125965200,,
57039,46083010400,,
57039,46083010108,,
57039,46083010300,,
57039,46125965100,,
57045,46125965200,,
57045,46067968600,,
57045,46135966400,,
57046,46135966200,,
57046,46135966400,,
57037,46027965800,,
57037,46135966400,,
57037,46125965200,,
57031,46135966400,,
57031,46027965800,,
57057,46101959600,,
57057,46079960100,,
56601,27007450200,,
56601,27007450400,,
56601,27007450701,,
56601,27007450702,,
56601,27007940002,,
56601,27007450300,,
56601,27007450100,,
56601,27007450600,,
56601,27057070100,,
56593,27005450100,,
57105,46099001600,,
57105,46099010600,,
57105,46099001200,,
57105,46099001901,,
57105,46099001101,,
57105,46099001902,,
57105,46099000600,,
57105,46099001700,,
57105,46099000500,,
57105,46099001500,,
57107,46099010404,,
57107,46099010406,,
57107,46099010405,,
57107,46099010300,,
57107,46099001001,,
57107,46099000202,,
57075,46079960100,,
57075,46079960300,,
57075,46101959600,,
57075,46079960200,,
57077,46083010400,,
57077,46083010108,,
57077,46083010300,,
57201,46029954301,,
57201,46029954302,,
57201,46029954400,,
57201,46057955100,,
57201,46029954100,,
57201,46029954502,,
57201,46029954600,,
57201,46029954501,,
57223,46057955200,,
57223,46039953600,,
57223,46057955100,,
57225,46025955800,,
56649,27071790300,,
56649,27071790100,,
56649,27071790200,,
56649,27071790500,,
56714,27135970200,,
56714,27135970500,,
56644,27119021000,,
56644,27029000300,,
56641,27021960100,,
56641,27021940002,,
56641,27021960200,,
56646,27119021000,,
56646,27029000300,,
56662,27035950100,,
56662,27021960100,,
56662,27021960200,,
56659,27061940000,,
56659,27061480100,,
56759,27089080200,,
56759,27135970500,,
56759,27089080100,,
56763,27135970100,,
56763,27135970400,,
56756,27135970400,,
56756,27135970100,,
57350,46005956600,,
57350,46005957100,,
57350,46111962100,,
57350,46005956800,,
57350,46005956700,,
57350,46005957000,,
57350,46005956900,,
57330,46067968800,,
57330,46043969600,,
57330,46023940300,,
57243,46029954600,,
57243,46057955200,,
57243,46025955800,,
57269,46051953100,,
57269,46051953300,,
57735,46047964100,,
57735,46033965100,,
57769,46093020301,,
57769,46093020302,,
57769,46093020500,,
57355,46015973100,,
57355,46073974100,,
57359,46003973600,,
57359,46111962100,,
57359,46035962600,,
58078,38017010204,,
58078,38017040400,,
58078,38017010109,,
58078,38017010203,,
58078,38017010108,,
58078,38017010201,,
58078,38017010107,,
58078,38017040500,,
58063,38003967900,,
58061,38077970800,,
58061,38077971400,,
57770,46113940800,,
57770,46113940500,,
58011,38017040100,,
58052,38017040100,,
58052,38077970700,,
58052,38017040600,,
58052,38073968900,,
57780,46103011600,,
58001,38077970700,,
58029,38017040300,,
58029,38017040200,,
58201,38035010100,,
58201,38035011000,,
58201,38035010600,,
58201,38035010804,,
58201,38035011100,,
58201,38035010900,,
58201,38035010700,,
58201,38035010801,,
58201,38035011200,,
58201,38035011700,,
58201,38035010803,,
57461,46115000100,,
57461,46013951900,,
57461,46115000300,,
57523,46053971100,,
57523,46053971200,,
57523,46015973100,,
57569,46085972600,,
57430,46091950800,,
57548,46085940100,,
57560,46095940300,,
57560,46007941200,,
57468,46037952700,,
57562,46075091600,,
57638,46105968300,,
57638,46031941000,,
57656,46041941700,,
57626,46093020500,,
57626,46105968300,,
57646,46021964100,,
57644,46031941000,,
57644,46105968300,,
57660,46031941000,,
58214,38035012000,,
58214,38035011800,,
58214,38035011400,,
58249,38019950900,,
58249,38019951100,,
58251,38035011400,,
58251,38035012000,,
58251,38035011800,,
58277,38091968700,,
58216,38067950100,,
58244,38035011400,,
58317,38095951500,,
58317,38079951900,,
58722,38101011300,,
58722,38101011000,,
58627,38007963100,,
58703,38101010200,,
58703,38101010400,,
58703,38101011300,,
58703,38101010800,,
58703,38101010302,,
58703,38101010100,,
58703,38101010301,,
58710,38083960200,,
58710,38069956200,,
58710,38049955900,,
58631,38057961800,,
58631,38059020500,,
58631,38037965900,,
58654,38033962900,,
58461,38045972100,,
58461,38003968000,,
58380,38027959200,,
58380,38071957700,,
58380,38005940200,,
58380,38063959000,,
58480,38003968000,,
58448,38039968600,,
58477,38015011500,,
58464,38031959600,,
58464,38027959200,,
58464,38039968600,,
58415,38021973300,,
58415,38045972200,,
58478,38043966800,,
58854,38025962200,,
58854,38053962400,,
58854,38053962300,,
59002,30111001402,,
59032,30069000100,,
59032,30027030100,,
59046,30095966600,,
59046,30037000100,,
59046,30065000100,,
59050,30003940700,,
59070,30009000200,,
59070,30009000500,,
59070,30009000100,,
59070,30009000400,,
59070,30097967000,,
59070,30009000300,,
59087,30069000100,,
59087,30027030100,,
59018,30067000100,,
59076,30103963500,,
59039,30087000100,,
59012,30087000200,,
58763,38061940300,,
58763,38053962300,,
58763,38061955200,,
58763,38061940400,,
58763,38053940100,,
58789,38009952500,,
58789,38049955600,,
58790,38101011200,,
58790,38049955900,,
58803,38105953700,,
59106,30111000704,,
59106,30111001402,,
59106,30111001401,,
59106,30111001801,,
59106,30111001804,,
59106,30111001704,,
59106,30111001802,,
58495,38029966500,,
58495,38047972500,,
58495,38051972900,,
58523,38057961700,,
58523,38065961200,,
58523,38057961800,,
58529,38085940800,,
58529,38037965900,,
58528,38085940900,,
58528,38085940800,,
58545,38057961700,,
58545,38057961600,,
58545,38065961200,,
58545,38057961800,,
58562,38037965900,,
58562,38001965600,,
58562,38041964700,,
58573,38029966500,,
58542,38029966500,,
58566,38059020400,,
58560,38029966500,,
58560,38015011400,,
58564,38037965900,,
59218,30083070100,,
59218,30085080100,,
59317,30075000100,,
59255,30085940002,,
59255,30083070100,,
59276,30019020300,,
59318,30033000100,,
59336,30025000100,,
59336,30017961300,,
59336,30079000100,,
59108,30111001704,,
59243,30083070200,,
59243,30083070100,,
59322,30033000100,,
59211,30091090400,,
59211,30091090200,,
59247,30091090400,,
59427,30101000100,,
59427,30035976000,,
59427,30035940400,,
59450,30015010300,,
59453,30027030100,,
59453,30107000100,,
59803,30063000500,,
59803,30063001400,,
59803,30063001302,,
59803,30063001200,,
59803,30063001303,,
59803,30063001304,,
59803,30063000400,,
59824,30047940500,,
59824,30047940600,,
59825,30039961700,,
59825,30063001400,,
59828,30081000300,,
59828,30081000202,,
59828,30081000402,,
59853,30089000200,,
59758,30031001500,,
59860,30047940303,,
59860,30047940400,,
59860,30047940301,,
59874,30089000200,,
59602,30049000800,,
59602,30049000700,,
59602,30049001201,,
59602,30049000501,,
59602,30049000300,,
59602,30049000400,,
59602,30049000200,,
59602,30049001202,,
59602,30049000502,,
59602,30049000600,,
59601,30049001201,,
59601,30049000502,,
59601,30049001100,,
59601,30049000900,,
59601,30049000600,,
59601,30043962201,,
59601,30049000800,,
59601,30049001000,,
59601,30049000700,,
59601,30049000400,,
59464,30045000100,,
59464,30027030100,,
59485,30013010700,,
59643,30007000200,,
59903,30029000700,,
59903,30029001000,,
59925,30029001700,,
59910,30047940303,,
59934,30053000400,,
70079,22089062400,,
70079,22089062500,,
70004,22051022800,,
70119,22071003701,,
70119,22071003100,,
70119,22071980000,,
70119,22071003702,,
70119,22071002300,,
70119,22071014500,,
70119,22071005000,,
70119,22071003000,,
70119,22071002900,,
70119,22071002800,,
70119,22071006400,,
70119,22071006300,,
70119,22071004600,,
70119,22071003500,,
70119,22071004401,,
70119,22071006500,,
70119,22071004000,,
70119,22071004100,,
70119,22071005500,,
70119,22071006000,,
70119,22071005400,,
70119,22071004402,,
70119,22071007101,,
70119,22071004500,,
70119,22071004900,,
70119,22071003600,,
70122,22071003304,,
70122,22071003307,,
70122,22071002401,,
70122,22071002502,,
70122,22071002504,,
70122,22071013302,,
70122,22071002300,,
70122,22071002501,,
70122,22071003308,,
70122,22071002503,,
70122,22071003302,,
70122,22071003303,,
70122,22071003301,,
70122,22071013700,,
70122,22071002402,,
70122,22071013800,,
70126,22071001720,,
70126,22071001751,,
70126,22071001701,,
70126,22071001725,,
70126,22071001724,,
70126,22071013302,,
70126,22071001735,,
70126,22071001743,,
70126,22071001702,,
70126,22071001722,,
70126,22071013700,,
70006,22051020303,,
70006,22051021801,,
70006,22051020302,,
70006,22051020301,,
70006,22051021700,,
70006,22051021804,,
70047,22089062302,,
70047,22089062400,,
70047,22089062200,,
70047,22089062301,,
70049,22095071100,,
70052,22093040100,,
70052,22093040200,,
70036,22051027902,,
70036,22051027901,,
70069,22095070300,,
70131,22071006400,,
70131,22071000618,,
70131,22071000617,,
70131,22071000612,,
70131,22071000615,,
70131,22071000606,,
70131,22071000607,,
70131,22071000616,,
70131,22071000611,,
70185,22071007200,,
70172,22071013400,,
70186,22071001720,,
70170,22071013400,,
70151,22071013400,,
70176,22071013400,,
70190,22071013400,,
70345,22057021200,,
70345,22057021400,,
70345,22057021100,,
70441,22091951100,,
70441,22091951200,,
70443,22091951200,,
70443,22105953700,,
70443,22105954002,,
70443,22105953600,,
70443,22063040100,,
70443,22105953800,,
70355,22057021000,,
70359,22057021901,,
70359,22109000102,,
70359,22109000202,,
70359,22109000201,,
70352,22109001600,,
70469,22103041102,,
70450,22117950400,,
70505,22055002200,,
70422,22105953500,,
70422,22105953400,,
70422,22105953700,,
70422,22063040202,,
70422,22091951200,,
70422,22105953600,,
70394,22057021000,,
70394,22057021902,,
70394,22057021601,,
70394,22057021800,,
70394,22057020900,,
70514,22101041200,,
70514,22101041000,,
70611,22019002204,,
70611,22019002201,,
70611,22053000200,,
70611,22019002203,,
70548,22113950100,,
70548,22113950200,,
70548,22113950400,,
70548,22113950500,,
70548,22113951100,,
70535,22039950300,,
70535,22097961000,,
70535,22001960300,,
70535,22001960200,,
70535,22039950800,,
70535,22097960800,,
70535,22097960900,,
70535,22097961100,,
70528,22113951002,,
70528,22045030302,,
70714,22033003201,,
70714,22033004201,,
70714,22033004602,,
70714,22033004301,,
70714,22033004205,,
70714,22033004203,,
70714,22033003202,,
70714,22033004204,,
70714,22033004604,,
70654,22003950100,,
70655,22003950100,,
70655,22003950400,,
70655,22003950500,,
70660,22011960600,,
70660,22011960700,,
70730,22037951400,,
70730,22037951502,,
70730,22037951300,,
70554,22039950300,,
70554,22039950200,,
70554,22039950800,,
70554,22039950400,,
70562,22045031000,,
70552,22045030200,,
70578,22001960400,,
70578,22001960600,,
70578,22055001901,,
70578,22001961200,,
70578,22001960700,,
70578,22113950100,,
70578,22001960800,,
70578,22001960500,,
70582,22045030200,,
70582,22099020800,,
70582,22099020501,,
70582,22099020302,,
70582,22099020900,,
70582,22099020400,,
70582,22099020100,,
70582,22099020600,,
70776,22047953200,,
70783,22077951900,,
70783,22077952200,,
70785,22063040401,,
70785,22063040804,,
70785,22063040202,,
70785,22063040301,,
70785,22063040201,,
70785,22063040402,,
70785,22063040304,,
70785,22063040500,,
70818,22033004402,,
70818,22033004301,,
70818,22033004302,,
70818,22033004401,,
70836,22033003805,,
70884,22033004006,,
71001,22061960200,,
71001,22027950500,,
71001,22013970100,,
71001,22027950100,,
71001,22013970200,,
70892,22033000300,,
71072,22119031100,,
71065,22085000100,,
71065,22069000300,,
71065,22085000400,,
71032,22031950200,,
71032,22031950700,,
71032,22031950300,,
71032,22031950100,,
71032,22031950400,,
71045,22013970500,,
71045,22013970400,,
71051,22015011002,,
71051,22015011001,,
71052,22031950600,,
71052,22031950300,,
71052,22031950100,,
71052,22081960100,,
71052,22031950700,,
71052,22031950500,,
71052,22031950400,,
71039,22013970400,,
71039,22013970300,,
71039,22119032100,,
71043,22017025100,,
71115,22017023903,,
71115,22015011002,,
71115,22017024000,,
71115,22081960100,,
71115,22017023905,,
71115,22017023901,,
71165,22017025300,,
71166,22017025300,,
71322,22009030500,,
71322,22079013300,,
71322,22097960200,,
71322,22009030600,,
71322,22009030700,,
71226,22049970300,,
71226,22049970100,,
71366,22107000100,,
71366,22107000200,,
71366,22107000300,,
71427,22069000900,,
71427,22079010600,,
71375,22107000300,,
71375,22107000200,,
71327,22009030800,,
71327,22009030700,,
71336,22041950200,,
71336,22041950400,,
71336,22041950600,,
71441,22021000200,,
71441,22059970100,,
71441,22021000300,,
71235,22061960100,,
71235,22027950100,,
71235,22111960300,,
71235,22061960200,,
71235,22061960700,,
71268,22049970200,,
71268,22049970100,,
71268,22049970300,,
71268,22013970500,,
71268,22049970500,,
71237,22083970300,,
71237,22083970200,,
71237,22123000300,,
71237,22035000200,,
71237,22065960200,,
71461,22115950500,,
71801,05057480200,,
71801,05057480100,,
71801,05057480300,,
71801,05057480400,,
71801,05057480500,,
71837,05091020900,,
71837,05091021000,,
71826,05073470200,,
71642,05003960200,,
71642,05043490500,,
71644,05069002500,,
71644,05079960300,,
71644,05079960600,,
71914,05051010900,,
71909,05051012001,,
71909,05125010506,,
71909,05051012002,,
71909,05051010400,,
71901,05051010600,,
71901,05051011601,,
71901,05051010900,,
71901,05059020100,,
71901,05059020600,,
71901,05051011400,,
71901,05051010700,,
71901,05051011300,,
71901,05051010800,,
71901,05051011700,,
71901,05051011602,,
71901,05051010500,,
71901,05051010400,,
71901,05051011500,,
71957,05097953200,,
71957,05097953000,,
71957,05097953100,,
71958,05109953300,,
71958,05109953400,,
71958,05109953500,,
71959,05061950100,,
71959,05109953400,,
71670,05041950200,,
71670,05043490100,,
71670,05041950100,,
71670,05041950500,,
71722,05099090100,,
71752,05027950200,,
71752,05099090300,,
72017,05117460300,,
72017,05117460100,,
72020,05063490800,,
72020,05067480500,,
72020,05145070100,,
72111,05045030200,,
72111,05145070300,,
72111,05145071000,,
72024,05085020800,,
72024,05117460200,,
72024,05085020302,,
72024,05117460100,,
72024,05085020400,,
72024,05085020500,,
72024,05085020104,,
72173,05045030303,,
72173,05045030301,,
72173,05045030200,,
72173,05045030302,,
72173,05045030402,,
72173,05119003403,,
72173,05085020101,,
72173,05145071000,,
72145,05145070402,,
72130,05023480202,,
72130,05023480201,,
72203,05119004400,,
72087,05125010508,,
72087,05125010506,,
72087,05051010500,,
72087,05051010400,,
72219,05119004106,,
72215,05119002103,,
72432,05111490600,,
72432,05111490500,,
72432,05111490200,,
72443,05055480100,,
72443,05055480200,,
72326,05037950300,,
72326,05037950400,,
72326,05123960300,,
72326,05123960200,,
72333,05107480600,,
72260,05119004220,,
72543,05023480400,,
72543,05023480100,,
72543,05023480501,,
72543,05023480502,,
72543,05023480300,,
72501,05065960400,,
72501,05063490700,,
