UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
7613,"20,871",2017,Seattle,WA,98103,NonResidential,Office,1900,20500,64.90000152587889,64.90000152587889,199.600006103516,199.699996948242,1330987.75,1331217.5,0.0,1289487.56375,41499.9969482422
7614,"20,875",2017,Seattle,WA,98121,Residential,Multifamily,2004,248225,94.3000030517578,93.8000030517578,192.399993896484,190.800003051758,19433966.0,19334398.0,0.0,9199953.024,10234011.71875
7615,"20,880",2017,Seattle,WA,98117,Residential,Multifamily,1978,35512,27.899999618530302,27.600000381469698,87.5,86.6999969482422,989925.1875,980968.6875,0.0,989925.266,0.0
7616,"20,885",2017,Seattle,WA,98117,NonResidential,Senior Care,1966,34636,295.79998779296903,294.100006103516,522.9000244140631,519.0,10647139.0,10586519.0,0.0,3658543.443,6988595.3125
7617,"20,888",2017,Seattle,WA,98115,NonResidential,Worship Fac,1930,25521,26.899999618530302,25.7999992370605,58.7000007629395,57.4000015258789,686601.6875,657543.375,0.0,372019.5830625,314582.006835938
7618,"20,890",2017,Seattle,WA,98115,NonResidential,K-12 School,1986,23190,90.0999984741211,86.5,135.699996948242,131.899993896484,2090180.75,2005602.25,0.0,455412.5949375,1634767.96875
7619,"20,896",2017,Seattle,WA,98116,Residential,Multifamily,2008,40326,34.9000015258789,34.4000015258789,86.4000015258789,84.9000015258789,1406302.75,1386371.0,0.0,960139.892125,446162.98828125
7620,"20,898",2017,Seattle,WA,98107,Residential,Multifamily,2012,31248,26.5,26.399999618530302,70.5,70.4000015258789,897420.6875,895378.5,0.0,691779.588,205640.991210938
7621,"20,899",2017,Seattle,WA,98105,Residential,Multifamily,1966,126153,49.4000015258789,48.2999992370605,114.800003051758,112.699996948242,4437531.5,4339397.0,0.0,2706156.78775,1731374.0234375
7622,"20,916",2017,Seattle,WA,98103,NonResidential,Office,1960,20678,44.5999984741211,43.5999984741211,66.59999847412111,65.3000030517578,1029301.875,1007321.625,0.0,218596.95053125,810704.98046875
7623,"20,917",2017,Seattle,WA,98103,NonResidential,K-12 School,1922,28820,84.8000030517578,83.9000015258789,130.800003051758,129.699996948242,2864793.5,2834112.5,0.0,674472.537875,2190320.8984375
7624,"20,921",2017,Seattle,WA,98103,Residential,Multifamily,2002,41316,37.4000015258789,37.4000015258789,78.4000015258789,78.4000015258789,1544020.0,1544410.625,0.0,773795.857875,770223.92578125
7625,"20,927",2017,Seattle,WA,98116,Residential,Multifamily,1985,21600,26.100000381469698,25.7999992370605,81.8000030517578,81.0999984741211,562999.5,557548.1875,0.0,562999.4590625,0.0
7626,"20,928",2017,Seattle,WA,98178,NonResidential,Worship Fac,1954,27876,45.5999984741211,43.5999984741211,75.9000015258789,73.9000015258789,2041848.25,1952835.875,0.0,602090.369875,1439758.0078125
7627,"20,930",2017,Seattle,WA,98109,Specialty,K-12 School,1925,48789,36.5999984741211,35.7000007629395,78.3000030517578,77.3000030517578,1784750.75,1741323.5,0.0,930335.75225,854414.94140625
7628,"20,945",2017,Seattle,WA,98101,Residential,Multifamily,1902,35844,66.40000152587889,65.3000030517578,208.300003051758,205.100006103516,2326998.5,2290824.5,0.0,2326998.0745,0.0
7629,"20,967",2017,Seattle,WA,98118,Specialty,K-12 School,1925,33105,51.5,50.7999992370605,77.5,76.6999969482422,1704715.125,1681194.0,0.0,370522.0349375,1334193.06640625
7630,"20,970",2017,Seattle,WA,98118,NonResidential,Senior Care,1966,48882,167.300003051758,166.199996948242,310.79998779296903,307.399993896484,7013027.5,6968691.5,0.0,2711015.2625,4302011.71875
7631,"20,976",2017,Seattle,WA,98108,NonResidential,Non-Refrige,1977,22320,23.7000007629395,23.100000381469698,74.5,72.5,529440.0,515461.6875,0.0,529440.04,0.0
7632,"20,978",2017,Seattle,WA,98108,NonResidential,Manufacturi,1976,47105,73.6999969482422,73.6999969482422,179.899993896484,179.899993896484,3341746.75,3341746.75,0.0,2221851.11025,1119895.3125
7633,"20,979",2017,Seattle,WA,98108,NonResidential,Office,1982,40029,39.7000007629395,38.2999992370605,124.699996948242,120.300003051758,1588043.25,1532300.375,0.0,1588043.10825,0.0
7634,"20,984",2017,Seattle,WA,98108,NonResidential,Office,1970,28304,49.7000007629395,48.2000007629395,156.100006103516,151.399993896484,1351192.25,1311044.625,0.0,1351192.30425,0.0
7635,"20,985",2017,Seattle,WA,98108,NonResidential,Other - Rec,1970,26400,19.3999996185303,19.3999996185303,60.7999992370605,60.7999992370605,537507.3125,537590.375,0.0,537507.394125,0.0
7636,"20,986",2017,Seattle,WA,98108,NonResidential,Non-Refrige,1968,27680,67.6999969482422,67.6999969482422,113.800003051758,113.800003051758,1872808.375,1873990.125,0.0,565745.426,1307062.98828125
7637,"20,987",2017,Seattle,WA,98108,NonResidential,Office,1969,25872,70.4000015258789,70.09999847412111,165.100006103516,164.800003051758,1821451.25,1813935.75,0.0,1128380.17425,693070.947265625
7638,"20,988",2017,Seattle,WA,98108,NonResidential,Office,1969,25872,92.4000015258789,91.9000015258789,176.100006103516,175.5,2309476.75,2295554.75,0.0,945283.72425,1364192.96875
7639,"20,989",2017,Seattle,WA,98108,NonResidential,Non-Refrige,1969,20500,5.699999809265139,5.699999809265139,17.8999996185303,17.8999996185303,122118.0,122118.0,0.0,122117.865734375,0.0
7640,"21,005",2017,Seattle,WA,98103,NonResidential,Office,1958,21436,26.7999992370605,26.2000007629395,84.0,82.1999969482422,573468.1875,560969.5,0.0,573468.168125,0.0
7641,"21,023",2017,Seattle,WA,98102,NonResidential,Office,1998,20233,33.2999992370605,32.5,70.5999984741211,69.8000030517578,673205.3125,657178.3125,0.0,345209.44653125,327995.849609375
7642,"21,049",2017,Seattle,WA,98103,Residential,Multifamily,1988,22448,22.600000381469698,22.2999992370605,70.9000015258789,69.90000152587889,506814.09375,499821.1875,0.0,506814.0550625,0.0
7643,"21,057",2017,Seattle,WA,98103,NonResidential,Office,2006,39926,38.4000015258789,37.7000007629395,108.099998474121,105.900001525879,1058278.875,1037967.3125,0.0,892433.870125,165844.995117188
7644,"21,070",2017,Seattle,WA,98103,Residential,Multifamily,1994,62681,25.899999618530302,25.7000007629395,77.9000015258789,77.8000030517578,1189981.25,1183317.125,0.0,1114946.064,75035.0036621094
7645,"21,087",2017,Seattle,WA,98103,Residential,Multifamily,1990,130983,43.2999992370605,42.9000015258789,113.099998474121,112.0,3737238.75,3705806.75,0.0,2797692.21775,939545.99609375
7646,"21,088",2017,Seattle,WA,98103,NonResidential,Office,1985,31417,47.0,45.7000007629395,104.199996948242,102.199996948242,1236710.75,1201528.5,0.0,690119.65,546591.015625
7647,"21,091",2017,Seattle,WA,98101,Residential,Multifamily,1909,55882,130.5,130.300003051758,214.0,213.199996948242,6628824.5,6617716.5,0.0,1870506.5945,4758317.96875
7648,"21,094",2017,Seattle,WA,98101,Residential,Multifamily,1901,40109,46.5999984741211,46.5999984741211,80.5,80.5,1826139.5,1827102.75,0.0,591836.670125,1234303.02734375
7649,"21,095",2017,Seattle,WA,98101,NonResidential,Self-Storag,1928,46580,18.0,17.2999992370605,56.5999984741211,54.2000007629395,838962.0,804468.8125,0.0,838962.0190625,0.0
7650,"21,096",2017,Seattle,WA,98101,Residential,Multifamily,1907,148219,59.7000007629395,59.0,131.0,129.199996948242,8851936.0,8742024.0,2963314.0,4623501.8255,1265120.01953125
7651,"21,097",2017,Seattle,WA,98101,NonResidential,Retail Stor,1916,25920,17.6000003814697,17.2999992370605,55.4000015258789,54.2999992370605,457325.6875,447925.8125,0.0,457325.714,0.0
7652,"21,098",2017,Seattle,WA,98121,Residential,Multifamily,1999,139650,45.7999992370605,45.5,98.9000015258789,98.5999984741211,4554299.0,4523883.5,0.0,2418771.918,2135526.7578125
7653,"21,102",2017,Seattle,WA,98121,NonResidential,Retail Stor,1919,25920,23.5,23.100000381469698,65.0,64.59999847412111,913023.375,897338.125,0.0,751039.204,161983.996582031
7654,"21,103",2017,Seattle,WA,98121,NonResidential,Hotel,1910,61721,53.7000007629395,53.0999984741211,154.300003051758,152.399993896484,2978609.5,2944804.0,0.0,2597652.20225,380957.05566406297
7655,"21,104",2017,Seattle,WA,98121,Residential,Multifamily,1918,32760,37.4000015258789,36.7999992370605,80.1999969482422,78.4000015258789,1224918.5,1206746.5,0.0,640986.530125,583931.93359375
7656,"21,106",2017,Seattle,WA,98121,Residential,Multifamily,2007,96980,98.8000030517578,98.9000015258789,186.899993896484,187.0,6576105.0,6578838.0,0.0,2645845.2095,3930259.375
7657,"21,108",2017,Seattle,WA,98121,NonResidential,Office,1919,25920,81.5999984741211,78.0999984741211,175.199996948242,168.300003051758,1957307.125,1873155.625,0.0,1028439.922,928866.9921875
7658,"21,110",2017,Seattle,WA,98121,Residential,Multifamily,1915,32460,66.1999969482422,66.0,99.6999969482422,98.8000030517578,2148920.0,2141065.5,0.0,468674.7190625,1680245.1171875
7659,"21,112",2017,Seattle,WA,98101,Residential,Multifamily,1922,90920,47.7000007629395,45.7999992370605,68.40000152587889,66.40000152587889,4771333.5,4580801.0,0.0,875473.457875,3895859.765625
7660,"21,114",2017,Seattle,WA,98101,Residential,Senior Care,1954,756740,42.4000015258789,42.0,95.5,95.0,37525552.0,37160776.0,14599608.0,20548080.776,2377859.375
7661,"21,115",2017,Seattle,WA,98101,NonResidential,Office,1925,39760,63.2000007629395,62.9000015258789,97.5999984741211,97.1999969482422,2514397.25,2499529.5,1823719.75,460428.608125,230248.999023438
7662,"21,116",2017,Seattle,WA,98110,NonResidential,Other,1920,30971,40.7999992370605,39.7999992370605,128.199996948242,125.0,1469437.5,1432600.0,0.0,1469437.190125,0.0
7663,"21,117",2017,Seattle,WA,98101,NonResidential,Office,1946,22667,191.800003051758,189.699996948242,387.299987792969,384.799987792969,4346993.5,4298840.5,2397280.75,1840660.76425,109052.001953125
7664,"21,118",2017,Seattle,WA,98101,Residential,Multifamily,1925,52620,103.599998474121,101.900001525879,157.399993896484,155.600006103516,4764572.0,4685780.0,0.0,1068537.10625,3696034.765625
7665,"21,119",2017,Seattle,WA,98103,NonResidential,Non-Refrige,1927,33840,59.5999984741211,59.0,121.099998474121,120.400001525879,2017915.75,1996756.125,0.0,947004.65175,1070911.03515625
7666,"21,122",2017,Seattle,WA,98103,NonResidential,Multifamily,2001,41827,96.3000030517578,96.0,219.699996948242,219.399993896484,4028733.0,4017084.75,0.0,2373120.6375,1655611.9140625
7667,"21,124",2017,Seattle,WA,98103,Residential,Multifamily,1907,36660,26.0,25.7000007629395,56.0,55.2999992370605,951370.0,943316.1875,0.0,503693.088,447677.001953125
7668,"21,125",2017,Seattle,WA,98103,NonResidential,Office,2001,33740,52.0,52.0,163.399993896484,163.399993896484,1283922.75,1283922.75,0.0,1283922.59175,0.0
7669,"21,129",2017,Seattle,WA,98103,NonResidential,Retail Stor,1911,20516,55.7000007629395,54.7000007629395,83.5,82.5,1010588.5,993648.375,0.0,217642.60346875,792945.99609375
7670,"21,133",2017,Seattle,WA,98103,NonResidential,Retail Stor,1906,27480,39.0,39.0,122.5,122.5,1205429.75,1205429.75,0.0,1205429.53175,0.0
7671,"21,134",2017,Seattle,WA,98103,Residential,Multifamily,2002,225145,27.7000007629395,27.7999992370605,87.0999984741211,87.1999969482422,3318444.5,3319104.25,0.0,3318444.02625,0.0
7672,"21,138",2017,Seattle,WA,98103,NonResidential,Office,1947,46958,41.2999992370605,41.2999992370605,120.400001525879,120.400001525879,1937677.75,1937677.75,0.0,1731657.60025,206019.995117188
7673,"21,140",2017,Seattle,WA,98103,NonResidential,Distributio,1984,26532,81.1999969482422,77.5,138.0,134.199996948242,2154061.75,2057515.375,0.0,669628.1909375,1484433.59375
7674,"21,141",2017,Seattle,WA,98103,NonResidential,Office,1981,22388,29.600000381469698,29.100000381469698,78.5999984741211,78.0999984741211,663333.5,652252.5,0.0,508636.3829375,154696.997070313
7675,"21,142",2017,Seattle,WA,98103,NonResidential,Other,1969,30730,98.1999969482422,95.6999969482422,224.100006103516,221.300003051758,3016455.75,2939331.25,0.0,1780002.548125,1236453.02734375
7676,"21,145",2017,Seattle,WA,98107,NonResidential,Office,1986,35600,54.0999984741211,53.9000015258789,166.0,165.800003051758,1991971.75,1984489.25,0.0,1925240.40575,66730.9997558594
7677,"21,149",2017,Seattle,WA,98119,Residential,Multifamily,2004,22625,44.7000007629395,44.5999984741211,96.0,95.6999969482422,1010458.1875,1008964.125,0.0,531216.9989375,479241.015625
7678,"21,150",2017,Seattle,WA,98119,NonResidential,Worship Fac,1949,62000,30.600000381469698,29.2000007629395,40.7000007629395,39.2000007629395,1904471.25,1816853.75,0.0,254979.4530625,1649491.9921875
7679,"21,172",2017,Seattle,WA,98109,NonResidential,Office,1981,23600,37.4000015258789,35.7999992370605,117.300003051758,112.400001525879,881838.875,844492.5,0.0,881838.9170625,0.0
7680,"21,175",2017,Seattle,WA,98119,Residential,Multifamily,1991,42705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106388.448125,0.0
7681,"21,177",2017,Seattle,WA,98109,NonResidential,Office,1986,40067,80.4000015258789,80.4000015258789,252.5,252.5,3221523.5,3221523.5,0.0,3221522.9675,0.0
7682,"21,178",2017,Seattle,WA,98109,NonResidential,Office,1989,26419,43.0,41.7000007629395,134.899993896484,131.0,1134801.75,1101916.625,0.0,1134801.55825,0.0
7683,"21,179",2017,Seattle,WA,98109,NonResidential,Office,1979,25262,75.0999984741211,72.3000030517578,225.899993896484,217.199996948242,1898234.75,1827680.5,0.0,1777093.49825,121140.99121093801
7684,"21,180",2017,Seattle,WA,98103,NonResidential,Other,1996,53108,65.6999969482422,65.6999969482422,203.199996948242,203.199996948242,2544049.5,2544049.5,0.0,2485927.3285,58122.003173828096
7685,"21,181",2017,Seattle,WA,98109,NonResidential,Office,1980,34106,67.8000030517578,65.6999969482422,213.0,206.199996948242,2221235.0,2150308.5,0.0,2221234.81775,0.0
7686,"21,182",2017,Seattle,WA,98109,NonResidential,Office,1980,34545,37.0999984741211,37.0999984741211,116.400001525879,116.400001525879,1281110.125,1281110.125,0.0,1281109.82425,0.0
7687,"21,183",2017,Seattle,WA,98109,NonResidential,Office,1980,70296,42.9000015258789,41.4000015258789,134.699996948242,130.0,3016423.25,2911152.5,0.0,3016422.9560000002,0.0
7688,"21,192",2017,Seattle,WA,98106,NonResidential,Distributio,1971,28368,32.4000015258789,32.4000015258789,101.599998474121,101.599998474121,1448609.875,1448609.875,0.0,1445085.42625,3524.4518280029297
7689,"21,196",2017,Seattle,WA,98109,Residential,Multifamily,1988,185403,31.7000007629395,31.2000007629395,99.4000015258789,98.0,4122900.25,4065600.25,0.0,4122899.583,0.0
7690,"21,198",2017,Seattle,WA,98109,Residential,Multifamily,1995,131732,29.2000007629395,29.0,90.9000015258789,90.0999984741211,3846655.5,3815549.0,0.0,3796273.941,50380.999755859404
7691,"21,202",2017,Seattle,WA,98133,Residential,Multifamily,1970,57247,53.0,51.2999992370605,133.600006103516,128.600006103516,3032575.75,2936898.75,0.0,2136881.4345,895693.9453125
7692,"21,203",2017,Seattle,WA,98133,Residential,Multifamily,2007,95353,31.2000007629395,31.0,97.9000015258789,97.1999969482422,1915490.5,1902405.25,0.0,1915490.4025,0.0
7693,"21,207",2017,Seattle,WA,98133,Residential,Multifamily,1976,30940,23.600000381469698,23.2999992370605,74.0999984741211,73.0999984741211,730537.875,720422.375,0.0,730537.882125,0.0
7694,"21,208",2017,Seattle,WA,98133,NonResidential,Other,1964,92080,57.5999984741211,55.5,129.100006103516,126.900001525879,5308259.5,5115519.0,0.0,3023654.05025,2284605.078125
7695,"21,210",2017,Seattle,WA,98133,Residential,Multifamily,2007,186870,52.7999992370605,51.4000015258789,104.800003051758,102.199996948242,8561284.0,8337068.0,0.0,3830420.8105,4730862.890625
7696,"21,212",2017,Seattle,WA,98133,NonResidential,Other - Rec,1961,20236,104.0,102.599998474121,233.899993896484,232.399993896484,2105419.5,2077219.25,0.0,1206989.562125,898429.98046875
7697,"21,213",2017,Seattle,WA,98133,NonResidential,Office,1951,39815,56.2999992370605,54.9000015258789,143.399993896484,141.899993896484,2241534.0,2184366.0,0.0,1605180.5180000002,636353.076171875
7698,"21,215",2017,Seattle,WA,98133,Residential,Multifamily,1978,89068,44.0999984741211,42.7000007629395,138.600006103516,134.199996948242,3271496.25,3167722.0,0.0,3271495.9725,0.0
7699,"21,216",2017,Seattle,WA,98133,Specialty,Residential,1970,25557,94.5999984741211,92.6999969482422,297.20001220703097,291.0,2418642.0,2368888.75,0.0,2418641.62225,0.0
7700,"21,218",2017,Seattle,WA,98133,Specialty,Repair Serv,1958,26994,118.300003051758,113.599998474121,189.5,184.199996948242,3194445.75,3067324.0,0.0,843124.9789375,2351320.703125
7701,"21,219",2017,Seattle,WA,98133,NonResidential,Non-Refrige,1972,48112,30.899999618530302,31.0,97.0,97.1999969482422,1486835.25,1489095.375,0.0,1486834.978125,0.0
7702,"21,221",2017,Seattle,WA,98133,NonResidential,Other - Pub,2009,20909,73.3000030517578,70.09999847412111,154.899993896484,151.600006103516,1395421.625,1335407.125,0.0,710686.4929375,684735.009765625
7703,"21,226",2017,Seattle,WA,98133,NonResidential,Office,2001,42793,79.5,76.8000030517578,249.600006103516,241.100006103516,2088591.875,2017683.0,0.0,2088591.61175,0.0
7704,"21,229",2017,Seattle,WA,98133,Residential,Multifamily,1964,240192,82.3000030517578,80.5,137.800003051758,135.300003051758,13563602.0,13274956.0,0.0,4055766.777,9507835.15625
7705,"21,231",2017,Seattle,WA,98133,Residential,Multifamily,1989,52122,25.7999992370605,25.100000381469698,80.9000015258789,79.0,1546321.125,1508614.375,0.0,1546320.74575,0.0
7706,"21,233",2017,Seattle,WA,98133,NonResidential,Other - Rec,2007,45000,151.5,148.600006103516,334.5,331.5,6816036.5,6687641.0,0.0,3778533.247,3037502.734375
7707,"21,234",2017,Seattle,WA,98133,Residential,Multifamily,1983,59301,34.0,33.2000007629395,106.800003051758,104.400001525879,2017532.375,1970851.625,0.0,2017532.02025,0.0
7708,"21,236",2017,Seattle,WA,98133,NonResidential,Retail Stor,1998,26115,64.1999969482422,62.7000007629395,157.5,156.100006103516,1676403.625,1636529.375,0.0,1126100.95825,550302.734375
7709,"21,238",2017,Seattle,WA,98133,Residential,Multifamily,2006,262316,39.0,38.2000007629395,96.6999969482422,94.5,8357199.5,8176566.0,0.0,5707190.131,2650008.984375
7710,"21,239",2017,Seattle,WA,98105,NonResidential,Worship Fac,1949,26033,41.7999992370605,39.7999992370605,69.0,66.1999969482422,1254404.75,1194481.125,0.0,362184.8129375,892219.921875
7711,"21,240",2017,Seattle,WA,98105,Residential,Multifamily,1999,51326,41.7000007629395,41.0999984741211,79.6999969482422,78.6999969482422,2139834.5,2110101.5,0.0,882856.386125,1256978.02734375
7712,"21,243",2017,Seattle,WA,98109,NonResidential,K-12 School,2007,48660,40.0999984741211,38.9000015258789,75.0,73.6999969482422,1984856.625,1925727.5,0.0,777801.545875,1207054.98046875
7713,"21,244",2017,Seattle,WA,98109,NonResidential,Senior Care,1970,46539,106.900001525879,106.0,220.800003051758,217.899993896484,4974056.5,4931513.5,0.0,2417179.15375,2556876.953125
7714,"21,261",2017,Seattle,WA,98121,Residential,Multifamily,1910,35520,35.9000015258789,35.5999984741211,59.9000015258789,59.0999984741211,1255556.5,1246662.5,0.0,373063.30853125,882492.96875
7715,"21,262",2017,Seattle,WA,98121,NonResidential,Residence H,1909,29796,88.0999984741211,87.5999984741211,157.600006103516,157.0,2625661.0,2609298.5,0.0,927418.812125,1698241.9921875
7716,"21,265",2017,Seattle,WA,98121,NonResidential,Retail Stor,1920,26400,45.9000015258789,45.0999984741211,115.599998474121,114.599998474121,992618.1875,976393.875,0.0,697069.2009375,295548.999023438
7717,"21,266",2017,Seattle,WA,98121,NonResidential,Office,1918,38148,33.2000007629395,32.4000015258789,104.300003051758,101.599998474121,1205930.125,1175388.0,0.0,1205929.81625,0.0
7718,"21,269",2017,Seattle,WA,98101,Residential,Multifamily,1909,40950,54.7000007629395,53.4000015258789,171.699996948242,167.699996948242,1316143.75,1285395.375,0.0,1316143.493875,0.0
7719,"21,270",2017,Seattle,WA,98109,NonResidential,Non-Refrige,1928,28800,18.0,17.3999996185303,42.7000007629395,42.0,518080.09375,500406.90625,0.0,327676.19146875,190403.99169921898
7720,"21,278",2017,Seattle,WA,98119,NonResidential,Worship Fac,1955,31945,51.7999992370605,51.7999992370605,162.699996948242,162.699996948242,1654810.625,1654810.625,0.0,1654810.40375,0.0
7721,"21,279",2017,Seattle,WA,98119,Residential,Multifamily,1992,33183,28.7000007629395,28.2999992370605,90.0999984741211,88.6999969482422,647538.375,637459.875,0.0,647538.209875,0.0
7722,"21,284",2017,Seattle,WA,98119,Residential,Multifamily,2001,80592,32.0999984741211,32.0999984741211,100.0,100.0,1604040.0,1604331.5,0.0,1586806.898,17233.0001831055
7723,"21,285",2017,Seattle,WA,98119,Residential,Multifamily,1994,228675,32.9000015258789,32.5,85.9000015258789,84.8000030517578,5359132.5,5293261.0,0.0,4005685.8675,1353445.99609375
7724,"21,287",2017,Seattle,WA,98119,Residential,Multifamily,2001,137324,32.2000007629395,32.2000007629395,76.5999984741211,76.5999984741211,2951940.5,2952409.0,0.0,1876887.24775,1075053.02734375
7725,"21,290",2017,Seattle,WA,98109,NonResidential,Office,1985,85963,70.9000015258789,70.9000015258789,222.800003051758,222.800003051758,3753770.5,3753770.5,0.0,3753770.2305,0.0
7726,"21,291",2017,Seattle,WA,98109,Residential,Multifamily,2004,101192,34.0999984741211,34.0999984741211,106.0,105.900001525879,1732338.375,1728337.0,0.0,1702658.265875,29679.9987792969
7727,"21,295",2017,Seattle,WA,98109,Residential,Multifamily,1912,22200,22.100000381469698,21.7999992370605,54.0,52.7999992370605,467068.3125,459411.6875,0.0,310702.18453125,156365.991210938
7728,"21,298",2017,Seattle,WA,98119,Residential,Multifamily,1999,65712,29.7999992370605,29.7000007629395,78.4000015258789,77.9000015258789,1328439.125,1322218.75,0.0,1003404.052125,325035.034179688
7729,"21,299",2017,Seattle,WA,98109,Residential,Multifamily,1908,25800,36.0,35.5999984741211,79.0999984741211,77.8000030517578,928458.6875,917762.6875,0.0,509445.72,419012.98828125
7730,"21,300",2017,Seattle,WA,98109,Residential,Multifamily,1908,20712,46.7999992370605,46.4000015258789,66.09999847412111,65.59999847412111,968617.6875,960278.6875,0.0,168118.796265625,800498.974609375
7731,"21,310",2017,Seattle,WA,98101,NonResidential,Retail Stor,1900,34680,38.0,37.0,90.6999969482422,89.0,1316328.625,1282389.25,0.0,843781.4690625,472546.97265625
7732,"21,313",2017,Seattle,WA,98101,NonResidential,Worship Fac,1968,75058,65.3000030517578,65.3000030517578,96.9000015258789,97.0,4901276.0,4904546.5,0.0,1018094.09825,3883182.03125
7733,"21,314",2017,Seattle,WA,98101,Residential,Multifamily,1923,67560,47.9000015258789,47.4000015258789,128.600006103516,126.900001525879,3237532.0,3201138.0,0.0,2531804.654,705727.001953125
7734,"21,317",2017,Seattle,WA,98101,NonResidential,Retail Stor,1915,36504,142.600006103516,142.0,415.600006103516,414.700012207031,2310005.0,2299938.0,0.0,2061191.54575,248813.0859375
7735,"21,318",2017,Seattle,WA,98101,NonResidential,Office,1907,35200,92.8000030517578,90.4000015258789,291.29998779296903,283.70001220703097,3264970.75,3180597.0,0.0,3264970.5225,0.0
7736,"21,319",2017,Seattle,WA,98101,NonResidential,Office,1907,35840,23.600000381469698,23.2000007629395,46.5999984741211,46.2000007629395,845826.8125,830190.625,0.0,374465.64053125,471360.986328125
7737,"21,321",2017,Seattle,WA,98101,NonResidential,Bank Branch,1941,25920,57.9000015258789,57.9000015258789,181.699996948242,181.699996948242,1344476.25,1344476.25,0.0,1344476.102125,0.0
7738,"21,322",2017,Seattle,WA,98101,NonResidential,Office,1928,30525,132.199996948242,131.800003051758,345.899993896484,345.399993896484,2871453.75,2862385.75,777692.0,2093761.4315,0.0
7739,"21,325",2017,Seattle,WA,98101,Residential,Multifamily,1910,42078,37.4000015258789,36.9000015258789,87.1999969482422,85.5999984741211,1572947.375,1552399.75,0.0,964670.28175,608277.001953125
7740,"21,326",2017,Seattle,WA,98101,Residential,Multifamily,1907,27250,41.0999984741211,40.5999984741211,90.0,89.0,1234079.375,1217162.0,0.0,672283.42,561796.044921875
7741,"21,328",2017,Seattle,WA,98101,NonResidential,Other/Speci,1964,49243,176.199996948242,176.199996948242,517.299987792969,517.299987792969,9213984.0,9214118.0,0.0,8310886.477999999,903096.484375
7742,"21,329",2017,Seattle,WA,98101,Residential,Multifamily,1925,47154,74.8000030517578,71.9000015258789,107.199996948242,104.099998474121,2817488.75,2708492.5,0.0,516548.8109375,2300939.84375
7743,"21,330",2017,Seattle,WA,98101,Residential,Multifamily,1962,39895,111.300003051758,109.800003051758,153.0,151.5,3557799.0,3511980.0,0.0,553861.43,3003937.3046875
7744,"21,331",2017,Seattle,WA,98101,Residential,Multifamily,1925,63681,39.0,38.5999984741211,82.6999969482422,81.3000030517578,2172824.5,2148108.5,0.0,1111528.626125,1061295.99609375
7745,"21,332",2017,Seattle,WA,98101,Residential,Multifamily,1925,57930,38.5,38.5,89.0,89.0,1959683.125,1959885.0,0.0,1185581.607875,774101.318359375
7746,"21,333",2017,Seattle,WA,98121,Residential,Multifamily,1991,62480,31.7000007629395,31.399999618530302,99.5,98.5999984741211,1980011.75,1961009.5,0.0,1980011.53575,0.0
7747,"21,335",2017,Seattle,WA,98101,Residential,Multifamily,1962,250883,46.5999984741211,46.0999984741211,71.8000030517578,71.1999969482422,14227979.0,14071268.0,0.0,3338667.1635,10889311.71875
7748,"21,336",2017,Seattle,WA,98104,NonResidential,Social/Meet,1912,20411,114.5,114.5,207.399993896484,207.399993896484,2336384.0,2337612.0,0.0,851391.9350625,1484991.9921875
7749,"21,338",2017,Seattle,WA,98104,Residential,Multifamily,1905,24840,30.7000007629395,30.5,68.5,67.59999847412111,763591.125,756533.8125,0.0,430464.0509375,333127.001953125
7750,"21,339",2017,Seattle,WA,98101,Residential,Multifamily,1997,132024,47.5999984741211,46.5999984741211,108.099998474121,105.900001525879,3245221.75,3177930.0,0.0,1894189.49975,1351032.03125
7751,"21,340",2017,Seattle,WA,98101,Residential,Multifamily,1928,82776,31.2999992370605,31.0,98.3000030517578,97.5,1862884.0,1848005.25,0.0,1862883.76,0.0
7752,"21,341",2017,Seattle,WA,98101,Residential,Multifamily,1993,111954,54.2000007629395,53.5,120.300003051758,118.599998474121,3796284.25,3747122.75,0.0,2126640.3165,1669643.9453125
7753,"21,344",2017,Seattle,WA,98101,Residential,Multifamily,2000,207022,128.0,127.5,227.399993896484,226.800003051758,20236166.0,20151778.0,0.0,7030084.3735,13206081.25
7754,"21,345",2017,Seattle,WA,98101,Residential,Multifamily,1916,77246,30.399999618530302,29.899999618530302,63.5,62.0,2349501.25,2313089.5,0.0,1164954.0420000001,1184546.97265625
7755,"21,349",2017,Seattle,WA,98104,Residential,Multifamily,1987,42331,32.5,32.0999984741211,102.199996948242,100.800003051758,1377840.5,1359369.875,0.0,1377840.344125,0.0
7756,"21,351",2017,Seattle,WA,98122,NonResidential,Medical Off,1962,30855,134.399993896484,132.699996948242,281.0,277.20001220703097,2899908.75,2862433.5,0.0,1443151.4619999998,1456756.93359375
7757,"23,306",2017,Seattle,WA,98146,Residential,Multifamily,1957,51098,32.7999992370605,32.5,102.900001525879,102.0,1675285.375,1660477.25,0.0,1675285.176,0.0
