UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
1891,23934,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1960,53550,74.5,88.6,137.7,153.8,3986851.0,4743273.0,0.0,1526411.0,2460503.0
1892,23935,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1924,38412,42.2,55.3,69.8,83.5,1689261.0,2210913.0,0.0,486549.0,1202732.0
1893,23936,2015,Seattle,WA,98134,NonResidential,Self-Storage Facility,1930,25881,20.8,20.8,65.2,65.2,537141.0,537141.0,0.0,537164.0,0.0
1894,23937,2015,Seattle,WA,98115,Residential,Multifamily Housing,1979,91560,27.4,30.7,86.1,96.4,2509232.0,2810977.0,0.0,2509336.0,0.0
1895,23939,2015,Seattle,WA,98144,Residential,Multifamily Housing,2001,23286,37.9,37.9,119.2,119.2,883629.0,883629.0,0.0,883665.0,0.0
1896,23940,2015,Seattle,WA,98103,Residential,Multifamily Housing,1989,37456,22.9,25.5,71.8,80.1,855964.0,955638.0,0.0,855999.0,0.0
1897,23944,2015,Seattle,WA,98122,Residential,Multifamily Housing,1963,50784,33.6,36.5,95.0,107.3,1705685.0,1853302.0,0.0,1450946.0,254799.0
1898,23948,2015,Seattle,WA,98101,Residential,Multifamily Housing,1960,38220,77.4,93.4,114.9,132.3,2957976.0,3569873.0,0.0,615630.0,2342371.0
1899,23949,2015,Seattle,WA,98122,Residential,Multifamily Housing,1981,35251,22.0,25.0,69.2,78.5,776991.0,880942.0,0.0,777023.0,0.0
1900,23952,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1966,36544,35.7,39.3,112.0,123.3,1303247.0,1434747.0,0.0,1303301.0,0.0
1901,23953,2015,Seattle,WA,98115,Residential,Multifamily Housing,1999,35456,26.2,29.7,64.5,71.0,928167.0,1052734.0,0.0,628576.0,299617.0
1902,23956,2015,Seattle,WA,98115,NonResidential,K-12 School,1931,23923,36.5,45.3,76.2,87.6,872555.0,1083713.0,0.0,433811.0,438762.0
1903,23958,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1949,20796,48.3,48.3,91.5,91.5,1004779.0,1004779.0,0.0,405450.0,599346.0
1904,23960,2015,Seattle,WA,98134,NonResidential,Distribution Center,1947,21349,32.7,37.0,75.8,80.3,698177.0,788925.0,0.0,423751.0,274444.0
1905,23963,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1936,38630,11.0,11.0,34.4,34.4,422133.0,422133.0,0.0,422151.0,0.0
1906,23969,2015,Seattle,WA,98134,NonResidential,Manufacturing/Industrial Plant,1960,24109,195.7,192.0,614.5,602.9,4718442.0,4629155.0,0.0,4718637.0,0.0
1907,23971,2015,Seattle,WA,98134,NonResidential,Refrigerated Warehouse,1955,25375,148.5,148.5,466.3,466.3,3814590.0,3814590.0,0.0,3814747.0,0.0
1908,23975,2015,Seattle,WA,98134,Specialty,Non-Refrigerated Warehouse,1985,22803,27.5,26.7,66.0,63.6,626612.0,609376.0,0.0,404932.0,221697.0
1909,23976,2015,Seattle,WA,98134,Specialty,Office,1985,23100,181.2,209.4,327.4,352.0,4185406.0,4836243.0,0.0,1515615.0,2669854.0
1910,23977,2015,Seattle,WA,98134,NonResidential,Refrigerated Warehouse,1951,41550,10.8,10.8,33.9,33.9,448676.0,448676.0,0.0,448694.0,0.0
1911,24009,2015,Seattle,WA,98108,NonResidential,Other,1994,54170,100.8,104.5,214.5,218.4,5457975.0,5658884.0,0.0,2817442.0,2640649.0
1912,24012,2015,Seattle,WA,98108,Specialty,K-12 School,2000,64493,34.6,37.8,93.2,96.6,2231695.0,2438280.0,0.0,1754868.0,476900.0
1913,24018,2015,Seattle,WA,98118,NonResidential,K-12 School,1912,42252,54.5,71.5,73.3,92.1,2300803.0,3019187.0,0.0,326016.0,1974800.0
1914,24026,2015,Seattle,WA,98118,NonResidential,Self-Storage Facility,1955,23100,51.6,51.6,122.2,122.2,1200178.0,1200178.0,0.0,756940.0,443270.0
1915,24029,2015,Seattle,WA,98118,NonResidential,Worship Facility,1981,22895,17.2,17.2,36.0,36.0,393493.0,393493.0,0.0,196900.0,196601.0
1916,24030,2015,Seattle,WA,98118,NonResidential,Retail Store,2002,54211,32.8,32.8,103.0,103.0,1147582.0,1147582.0,0.0,1147629.0,0.0
1917,24031,2015,Seattle,WA,98118,Residential,Multifamily Housing,1921,22170,36.2,38.4,106.7,113.6,804002.0,852770.0,0.0,729183.0,74850.0
1918,24033,2015,Seattle,WA,98118,Residential,Multifamily Housing,1962,21640,27.4,29.6,86.0,93.0,592534.0,641106.0,0.0,592559.0,0.0
1919,24034,2015,Seattle,WA,98118,Residential,Multifamily Housing,2010,88043,37.4,41.7,87.0,95.9,2477499.0,2766556.0,0.0,1514225.0,963336.0
1920,24035,2015,Seattle,WA,98178,Specialty,SPS-District K-12,1961,41428,29.5,32.9,62.7,67.6,1223425.0,1362715.0,0.0,628424.0,595027.0
1921,24036,2015,Seattle,WA,98144,Residential,Multifamily Housing,2005,289471,48.1,50.8,92.4,96.6,9274650.0,9806639.0,0.0,3874282.0,5400530.0
1922,24037,2015,Seattle,WA,98115,Residential,Multifamily Housing,1983,35577,39.0,42.8,122.6,134.4,1115107.0,1223076.0,0.0,1115153.0,0.0
1923,24045,2015,Seattle,WA,98103,Residential,Multifamily Housing,2009,41474,35.4,35.4,111.2,111.2,824516.0,824516.0,0.0,824550.0,0.0
1924,24053,2015,Seattle,WA,98115,Residential,Multifamily Housing,1970,22045,27.8,30.1,87.3,94.4,611536.0,661595.0,0.0,611561.0,0.0
1925,24062,2015,Seattle,WA,98115,Residential,Multifamily Housing,1990,37091,21.8,24.2,68.5,76.0,808829.0,898130.0,0.0,808863.0,0.0
1926,24069,2015,Seattle,WA,98115,Residential,Multifamily Housing,1990,30110,19.1,20.9,60.1,65.6,497528.0,543125.0,0.0,497549.0,0.0
1927,24070,2015,Seattle,WA,98115,NonResidential,Self-Storage Facility,2006,48179,14.4,15.1,39.7,40.4,695606.0,727936.0,0.0,566602.0,129028.0
1928,24072,2015,Seattle,WA,98115,Residential,Multifamily Housing,1970,25300,25.8,28.3,81.0,88.9,652449.0,715914.0,0.0,652476.0,0.0
1929,24077,2015,Seattle,WA,98115,Residential,Multifamily Housing,1993,26390,54.1,56.5,169.9,177.5,784652.0,819563.0,0.0,784684.0,0.0
1930,24083,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1937,52325,15.0,15.6,36.6,38.6,784762.0,818336.0,0.0,520964.0,263820.0
1931,24085,2015,Seattle,WA,98134,NonResidential,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1920,20600,13.7,17.5,24.9,29.4,281191.0,359971.0,0.0,103860.0,177335.0
1932,24086,2015,Seattle,WA,98134,Specialty,Other,1991,180796,129.6,146.7,287.4,305.3,29939196.0,33884892.0,0.0,16720050.0,13219839.0
1933,24089,2015,Seattle,WA,98134,NonResidential,Retail Store,1944,25880,12.1,12.1,37.9,37.9,312563.0,312563.0,0.0,312576.0,0.0
1934,24091,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1960,45842,11.3,10.9,32.3,31.0,816846.0,787426.0,0.0,702564.0,114312.0
1935,24099,2015,Seattle,WA,98134,NonResidential,Other,1972,31365,20.5,20.4,64.1,63.8,643531.0,640838.0,0.0,638090.0,5468.0
1936,24100,2015,Seattle,WA,98134,NonResidential,Other,1910,32100,17.5,17.5,37.2,37.2,560902.0,560902.0,0.0,289277.0,271637.0
1937,24102,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1966,20520,29.8,29.8,52.3,52.3,610711.0,610711.0,0.0,206942.0,403777.0
1938,24104,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1945,22972,20.7,23.5,64.9,73.9,474811.0,540292.0,0.0,474830.0,0.0
1939,24105,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1953,24990,18.3,18.3,50.5,50.5,591249.0,591249.0,0.0,485908.0,105361.0
1940,24106,2015,Seattle,WA,98134,NonResidential,Retail Store,1951,24000,39.8,48.7,86.5,99.3,1098965.0,1343275.0,0.0,590278.0,508711.0
1941,24108,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1963,100386,39.1,44.0,91.8,95.0,3921557.0,4421146.0,0.0,2440129.0,1481530.0
1942,24112,2015,Seattle,WA,98108,NonResidential,Distribution Center,1966,24354,44.7,46.6,102.7,106.4,1088016.0,1135402.0,0.0,649758.0,438284.0
1943,24115,2015,Seattle,WA,98108,NonResidential,Distribution Center,1959,33600,24.5,24.5,64.8,64.8,824483.0,824483.0,0.0,626777.0,197732.0
1944,24117,2015,Seattle,WA,98108,NonResidential,Manufacturing/Industrial Plant,1974,20819,80.0,98.6,157.1,176.6,1666221.0,2052896.0,0.0,727382.0,938869.0
1945,24118,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1967,23296,58.4,70.8,129.2,144.5,1360340.0,1649396.0,0.0,756228.0,604144.0
1946,24123,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1954,35222,53.0,58.8,122.3,128.4,1813864.0,2011311.0,0.0,1092222.0,721687.0
1947,24132,2015,Seattle,WA,98108,NonResidential,Refrigerated Warehouse,1957,25520,40.7,40.8,85.4,85.9,1025205.0,1029212.0,0.0,514876.0,510350.0
1948,24134,2015,Seattle,WA,98144,Residential,Multifamily Housing,1983,28176,21.2,24.8,66.6,77.9,597885.0,698969.0,0.0,597910.0,0.0
1949,24136,2015,Seattle,WA,98118,Residential,Multifamily Housing,2001,59846,33.5,35.6,87.6,92.3,2001869.0,2127903.0,0.0,1501762.0,500169.0
1950,24137,2015,Seattle,WA,98118,Residential,Senior Care Community,2001,66363,33.7,36.9,89.4,98.5,2234448.0,2449644.0,0.0,1717095.0,517424.0
1951,24138,2015,Seattle,WA,98118,Residential,Multifamily Housing,2001,121635,58.9,64.9,144.6,156.1,7166015.0,7890842.0,0.0,4814126.0,2352088.0
1952,24144,2015,Seattle,WA,98199,Residential,Multifamily Housing,1969,22207,28.0,31.9,65.9,76.2,622311.0,707419.0,0.0,387286.0,235041.0
1953,24150,2015,Seattle,WA,98118,Residential,Multifamily Housing,1953,20645,48.0,53.3,150.8,167.2,991283.0,1099525.0,0.0,991324.0,0.0
1954,24153,2015,Seattle,WA,98111,Residential,Multifamily Housing,1968,20278,23.3,25.8,73.3,80.9,473364.0,522229.0,0.0,473383.0,0.0
1955,24156,2015,Seattle,WA,98102,Residential,Multifamily Housing,1925,20832,78.9,96.1,118.0,136.1,1642854.0,2002279.0,0.0,350602.0,1292267.0
1956,24160,2015,Seattle,WA,98106,Residential,Multifamily Housing,1993,67313,36.4,40.9,114.3,128.5,2450488.0,2755115.0,0.0,2450589.0,0.0
1957,24161,2015,Seattle,WA,98106,Residential,Multifamily Housing,2005,25951,33.1,37.1,103.9,116.5,858897.0,962457.0,0.0,858933.0,0.0
1958,24162,2015,Seattle,WA,98106,Residential,Multifamily Housing,1987,85695,25.8,28.1,81.0,88.3,2211671.0,2408523.0,0.0,2211763.0,0.0
1959,24163,2015,Seattle,WA,98106,Residential,Multifamily Housing,1970,46986,35.1,38.8,110.3,121.7,1651105.0,1821380.0,0.0,1651174.0,0.0
1960,24164,2015,Seattle,WA,98106,Specialty,K-12 School,1970,41526,49.1,63.5,95.7,114.7,2037693.0,2636908.0,0.0,878029.0,1159700.0
1961,24166,2015,Seattle,WA,98133,Residential,Multifamily Housing,1987,41332,28.0,29.0,87.8,91.2,914023.0,949123.0,0.0,914061.0,0.0
1962,24170,2015,Seattle,WA,98115,NonResidential,Office,1974,24291,44.0,44.0,138.0,138.0,1067618.0,1067618.0,0.0,1067663.0,0.0
1963,24172,2015,Seattle,WA,98115,NonResidential,Retail Store,1958,20738,24.0,24.0,75.4,75.4,497991.0,497991.0,0.0,498012.0,0.0
1964,24173,2015,Seattle,WA,98115,Residential,Multifamily Housing,1990,27344,35.1,39.0,110.1,122.5,758266.0,843317.0,0.0,758297.0,0.0
1965,24178,2015,Seattle,WA,98125,NonResidential,Office,2000,30948,40.0,44.5,125.7,139.6,938908.0,1042722.0,0.0,938947.0,0.0
1966,24179,2015,Seattle,WA,98125,Residential,Multifamily Housing,1991,63670,30.5,33.1,95.6,104.0,1938887.0,2109822.0,0.0,1938967.0,0.0
1967,24180,2015,Seattle,WA,98144,NonResidential,Medical Office,1986,28385,107.1,107.1,336.4,336.4,2204020.0,2204020.0,0.0,2204111.0,0.0
1968,24181,2015,Seattle,WA,98125,Residential,Multifamily Housing,1989,64195,31.3,34.7,98.4,108.9,1534832.0,1697487.0,0.0,1534896.0,0.0
1969,24184,2015,Seattle,WA,98115,Residential,Multifamily Housing,1992,22935,20.9,22.4,65.6,70.4,479358.0,514475.0,0.0,479378.0,0.0
1970,24191,2015,Seattle,WA,98122,Residential,Multifamily Housing,2014,84389,32.1,33.3,73.2,77.0,2711035.0,2814155.0,0.0,1592478.0,1118623.0
1971,24201,2015,Seattle,WA,98122,Residential,Multifamily Housing,1923,30920,33.8,38.4,82.9,97.3,1044036.0,1186165.0,0.0,701990.0,342075.0
1972,24202,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1978,21755,45.0,50.1,121.0,137.0,901563.0,1004019.0,0.0,707569.0,194023.0
1973,24205,2015,Seattle,WA,98134,NonResidential,Other,1960,27933,10.5,10.5,33.0,33.0,293217.0,293217.0,0.0,293229.0,0.0
1974,24209,2015,Seattle,WA,98134,NonResidential,Office,1983,23143,46.5,46.5,99.1,99.1,1076389.0,1076389.0,0.0,556990.0,519422.0
1975,24216,2015,Seattle,WA,98134,NonResidential,Office,1962,28800,52.1,52.1,118.5,118.5,1883864.0,1883864.0,0.0,1102647.0,781263.0
1976,24218,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1952,39600,11.5,11.5,36.1,36.1,455153.0,455153.0,0.0,455172.0,0.0
1977,24219,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1952,39600,10.5,10.5,28.3,28.3,415975.0,415975.0,0.0,327520.0,88469.0
1978,24225,2015,Seattle,WA,98134,NonResidential,Distribution Center,1937,41248,26.5,29.0,73.5,77.6,1097192.0,1200287.0,0.0,906782.0,190447.0
1979,24227,2015,Seattle,WA,98134,NonResidential,Other,2009,36400,42.8,43.7,91.9,94.6,1558348.0,1589542.0,0.0,818382.0,740000.0
1980,24230,2015,Seattle,WA,98106,Residential,Multifamily Housing,1968,35448,27.8,30.8,87.2,96.6,859383.0,951315.0,0.0,859419.0,0.0
1981,24240,2015,Seattle,WA,98116,NonResidential,Other,1920,31332,116.3,114.0,365.1,358.0,3643112.0,3572227.0,0.0,3643263.0,0.0
1982,24243,2015,Seattle,WA,98136,Residential,Multifamily Housing,1969,23596,21.7,24.4,68.2,76.6,512166.0,575602.0,0.0,512187.0,0.0
1983,24244,2015,Seattle,WA,98116,NonResidential,Worship Facility,1948,35864,34.4,43.2,63.6,75.4,1234149.0,1549490.0,0.0,471940.0,762228.0
1984,24245,2015,Seattle,WA,98136,Residential,Multifamily Housing,1996,42048,29.6,32.5,93.0,102.1,912509.0,1001261.0,0.0,912546.0,0.0
1985,24249,2015,Seattle,WA,98134,Residential,Multifamily Housing,1969,32922,22.0,25.0,69.1,78.5,724259.0,823222.0,0.0,724289.0,0.0
1986,24250,2015,Seattle,WA,98108,NonResidential,Worship Facility,1954,20484,39.9,50.2,53.0,64.4,818317.0,1028341.0,0.0,108506.0,709816.0
1987,24252,2015,Seattle,WA,98105,NonResidential,Medical Office,1984,45264,78.0,81.3,244.8,255.4,1695067.0,1768692.0,0.0,1695138.0,0.0
1988,24253,2015,Seattle,WA,98105,NonResidential,Medical Office,1987,36932,100.6,100.6,315.9,315.9,2781314.0,2781314.0,0.0,2781429.0,0.0
1989,24255,2015,Seattle,WA,98125,Residential,Multifamily Housing,1980,20808,29.8,35.0,93.6,110.0,620103.0,728989.0,0.0,620129.0,0.0
1990,24259,2015,Seattle,WA,98122,NonResidential,Other/Specialty Hospital,1973,45082,104.3,112.8,239.8,261.5,4700552.0,5085157.0,0.0,2810483.0,1890186.0
1991,24270,2015,Seattle,WA,98103,NonResidential,Worship Facility,1951,41600,28.6,35.6,64.1,75.8,1189432.0,1481282.0,0.0,677434.0,512026.0
1992,24272,2015,Seattle,WA,98102,Residential,Multifamily Housing,1981,61745,23.1,24.9,72.4,78.3,1138386.0,1230679.0,0.0,1138433.0,0.0
1993,24274,2015,Seattle,WA,98102,NonResidential,Office,1960,34110,75.0,75.8,235.6,238.0,2559486.0,2585176.0,0.0,2559592.0,0.0
1994,24275,2015,Seattle,WA,98102,Residential,Multifamily Housing,1994,42712,20.8,21.7,65.2,68.1,886771.0,926733.0,0.0,886807.0,0.0
1995,24276,2015,Seattle,WA,98102,Residential,Multifamily Housing,1999,43969,28.4,29.2,89.1,91.8,768291.0,791370.0,0.0,768322.0,0.0
1996,24281,2015,Seattle,WA,98107,Residential,Multifamily Housing,2007,128571,39.4,42.0,91.5,94.3,2912140.0,3108150.0,0.0,1776265.0,1135949.0
1997,24282,2015,Seattle,WA,98116,Residential,Multifamily Housing,1925,21239,19.7,21.1,61.7,66.1,418098.0,447966.0,0.0,417060.0,1055.0
1998,24288,2015,Seattle,WA,98126,Residential,Multifamily Housing,1997,26843,26.2,30.0,55.7,61.5,572082.0,654454.0,0.0,294457.0,277637.0
1999,24289,2015,Seattle,WA,98116,Residential,Multifamily Housing,1969,26280,28.0,31.0,66.5,74.7,690304.0,765256.0,0.0,438532.0,251790.0
2000,24292,2015,Seattle,WA,98126,Residential,Multifamily Housing,1980,26970,25.1,27.8,78.9,87.4,687786.0,761979.0,0.0,687815.0,0.0
2001,24306,2015,Seattle,WA,98122,Residential,Multifamily Housing,2005,46225,40.4,44.1,87.9,95.3,1611583.0,1758719.0,0.0,866834.0,744785.0
2002,24312,2015,Seattle,WA,98122,Residential,Multifamily Housing,1928,34040,28.1,31.8,63.0,72.2,957665.0,1081044.0,0.0,544249.0,413438.0
2003,24332,2015,Seattle,WA,98116,NonResidential,Non-Refrigerated Warehouse,1970,23750,25.8,25.8,80.9,80.9,538740.0,538740.0,0.0,538763.0,0.0
2004,24333,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1970,43390,11.5,11.5,36.1,36.1,498745.0,498745.0,0.0,498766.0,0.0
2005,24344,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1959,35400,11.7,11.7,36.9,36.9,415586.0,415586.0,0.0,415603.0,0.0
2006,24348,2015,Seattle,WA,98104,NonResidential,Distribution Center,1966,28144,26.6,27.8,78.3,79.5,752441.0,785659.0,0.0,681275.0,71194.0
2007,24351,2015,Seattle,WA,98199,NonResidential,Non-Refrigerated Warehouse,1916,71283,32.8,35.2,90.7,93.2,2337146.0,2507311.0,0.0,1919714.0,417512.0
2008,24354,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1989,23792,115.5,112.3,362.6,352.8,2747654.0,2672893.0,0.0,2747768.0,0.0
2009,24356,2015,Seattle,WA,98134,NonResidential,Small- and Mid-Sized Office,1979,47368,41.9,47.5,100.1,103.0,1962105.0,2223032.0,0.0,1256180.0,705978.0
2010,24358,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1931,46183,43.1,44.5,117.5,115.9,1989017.0,2054337.0,0.0,1596307.0,392776.0
2011,24359,2015,Seattle,WA,98122,NonResidential,Office,1984,72613,50.5,52.0,141.4,145.9,2517075.0,2588948.0,0.0,2106820.0,410343.0
2012,24363,2015,Seattle,WA,98122,Residential,Multifamily Housing,1962,20931,78.0,93.1,110.5,128.5,1632731.0,1947827.0,0.0,286755.0,1345988.0
2013,24374,2015,Seattle,WA,98118,NonResidential,Retail Store,1968,36071,104.6,108.4,176.7,178.3,3773723.0,3911266.0,0.0,1154455.0,2619316.0
2014,24375,2015,Seattle,WA,98118,Specialty,K-12 School,1989,51672,31.3,33.1,81.9,87.6,1618570.0,1712406.0,0.0,1210720.0,407900.0
2015,24376,2015,Seattle,WA,98118,Specialty,Medical Office,1990,38352,75.8,75.8,238.0,238.0,2083584.0,2083584.0,0.0,2083671.0,0.0
2016,24377,2015,Seattle,WA,98144,Residential,Multifamily Housing,1966,21300,23.3,25.7,73.3,80.7,497132.0,547699.0,0.0,497152.0,0.0
2017,24381,2015,Seattle,WA,98118,Specialty,Fitness Center/Health Club/Gym,1995,28425,100.3,120.8,195.0,216.6,2845872.0,3428275.0,0.0,1218747.0,1627175.0
2018,24391,2015,Seattle,WA,98133,Residential,Multifamily Housing,1987,70094,30.9,32.0,97.1,100.4,1419980.0,1468468.0,0.0,1420039.0,0.0
2019,24393,2015,Seattle,WA,98125,Residential,Multifamily Housing,1987,134490,27.2,30.0,85.5,94.2,2544910.0,2802927.0,0.0,2545016.0,0.0
2020,24397,2015,Seattle,WA,98125,Residential,Multifamily Housing,1976,36172,25.5,25.5,80.0,80.0,692102.0,692102.0,0.0,692130.0,0.0
2021,24406,2015,Seattle,WA,98125,NonResidential,Automobile Dealership,2009,35115,54.4,54.4,159.1,159.1,1911427.0,1911427.0,0.0,1712093.0,199405.0
2022,24412,2015,Seattle,WA,98103,Residential,Multifamily Housing,1985,38100,33.7,36.5,105.9,114.7,1093743.0,1185118.0,0.0,1093789.0,0.0
2023,24415,2015,Seattle,WA,98103,NonResidential,Other - Education,1972,66704,9.0,11.0,16.7,18.8,599390.0,733222.0,0.0,230575.0,368824.0
2024,24426,2015,Seattle,WA,98102,Residential,Multifamily Housing,1908,23490,72.3,87.1,101.0,116.6,1697834.0,2045312.0,0.0,282568.0,1415278.0
2025,24429,2015,Seattle,WA,98102,Residential,Multifamily Housing,2006,131050,51.0,54.2,154.4,161.8,3397709.0,3614274.0,0.0,3218354.0,179489.0
2026,24431,2015,Seattle,WA,98102,Residential,Multifamily Housing,1928,40800,61.8,77.2,85.6,101.8,2521333.0,3149327.0,0.0,404546.0,2116804.0
2027,24432,2015,Seattle,WA,98102,Residential,Multifamily Housing,1965,39226,24.5,27.8,76.9,87.2,960550.0,1089351.0,0.0,960590.0,0.0
2028,24435,2015,Seattle,WA,98122,NonResidential,Office,1907,36000,29.6,31.1,78.4,79.9,1066901.0,1119314.0,0.0,813850.0,253085.0
2029,24441,2015,Seattle,WA,98122,Residential,Multifamily Housing,1905,23469,65.3,72.4,100.4,107.9,1531928.0,1699536.0,0.0,357734.0,1174208.0
2030,24444,2015,Seattle,WA,98122,Residential,Multifamily Housing,1916,21000,78.0,95.6,124.4,144.2,1637096.0,2007589.0,0.0,427217.0,1209896.0
2031,24448,2015,Seattle,WA,98122,NonResidential,Parking,1913,36000,62.2,60.0,153.0,146.0,1119679.0,1079537.0,0.0,754909.0,364802.0
2032,24451,2015,Seattle,WA,98122,NonResidential,Non-Refrigerated Warehouse,1915,43200,50.4,53.4,126.6,127.3,2175165.0,2306446.0,0.0,1523955.0,651273.0
2033,24458,2015,Seattle,WA,98134,NonResidential,Office,1913,53840,66.1,71.6,181.9,187.7,2827818.0,3062345.0,0.0,2304926.0,522988.0
2034,24461,2015,Seattle,WA,98134,NonResidential,Retail Store,1975,43794,25.5,25.5,70.0,70.0,1115020.0,1115020.0,0.0,906497.0,208561.0
2035,24472,2015,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1968,48280,43.4,43.4,101.8,101.8,2093011.0,2093011.0,0.0,1300162.0,792903.0
2036,24473,2015,Seattle,WA,98134,NonResidential,Distribution Center,1954,36040,10.0,11.5,24.0,25.7,360045.0,413398.0,0.0,233476.0,126579.0
2037,24479,2015,Seattle,WA,98115,NonResidential,Supermarket/Grocery Store,1965,32822,260.9,277.0,596.2,608.1,9143764.0,9706705.0,0.0,5403089.0,3740900.0
2038,24481,2015,Seattle,WA,98115,Residential,Multifamily Housing,1961,20144,30.4,34.2,95.5,107.3,612969.0,688491.0,0.0,612995.0,0.0
2039,24482,2015,Seattle,WA,98115,Specialty,K-12 School,1948,64314,43.0,57.0,77.9,98.2,2802428.0,3715817.0,0.0,1022970.0,1779500.0
2040,24484,2015,Seattle,WA,98115,NonResidential,Worship Facility,1950,20385,40.0,50.3,62.2,74.0,816118.0,1025240.0,0.0,196454.0,619673.0
2041,24485,2015,Seattle,WA,98115,NonResidential,Worship Facility,1946,24295,9.0,9.9,28.4,31.2,219483.0,241108.0,0.0,219492.0,0.0
2042,24488,2015,Seattle,WA,98105,NonResidential,Office,1967,20317,32.3,34.7,101.4,108.9,656345.0,704724.0,0.0,656372.0,0.0
2043,24489,2015,Seattle,WA,98105,Residential,Multifamily Housing,1984,20979,27.7,28.2,80.6,81.2,609508.0,621390.0,0.0,542472.0,67059.0
2044,24492,2015,Seattle,WA,98105,Residential,Multifamily Housing,2004,73697,51.8,53.6,127.9,127.9,3833162.0,3967770.0,0.0,2601624.0,1231645.0
2045,24493,2015,Seattle,WA,98105,NonResidential,Supermarket/Grocery Store,1973,24377,394.7,411.3,912.0,914.8,9620496.0,10025450.0,0.0,5804711.0,3816026.0
2046,24494,2015,Seattle,WA,98106,Residential,Low-Rise Multifamily,1990,95865,27.1,31.3,85.2,98.2,2601294.0,2999069.0,0.0,2601401.0,0.0
2047,24495,2015,Seattle,WA,98106,Residential,Multifamily Housing,1987,155600,36.3,39.8,109.5,120.6,5439927.0,5973485.0,0.0,5124508.0,315633.0
2048,24496,2015,Seattle,WA,98106,Residential,Multifamily Housing,2009,32405,29.1,31.8,91.3,99.9,942089.0,1031313.0,0.0,942127.0,0.0
2049,24498,2015,Seattle,WA,98106,Residential,Multifamily Housing,1988,58523,31.5,34.5,99.0,108.4,1889880.0,2069163.0,0.0,1889959.0,0.0
2050,24513,2015,Seattle,WA,98113,NonResidential,Movie Theater,1986,33392,85.2,94.8,267.5,297.6,2844380.0,3164854.0,0.0,2844498.0,0.0
2051,24514,2015,Seattle,WA,98133,NonResidential,Supermarket/Grocery Store,1986,45155,150.2,152.9,361.4,364.3,6781960.0,6905825.0,0.0,4401233.0,2380908.0
2052,24515,2015,Seattle,WA,98115,Residential,Multifamily Housing,1990,54304,22.9,25.0,72.0,78.3,1562708.0,1700173.0,0.0,1562773.0,0.0
2053,24525,2015,Seattle,WA,98144,Residential,Multifamily Housing,1985,114030,32.4,35.9,101.7,112.6,3695637.0,4092543.0,0.0,3695790.0,0.0
2054,24530,2015,Seattle,WA,98109,Residential,Multifamily Housing,1989,44839,34.2,37.3,107.5,117.1,1280690.0,1395714.0,0.0,1280743.0,0.0
2055,24531,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1966,32000,33.5,33.5,56.7,56.7,1072500.0,1072500.0,0.0,329910.0,742604.0
2056,24532,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1970,44000,98.6,123.2,151.2,175.4,4481010.0,5600945.0,0.0,1036506.0,3444546.0
2057,24534,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1973,36000,74.6,95.9,118.1,140.5,2687078.0,3452648.0,0.0,684720.0,2002386.0
2058,24536,2015,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1979,31360,41.1,49.1,83.8,92.2,1279570.0,1526885.0,0.0,604734.0,674861.0
