UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ChilledWaterUse(kBtu),OtherFuelUse(kBtu)
5705,158396,2017,Chicago,IL,60661,Residential,Multifamily Housing,2004,229175.0,100.8,108.8,188.6,199.7,0.0,9074903.0,14031289.0,0.0,0.0
5706,175658,2017,Chicago,IL,60616,Residential,Multifamily Housing,1910,74817.0,49.3,52.4,94.0,97.7,0.0,1512990.0,2172452.0,0.0,0.0
5707,134136,2017,Chicago,IL,60610,Specialty,College/University,1977,164122.0,78.7,84.4,127.8,134.1,0.0,3551919.0,9359937.0,0.0,0.0
5708,260060,2017,Chicago,IL,60614,Residential,Multifamily Housing,1991,56074.0,54.5,55.3,149.8,150.7,0.0,2483349.0,573610.0,0.0,0.0
5709,255010,2017,Chicago,IL,60642,NonResidential,Automobile Dealership,2016,243000.0,80.9,84.4,177.8,181.0,0.0,10794217.0,8863614.0,0.0,0.0
5710,175888,2017,Chicago,IL,60607,Residential,Multifamily Housing,1997,77124.0,41.6,43.9,74.5,77.1,0.0,1136329.0,2072931.0,0.0,0.0
5711,115316,2017,Chicago,IL,60660,Residential,Multifamily Housing,1960,73500.0,99.6,108.2,136.9,146.0,0.0,1138704.0,6179700.0,0.0,0.0
5712,250118,2017,Chicago,IL,60622,NonResidential,Hospital (General Medical & Surgical),1917,312898.0,210.2,212.1,415.1,415.5,0.0,34763742.0,31009798.0,0.0,0.0
5713,251211,2017,Chicago,IL,60620,NonResidential,Retail Store,1983,174739.0,105.0,107.6,306.5,311.7,0.0,16406247.0,1937534.0,0.0,0.0
5714,174155,2017,Chicago,IL,60660,Residential,Multifamily Housing,1925,140000.0,190.6,200.6,274.5,283.5,0.0,4978582.0,21710200.0,0.0,0.0
5715,251568,2017,Chicago,IL,60641,Specialty,K-12 School,1950,50289.0,93.9,100.9,188.2,194.1,0.0,2156664.0,2563149.0,0.0,0.0
5716,250062,2017,Chicago,IL,60607,Specialty,Adult Education,1961,66285.0,153.9,171.6,228.6,245.7,0.0,2123665.0,8077666.0,0.0,0.0
5717,175711,2017,Chicago,IL,60614,Residential,Multifamily Housing,1933,64979.0,92.2,100.5,118.1,127.0,0.0,661755.0,5330479.0,0.0,0.0
5718,163944,2017,Chicago,IL,60632,Specialty,Worship Facility,1950,84000.0,63.0,70.0,99.0,106.4,0.0,1320903.0,3970851.0,0.0,0.0
5719,251767,2017,Chicago,IL,60642,Residential,Multifamily Housing,1999,101320.0,56.3,59.6,99.6,103.6,0.0,1961845.0,3739462.0,0.0,0.0
5720,105360,2017,Chicago,IL,60644,Residential,Multifamily Housing,1930,50291.0,99.0,106.5,133.7,141.6,0.0,717124.0,4260919.0,0.0,0.0
5721,103705,2017,Chicago,IL,60603,NonResidential,Office,1907,580000.0,104.2,108.2,150.3,154.6,0.0,11569147.0,40483079.0,8357112.0,0.0
5722,222150,2017,Chicago,IL,60657,Residential,Multifamily Housing,1924,175279.0,74.2,80.5,106.6,112.9,0.0,2404221.0,10600529.0,0.0,0.0
5723,260073,2017,Chicago,IL,60640,Residential,Multifamily Housing,1923,124768.0,90.6,96.1,150.8,157.1,0.0,3325185.0,7979818.0,0.0,0.0
5724,175987,2017,Chicago,IL,60643,NonResidential,Retail Store,2008,128837.0,72.4,75.5,183.9,187.2,0.0,6646453.0,2685700.0,0.0,0.0
5725,242661,2017,Chicago,IL,60616,Residential,Multifamily Housing,1964,67133.0,98.6,106.3,144.0,152.2,0.0,1301333.0,5316014.0,0.0,0.0
5726,253954,2017,Chicago,IL,60614,Residential,Multifamily Housing,1891,65211.0,69.7,73.1,119.7,123.2,0.0,1449742.0,3097802.0,0.0,0.0
5727,253968,2017,Chicago,IL,60641,Residential,Multifamily Housing,2015,79246.0,53.1,53.7,142.5,144.5,0.0,3291099.0,916341.0,0.0,0.0
5728,144572,2017,Chicago,IL,60615,Residential,Multifamily Housing,1960,59904.0,7.7,8.3,12.2,12.7,0.0,138887.0,324363.0,0.0,0.0
5729,159529,2017,Chicago,IL,60611,NonResidential,Retail Store,2000,176600.0,104.8,105.7,312.3,313.2,0.0,17085631.0,1428100.0,0.0,0.0
5730,124308,2017,Chicago,IL,60628,NonResidential,Wholesale Club/Supercenter,2013,155765.0,156.2,163.2,353.3,361.5,0.0,14109739.0,10218526.0,0.0,0.0
5731,222707,2017,Chicago,IL,60605,Residential,Multifamily Housing,2000,122812.0,84.1,90.4,122.2,128.6,0.0,2381702.0,7942779.0,0.0,0.0
5732,175347,2017,Chicago,IL,60619,Specialty,Other - Public Services,1932,52782.0,59.8,0.0,141.5,0.0,0.0,1987255.0,1168000.0,0.0,0.0
5733,251517,2017,Chicago,IL,60610,Specialty,K-12 School,1971,68922.0,70.2,76.5,109.8,116.4,0.0,1190666.0,3645589.0,0.0,0.0
5734,105011,2017,Chicago,IL,60654,Residential,Multifamily Housing,1929,52237.0,50.3,53.6,119.7,129.1,0.0,1672399.0,955056.0,0.0,0.0
5735,175760,2017,Chicago,IL,60649,Residential,Multifamily Housing,1968,102570.0,86.2,93.3,112.6,120.0,0.0,1083508.0,7762921.0,0.0,0.0
5736,219559,2017,Chicago,IL,60661,Residential,Multifamily Housing,2005,227255.0,79.1,83.8,139.3,144.2,0.0,6115461.0,11861864.0,0.0,0.0
5737,252082,2017,Chicago,IL,60641,Specialty,K-12 School,2014,57779.0,83.8,88.1,247.9,259.3,0.0,4421955.0,419631.0,0.0,0.0
5738,252258,2017,Chicago,IL,60608,Residential,Multifamily Housing,2007,333765.0,98.6,105.5,140.1,147.9,0.0,5837488.0,27084597.0,0.0,0.0
5739,173907,2017,Chicago,IL,60615,Residential,Multifamily Housing,1918,176450.0,95.9,104.6,124.0,133.4,0.0,1965950.0,14951197.0,0.0,0.0
5740,160325,2017,Chicago,IL,60616,Residential,Multifamily Housing,2009,104388.0,63.9,68.5,85.0,89.8,0.0,894928.0,5775247.0,0.0,0.0
5741,251265,2017,Chicago,IL,60657,Residential,Multifamily Housing,1974,227900.0,32.5,34.6,102.1,108.7,0.0,7413863.0,0.0,0.0,0.0
5742,103651,2017,Chicago,IL,60605,NonResidential,Office,1984,1157744.0,81.8,83.2,256.9,261.3,0.0,94734180.0,0.0,0.0,0.0
5743,254063,2017,Chicago,IL,60613,Residential,Multifamily Housing,2009,181852.0,47.1,48.6,86.4,88.0,0.0,3220078.0,5340228.0,0.0,0.0
5744,251475,2017,Chicago,IL,60641,Specialty,K-12 School,1901,73840.0,36.9,44.9,41.1,49.6,0.0,80381.0,2646466.0,0.0,0.0
5745,109891,2017,Chicago,IL,60615,Residential,Multifamily Housing,1915,77700.0,20.5,22.2,22.9,24.7,0.0,48710.0,1547000.0,0.0,0.0
5746,159326,2017,Chicago,IL,60616,Residential,Multifamily Housing,1966,169000.0,95.0,101.4,143.0,149.2,0.0,3499170.0,12552962.0,0.0,0.0
5747,236031,2017,Chicago,IL,60606,Residential,Multifamily Housing,1934,390000.0,67.6,70.2,104.2,107.0,0.0,6329124.0,14718670.0,5328384.0,0.0
5748,250037,2017,Chicago,IL,60613,Specialty,K-12 School,1961,53422.0,108.5,118.2,206.6,219.5,0.0,2370419.0,3423943.0,0.0,0.0
5749,242950,2017,Chicago,IL,60654,Residential,Multifamily Housing,2002,269100.0,112.1,117.5,167.7,173.4,0.0,6618628.0,15932902.0,7622904.0,0.0
5750,239946,2017,Chicago,IL,60604,Residential,Multifamily Housing,1924,579393.0,64.1,68.5,115.8,120.5,0.0,13461609.0,23664837.0,0.0,0.0
5751,173622,2017,Chicago,IL,60606,NonResidential,Fitness Center/Health Club/Gym,1974,71235.0,241.2,249.4,461.1,472.7,0.0,7084090.0,10096475.0,0.0,0.0
5752,175441,2017,Chicago,IL,60608,Specialty,K-12 School,2011,93000.0,61.6,61.6,172.5,172.5,0.0,5725759.0,5574.0,0.0,0.0
5753,160445,2017,Chicago,IL,60610,Residential,Multifamily Housing,1980,253620.0,101.8,108.9,142.9,150.1,0.0,4380199.0,21428216.0,0.0,0.0
5754,251340,2017,Chicago,IL,60607,NonResidential,Hotel,1988,72000.0,196.0,200.9,406.6,411.8,0.0,6918632.0,7190668.0,0.0,0.0
5755,251352,2017,Chicago,IL,60629,NonResidential,Office,1990,73600.0,62.4,66.1,144.8,148.7,0.0,2792606.0,1800310.0,0.0,0.0
5756,105061,2017,Chicago,IL,60626,Residential,Multifamily Housing,1997,50000.0,111.2,120.8,169.7,180.7,0.0,1267072.0,4290800.0,0.0,0.0
5757,159421,2017,Chicago,IL,60616,Residential,Multifamily Housing,1956,303979.0,142.8,155.2,165.9,178.8,0.0,2320873.0,41084012.0,0.0,0.0
5758,158316,2017,Chicago,IL,60601,NonResidential,Hotel,1929,399000.0,95.3,101.3,189.8,198.9,0.0,17132693.0,20877320.0,0.0,0.0
5759,251719,2017,Chicago,IL,60641,Specialty,K-12 School,1919,165513.0,67.0,74.1,124.6,132.1,0.0,4301410.0,6783882.0,0.0,0.0
5760,251606,2017,Chicago,IL,60624,Specialty,K-12 School,1889,114019.0,97.9,111.8,141.2,155.9,0.0,2100287.0,9056806.0,0.0,0.0
5761,175157,2017,Chicago,IL,60605,Residential,Multifamily Housing,2013,270321.0,56.5,58.0,111.0,112.1,0.0,6680297.0,8588758.0,0.0,0.0
5762,106014,2017,Chicago,IL,60611,Residential,Multifamily Housing,1931,57125.0,62.8,66.6,143.2,152.8,0.0,2110731.0,1477850.0,0.0,0.0
5763,103933,2017,Chicago,IL,60657,Residential,Multifamily Housing,1968,50825.0,66.7,70.9,95.7,100.2,0.0,624720.0,2763400.0,0.0,0.0
5764,251553,2017,Chicago,IL,60632,Specialty,K-12 School,1901,163308.0,33.6,34.2,105.6,107.3,0.0,5493040.0,0.0,0.0,0.0
5765,172640,2017,Chicago,IL,60643,Residential,Senior Care Community,2001,65505.0,102.4,110.1,166.4,174.4,0.0,1845322.0,4860400.0,0.0,0.0
5766,252050,2017,Chicago,IL,60637,Specialty,Laboratory,1929,72388.0,226.9,0.0,420.8,0.0,9892099.0,5618390.0,0.0,0.0,0.0
5767,253957,2017,Chicago,IL,60649,Residential,Multifamily Housing,1926,101200.0,104.6,112.5,146.3,155.6,0.0,1766855.0,8820727.0,0.0,0.0
5768,250023,2017,Chicago,IL,60651,Specialty,Other - Recreation,1927,64955.0,101.4,111.0,108.7,118.8,0.0,69917.0,6517844.0,0.0,0.0
5769,244758,2017,Chicago,IL,60614,Residential,Multifamily Housing,1972,355628.0,95.1,101.5,157.3,165.1,0.0,9790987.0,24013583.0,0.0,0.0
5770,251322,2017,Chicago,IL,60614,Specialty,College/University,1980,91963.0,67.7,72.1,148.5,153.1,0.0,3405473.0,2818824.0,0.0,0.0
5771,172679,2017,Chicago,IL,60639,NonResidential,Retail Store,1977,107750.0,113.6,121.6,269.9,278.2,0.0,7763058.0,4478913.0,0.0,0.0
5772,250128,2017,Chicago,IL,60637,NonResidential,Hospital (General Medical & Surgical),2013,1205371.0,265.2,268.6,552.4,554.3,174526975.0,145170569.0,0.0,0.0,0.0
5773,251506,2017,Chicago,IL,60625,Specialty,K-12 School,1925,97862.0,82.7,88.7,174.7,180.9,0.0,4113248.0,3978705.0,0.0,0.0
5774,174294,2017,Chicago,IL,60654,NonResidential,Office,1908,191155.0,91.4,96.7,215.6,224.1,0.0,10935460.0,6544136.0,0.0,0.0
5775,163996,2017,Chicago,IL,60614,Specialty,Pre-school/Daycare,2001,144166.0,60.3,63.2,121.6,124.4,0.0,4020192.0,4668246.0,0.0,0.0
5776,148673,2017,Chicago,IL,60622,Residential,Multifamily Housing,2005,52240.0,98.9,101.8,181.6,183.7,0.0,1965780.0,3202643.0,0.0,0.0
5777,160241,2017,Chicago,IL,60616,Residential,Multifamily Housing,1956,317830.0,162.9,174.4,252.4,264.5,0.0,12381677.0,39386603.0,0.0,0.0
5778,254572,2017,Chicago,IL,60605,Residential,Multifamily Housing,1908,133500.0,83.0,88.8,118.7,124.7,0.0,2020269.0,9055144.0,0.0,0.0
5779,104238,2017,Chicago,IL,60657,Residential,Multifamily Housing,1970,71310.0,84.8,90.3,123.2,128.6,0.0,1166614.0,4880990.0,0.0,0.0
5780,159652,2017,Chicago,IL,60657,Residential,Multifamily Housing,1927,210000.0,55.8,59.1,82.9,87.7,0.0,2443408.0,9273000.0,0.0,0.0
5781,240752,2017,Chicago,IL,60601,Residential,Multifamily Housing,1989,359953.0,85.9,91.0,154.3,159.4,0.0,11028345.0,19899743.0,0.0,0.0
5782,101710,2017,Chicago,IL,60615,Residential,Multifamily Housing,1950,59310.0,129.1,136.6,213.9,221.8,0.0,2222287.0,5437087.0,0.0,0.0
5783,237359,2017,Chicago,IL,60640,Residential,Multifamily Housing,1927,613400.0,79.0,85.5,108.7,115.5,0.0,7560733.0,40912900.0,0.0,0.0
5784,102460,2017,Chicago,IL,60637,Specialty,Museum,1893,1211750.0,54.4,57.8,125.5,129.4,0.0,39739453.0,26129680.0,0.0,0.0
5785,224902,2017,Chicago,IL,60611,Residential,Multifamily Housing,1920,257300.0,92.0,98.3,148.2,154.8,0.0,6345808.0,17335501.0,0.0,0.0
5786,105484,2017,Chicago,IL,60654,Residential,Multifamily Housing,1929,51008.0,50.5,53.3,123.6,131.3,0.0,1722558.0,854157.0,0.0,0.0
5787,175472,2017,Chicago,IL,60657,Residential,Multifamily Housing,1915,176062.0,79.2,82.3,170.3,173.5,0.0,7337622.0,6612467.0,0.0,0.0
5788,158407,2017,Chicago,IL,60606,NonResidential,Office,1904,226546.0,91.8,99.3,184.8,192.9,0.0,9588068.0,11203515.0,0.0,0.0
5789,103640,2017,Chicago,IL,60602,NonResidential,Office,1929,554777.0,77.9,84.2,146.7,153.9,0.0,17225359.0,26011256.0,0.0,0.0
5790,101343,2017,Chicago,IL,60608,Residential,Multifamily Housing,2009,54404.0,56.1,59.2,98.7,102.2,0.0,1036385.0,2016002.0,0.0,0.0
5791,243596,2017,Chicago,IL,60613,Residential,Multifamily Housing,1962,1126000.0,87.3,93.8,127.7,134.5,0.0,19374414.0,78977380.0,0.0,0.0
5792,103639,2017,Chicago,IL,60601,NonResidential,Office,1930,518217.0,67.7,71.3,137.4,141.2,0.0,16528854.0,15314171.0,3236001.0,0.0
5793,121043,2017,Chicago,IL,60606,NonResidential,Office,1897,164000.0,77.7,81.8,197.1,201.1,0.0,9063524.0,3684337.0,0.0,0.0
5794,254094,2017,Chicago,IL,60616,Residential,Multifamily Housing,1964,67133.0,92.5,99.8,133.1,141.0,0.0,1154420.0,5055102.0,0.0,0.0
5795,160411,2017,Chicago,IL,60626,Residential,Multifamily Housing,1921,298093.0,61.1,62.2,84.7,88.2,0.0,2934404.0,15274400.0,0.0,0.0
5796,105533,2017,Chicago,IL,60660,Specialty,Residence Hall/Dormitory,1968,56200.0,73.6,79.7,114.9,121.3,0.0,1011387.0,3123729.0,0.0,0.0
5797,157887,2017,Chicago,IL,60651,Residential,Multifamily Housing,1927,120000.0,114.7,122.2,203.3,211.2,0.0,4754653.0,9013206.0,0.0,0.0
5798,113602,2017,Chicago,IL,60610,Residential,Multifamily Housing,1925,97000.0,77.4,84.8,105.3,113.4,0.0,1116741.0,6389723.0,0.0,0.0
5799,101676,2017,Chicago,IL,60631,NonResidential,Office,1969,538105.0,70.7,73.2,156.4,159.1,0.0,21178424.0,16840000.0,0.0,0.0
5800,172705,2017,Chicago,IL,60634,Residential,Multifamily Housing,1989,51100.0,58.1,62.6,86.5,90.8,0.0,623376.0,2345539.0,0.0,0.0
5801,105078,2017,Chicago,IL,60626,Residential,Multifamily Housing,1966,101560.0,57.6,62.1,77.3,81.5,0.0,816195.0,5033955.0,0.0,0.0
5802,253963,2017,Chicago,IL,60619,Residential,Multifamily Housing,2015,102573.0,51.3,54.0,86.0,88.9,0.0,1577296.0,3683555.0,0.0,0.0
5803,166787,2017,Chicago,IL,60602,Specialty,Worship Facility,1900,68779.0,127.7,135.8,220.2,227.8,0.0,2833189.0,5950590.0,0.0,0.0
5804,251909,2017,Chicago,IL,60656,Specialty,K-12 School,1937,79665.0,77.7,84.0,151.8,158.3,0.0,2674345.0,3516766.0,0.0,0.0
5805,158295,2017,Chicago,IL,60605,NonResidential,Hotel,1873,600700.0,115.1,121.6,176.4,182.5,0.0,15945556.0,53221098.0,0.0,0.0
5806,168174,2017,Chicago,IL,60632,Specialty,K-12 School,1928,298432.0,66.2,71.6,128.5,134.1,0.0,8425610.0,11321133.0,0.0,0.0
5807,101999,2017,Chicago,IL,60626,Residential,Multifamily Housing,2005,51264.0,64.5,68.6,98.1,102.1,0.0,746692.0,2558844.0,0.0,0.0
5808,252060,2017,Chicago,IL,60637,NonResidential,Office,1970,66084.0,93.0,98.0,194.7,199.9,3319809.0,2825821.0,0.0,0.0,0.0
5809,101867,2017,Chicago,IL,60606,NonResidential,Office,1974,641962.0,63.2,63.2,198.4,198.4,0.0,40563460.0,0.0,0.0,0.0
5810,160157,2017,Chicago,IL,60647,NonResidential,Office,1914,226740.0,78.2,81.3,194.3,199.5,0.0,12168959.0,5556979.0,0.0,0.0
5811,172253,2017,Chicago,IL,60624,Residential,Residential Care Facility,1993,51288.0,152.1,161.0,277.0,285.4,0.0,2878759.0,4920900.0,0.0,0.0
5812,234897,2017,Chicago,IL,60611,Residential,Multifamily Housing,2003,546349.0,98.0,102.0,201.5,212.4,0.0,26051453.0,16576690.0,10891116.0,0.0
5813,238712,2017,Chicago,IL,60605,Residential,Multifamily Housing,1980,263800.0,63.5,67.7,150.4,160.4,0.0,10559243.0,6201444.0,0.0,0.0
5814,221086,2017,Chicago,IL,60610,Residential,Multifamily Housing,1928,287158.0,90.2,97.3,139.8,147.1,0.0,6192920.0,19705869.0,0.0,0.0
5815,160392,2017,Chicago,IL,60610,Residential,Multifamily Housing,1988,204845.0,108.6,115.6,170.1,176.8,0.0,5491014.0,16763198.0,0.0,0.0
5816,113548,2017,Chicago,IL,60610,Residential,Multifamily Housing,1972,67568.0,84.9,91.2,190.8,205.4,0.0,3283733.0,2455423.0,0.0,0.0
5817,101961,2017,Chicago,IL,60603,NonResidential,Office,1958,300971.0,82.9,89.4,167.7,176.5,0.0,11611271.0,13341438.0,0.0,0.0
5818,251612,2017,Chicago,IL,60622,Specialty,K-12 School,1889,94414.0,88.4,102.5,132.5,147.9,0.0,1792936.0,6549747.0,0.0,0.0
5819,115065,2017,Chicago,IL,60613,Residential,Multifamily Housing,1950,112000.0,91.1,97.4,118.2,124.8,0.0,1207845.0,8993506.0,0.0,0.0
5820,173845,2017,Chicago,IL,60640,Residential,Multifamily Housing,1931,51150.0,187.3,204.9,220.0,238.3,0.0,572080.0,9005900.0,0.0,0.0
5821,251601,2017,Chicago,IL,60632,Specialty,K-12 School,1925,124950.0,72.7,79.4,103.5,110.5,0.0,1623838.0,7463892.0,0.0,0.0
5822,250146,2017,Chicago,IL,60607,NonResidential,Office,1909,167574.0,106.5,107.5,277.9,280.0,0.0,13387501.0,1253995.0,3209436.0,0.0
5823,251421,2017,Chicago,IL,60631,Specialty,K-12 School,1927,71318.0,73.6,79.5,155.0,163.6,0.0,2653335.0,2595210.0,0.0,0.0
5824,128088,2017,Chicago,IL,60630,Residential,Senior Care Community,1945,100000.0,50.9,50.3,159.9,157.9,0.0,5093533.0,0.0,0.0,0.0
5825,111452,2017,Chicago,IL,60607,Residential,Multifamily Housing,2000,67800.0,69.0,73.2,110.2,114.8,0.0,1225833.0,3451772.0,0.0,0.0
5826,159418,2017,Chicago,IL,60616,Residential,Multifamily Housing,1960,289267.0,119.0,128.7,160.5,170.4,0.0,4917323.0,29519515.0,0.0,0.0
5827,120299,2017,Chicago,IL,60614,NonResidential,Supermarket/Grocery Store,2013,80033.0,251.4,256.9,601.8,606.8,0.0,12938096.0,7182569.0,0.0,0.0
5828,125763,2017,Chicago,IL,60629,NonResidential,Retail Store,1977,96268.0,26.2,30.5,37.4,41.9,0.0,455966.0,2067300.0,0.0,0.0
5829,158433,2017,Chicago,IL,60661,Residential,Multifamily Housing,1885,139750.0,68.9,70.6,133.7,135.6,0.0,4100501.0,5532603.0,0.0,0.0
5830,251424,2017,Chicago,IL,60655,Specialty,K-12 School,1949,84660.0,61.9,68.7,107.2,115.1,0.0,1708006.0,3534768.0,0.0,0.0
5831,239078,2017,Chicago,IL,60605,Residential,Multifamily Housing,1983,262320.0,193.2,202.8,266.3,280.2,0.0,7967371.0,42711245.0,0.0,0.0
5832,244613,2017,Chicago,IL,60611,Residential,Multifamily Housing,2006,449954.0,81.5,86.4,147.3,153.9,0.0,13297850.0,23368287.0,0.0,0.0
5833,100858,2017,Chicago,IL,60612,Specialty,Courthouse,1993,412596.0,94.8,99.8,233.2,238.4,0.0,26369888.0,12757466.0,0.0,0.0
5834,252323,2017,Chicago,IL,60653,Residential,Multifamily Housing,1984,165306.0,45.2,48.4,120.7,130.7,0.0,5788891.0,1685443.0,0.0,0.0
5835,103621,2017,Chicago,IL,60610,NonResidential,Hotel,2000,369707.0,99.8,103.5,185.4,188.8,0.0,14270990.0,22611399.0,0.0,0.0
5836,173635,2017,Chicago,IL,60654,NonResidential,Hotel,1964,86000.0,101.0,106.9,150.9,157.2,0.0,2206670.0,6477609.0,0.0,0.0
5837,101874,2017,Chicago,IL,60611,NonResidential,Office,1976,517115.0,71.0,0.0,222.6,0.0,0.0,36638124.0,53621.0,0.0,0.0
5838,102946,2017,Chicago,IL,60617,Residential,Multifamily Housing,2001,61000.0,88.1,95.2,168.7,176.9,0.0,2225715.0,3146900.0,0.0,0.0
5839,252079,2017,Chicago,IL,60707,Specialty,K-12 School,2012,56240.0,84.8,90.1,186.2,191.7,0.0,2613368.0,2156102.0,0.0,0.0
5840,243692,2017,Chicago,IL,60640,Residential,Multifamily Housing,1971,425474.0,121.3,130.3,182.4,191.9,0.0,11209990.0,40403332.0,0.0,0.0
5841,173594,2017,Chicago,IL,60603,NonResidential,Office,1893,161368.0,101.2,110.9,219.3,228.7,0.0,8734471.0,7589322.0,0.0,0.0
5842,103598,2017,Chicago,IL,60601,NonResidential,Office,1986,1217630.0,48.8,50.1,150.1,154.2,0.0,57611142.0,1791469.0,0.0,31549.0
5843,173970,2017,Chicago,IL,60619,NonResidential,Supermarket/Grocery Store,1999,72651.0,216.9,222.2,558.1,562.0,0.0,11481813.0,4277000.0,0.0,0.0
5844,173710,2017,Chicago,IL,60610,Residential,Multifamily Housing,1928,103565.0,93.3,100.0,156.3,163.0,0.0,2888313.0,6778400.0,0.0,0.0
5845,101735,2017,Chicago,IL,60602,NonResidential,Retail Store,1879,1841736.0,67.3,70.8,140.4,144.2,0.0,61430501.0,62603143.0,0.0,0.0
5846,175264,2017,Chicago,IL,60647,NonResidential,Office,1906,50000.0,65.6,69.6,156.7,159.7,0.0,2101220.0,1178238.0,0.0,0.0
5847,157280,2017,Chicago,IL,60642,Residential,Multifamily Housing,1969,284850.0,87.6,94.3,130.9,139.1,0.0,5308161.0,19637537.0,0.0,0.0
5848,251640,2017,Chicago,IL,60637,Specialty,K-12 School,1895,134618.0,66.7,73.8,100.4,107.7,0.0,1949996.0,7035324.0,0.0,0.0
5849,251788,2017,Chicago,IL,60617,Specialty,K-12 School,1940,120051.0,71.2,85.0,99.4,114.8,0.0,1413943.0,7139087.0,0.0,0.0
5850,255026,2017,Chicago,IL,60657,Residential,Multifamily Housing,2016,150085.0,51.9,56.6,127.2,132.2,0.0,5223793.0,2565616.0,0.0,0.0
5851,172783,2017,Chicago,IL,60615,Residential,Multifamily Housing,1926,120120.0,70.9,77.2,85.7,92.4,0.0,649368.0,7864600.0,0.0,0.0
5852,223537,2017,Chicago,IL,60656,Residential,Multifamily Housing,1960,104280.0,65.5,70.7,86.0,91.3,0.0,863666.0,5961676.0,0.0,0.0
5853,100417,2017,Chicago,IL,60655,Specialty,K-12 School,1963,241936.0,70.7,76.6,121.4,127.5,0.0,5453134.0,11661886.0,0.0,0.0
5854,132551,2017,Chicago,IL,60615,NonResidential,Other - Services,1975,60150.0,110.9,120.5,168.3,178.3,0.0,1493613.0,5175800.0,0.0,0.0
5855,104100,2017,Chicago,IL,60613,Residential,Multifamily Housing,1979,121026.0,30.8,31.9,96.7,100.3,0.0,3728722.0,0.0,0.0,0.0
5856,142710,2017,Chicago,IL,60660,Residential,Multifamily Housing,1925,201600.0,50.2,56.0,57.0,63.3,0.0,420280.0,9690160.0,0.0,0.0
5857,105551,2017,Chicago,IL,60615,Residential,Multifamily Housing,1923,121890.0,81.0,88.2,98.9,106.3,0.0,806692.0,9065320.0,0.0,0.0
5858,254046,2017,Chicago,IL,60640,Residential,Multifamily Housing,1923,52760.0,48.3,51.6,106.8,116.2,0.0,1415523.0,1134140.0,0.0,0.0
5859,110743,2017,Chicago,IL,60610,Residential,Multifamily Housing,2006,213050.0,101.7,107.6,177.2,183.8,0.0,7184795.0,14476245.0,0.0,0.0
5860,251351,2017,Chicago,IL,60628,Specialty,K-12 School,1980,75744.0,110.6,120.4,211.1,225.5,0.0,3441234.0,4936456.0,0.0,0.0
5861,241747,2017,Chicago,IL,60614,Residential,Multifamily Housing,1972,122200.0,67.0,70.2,161.7,169.8,0.0,5342104.0,2845611.0,0.0,0.0
5862,244534,2017,Chicago,IL,60605,Residential,Multifamily Housing,2008,952287.0,63.3,67.4,110.7,115.5,0.0,20162003.0,40079098.0,0.0,0.0
5863,254077,2017,Chicago,IL,60616,Residential,Multifamily Housing,1964,67133.0,95.7,103.5,133.3,141.8,0.0,1054540.0,5370187.0,0.0,0.0
5864,175879,2017,Chicago,IL,60613,Residential,Multifamily Housing,1928,108120.0,26.2,26.7,57.7,58.2,0.0,1562795.0,1269265.0,0.0,0.0
5865,113652,2017,Chicago,IL,60611,Residential,Multifamily Housing,1926,70242.0,76.3,83.3,101.5,109.2,0.0,719656.0,4637007.0,0.0,0.0
5866,251528,2017,Chicago,IL,60620,Specialty,K-12 School,1907,77140.0,65.7,75.6,103.7,114.6,0.0,1280905.0,3788226.0,0.0,0.0
5867,251599,2017,Chicago,IL,60608,Specialty,K-12 School,1999,107722.0,87.2,94.1,173.4,180.6,0.0,4218491.0,5171231.0,0.0,0.0
5868,104263,2017,Chicago,IL,60657,Residential,Multifamily Housing,1967,57863.0,87.8,93.7,124.2,130.0,0.0,887410.0,4190492.0,0.0,0.0
5869,103600,2017,Chicago,IL,60603,NonResidential,Office,1986,871962.0,60.9,64.0,188.7,198.2,0.0,52041086.0,1097949.0,0.0,0.0
5870,175581,2017,Chicago,IL,60654,Specialty,Museum,2015,72000.0,123.0,126.6,236.5,240.3,0.0,3697670.0,5160200.0,0.0,0.0
5871,160196,2017,Chicago,IL,60603,Specialty,Museum,1892,1008416.0,242.9,247.3,431.0,435.0,0.0,84934097.0,159962683.0,0.0,0.0
5872,159099,2017,Chicago,IL,60611,NonResidential,Hotel,2002,377000.0,145.4,148.8,287.4,289.0,0.0,24305283.0,30517799.0,0.0,0.0
5873,101549,2017,Chicago,IL,60605,NonResidential,Financial Office,1983,348589.0,167.8,167.8,527.0,527.0,0.0,58501879.0,0.0,0.0,0.0
5874,130726,2017,Chicago,IL,60661,Residential,Multifamily Housing,1885,56000.0,68.2,71.0,148.5,151.4,0.0,2060732.0,1757471.0,0.0,0.0
5875,101868,2017,Chicago,IL,60606,NonResidential,Office,1971,600713.0,71.5,0.0,165.2,0.0,0.0,25909820.0,17030433.0,0.0,0.0
5876,111837,2017,Chicago,IL,60614,Residential,Multifamily Housing,1912,196000.0,65.0,70.7,77.8,83.9,0.0,900601.0,11833987.0,0.0,0.0
