UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ChilledWaterUse(kBtu),OtherFuelUse(kBtu)
573,158874,2015,Chicago,IL,60637,Specialty,K-12 School,2013,130848.0,78.2,79.8,150.5,151.5,0.0,4281255.0,5953920.0,0.0,0.0
574,103596,2015,Chicago,IL,60661,NonResidential,Office,2001,433994.0,100.8,102.8,316.4,322.7,0.0,43734231.0,0.0,0.0,0.0
575,251595,2015,Chicago,IL,60639,Specialty,K-12 School,1902,130113.0,90.1,95.4,144.9,150.5,0.0,3133879.0,8589140.0,0.0,0.0
576,103685,2015,Chicago,IL,60602,NonResidential,Office,1910,829072.0,76.5,78.09999999999998,189.4,191.1,0.0,43263614.0,20201639.0,0.0,0.0
577,173598,2015,Chicago,IL,60601,Specialty,Other - Entertainment/Public Assembly,1921,142000.0,49.9,51.3,88.4,90.0,0.0,2478515.0,3364864.0,1237308.0,0.0
578,222598,2015,Chicago,IL,60607,Residential,Multifamily Housing,2008,251501.0,88.9,92.9,146.8,150.0,0.0,6438420.0,15916748.0,0.0,0.0
579,173655,2015,Chicago,IL,60611,NonResidential,Hotel,1927,80000.0,76.0,76.9,178.4,180.3,0.0,3775378.0,2303407.0,0.0,0.0
580,157971,2015,Chicago,IL,60605,Residential,Multifamily Housing,1911,602241.0,72.7,74.09999999999998,117.8,119.1,0.0,11960206.0,31805590.0,0.0,0.0
581,166787,2015,Chicago,IL,60602,Specialty,Worship Facility,1900,68779.0,118.9,123.6,213.7,217.5,0.0,2921493.0,5258684.0,0.0,0.0
582,251893,2015,Chicago,IL,60646,Specialty,K-12 School,1910,65590.0,60.5,61.2,112.8,113.7,0.0,1548263.0,2418707.0,0.0,0.0
583,244182,2015,Chicago,IL,60613,Residential,Multifamily Housing,1970,989315.0,92.0,96.7,128.0,132.7,0.0,14856326.0,76127968.0,0.0,0.0
584,241767,2015,Chicago,IL,60601,Residential,Multifamily Housing,2007,801566.0,78.7,80.09999999999998,175.5,181.3,0.0,35973808.0,11141201.0,16001158.0,0.0
585,252084,2015,Chicago,IL,60628,Specialty,Worship Facility,1994,78501.0,83.0,85.5,190.1,192.7,0.0,3865397.0,2650233.0,0.0,0.0
586,239739,2015,Chicago,IL,60610,Residential,Multifamily Housing,1969,381912.0,60.0,62.7,167.3,173.8,0.0,19050708.0,3878432.0,0.0,0.0
587,156549,2015,Chicago,IL,60605,NonResidential,Office,1917,80000.0,66.8,68.1,209.8,213.8,0.0,5345444.0,0.0,0.0,0.0
588,101776,2015,Chicago,IL,60601,NonResidential,Hotel,1974,1885658.0,106.6,109.1,206.5,208.3,0.0,85276867.0,115757710.0,0.0,0.0
589,241377,2015,Chicago,IL,60607,Residential,Multifamily Housing,2002,267196.0,95.7,99.6,179.5,183.5,0.0,10095477.0,15484924.0,0.0,0.0
590,252075,2015,Chicago,IL,60632,Specialty,K-12 School,2008,174999.0,64.2,65.5,148.5,149.4,0.0,6793227.0,4435264.0,0.0,0.0
591,134911,2015,Chicago,IL,60654,NonResidential,Office,1986,53623.0,106.7,111.1,192.7,197.4,0.0,2070723.0,3648236.0,0.0,0.0
592,102408,2015,Chicago,IL,60626,Specialty,College/University,1930,206160.0,48.0,48.0,150.4,150.4,0.0,9865460.0,20500.0,0.0,0.0
593,252107,2015,Chicago,IL,60601,NonResidential,Performing Arts,2003,140160.0,49.0,49.9,153.9,156.8,0.0,6870939.0,0.0,0.0,0.0
594,250062,2015,Chicago,IL,60607,Specialty,Adult Education,1970,66285.0,83.1,88.0,147.3,152.5,0.0,1906462.0,3599638.0,0.0,0.0
595,173497,2015,Chicago,IL,60646,NonResidential,Supermarket/Grocery Store,1987,66711.0,1146.3,1146.3,1496.1,1496.1,0.0,9335908.0,67134488.0,0.0,0.0
596,129303,2015,Chicago,IL,60657,NonResidential,Supermarket/Grocery Store,1982,74182.0,231.9,234.7,592.6,593.2000000000002,0.0,12389777.0,4816500.0,0.0,0.0
597,161145,2015,Chicago,IL,60605,Specialty,College/University,1960,165356.0,62.5,65.3,130.4,133.1,0.0,5125486.0,5207122.0,0.0,0.0
598,251359,2015,Chicago,IL,60621,Specialty,K-12 School,1962,51900.0,72.0,75.8,125.1,129.6,0.0,1229521.0,2505337.0,0.0,0.0
599,124312,2015,Chicago,IL,60630,NonResidential,Retail Store,1998,87177.0,42.1,42.1,120.9,121.0,0.0,3200828.0,467500.0,0.0,0.0
600,102331,2015,Chicago,IL,60613,Specialty,K-12 School,1971,260140.0,68.4,68.5,214.6,215.2,0.0,17781570.0,0.0,0.0,0.0
601,127079,2015,Chicago,IL,60602,NonResidential,Retail Store,2013,62357.0,203.3,205.9,446.4,447.1,0.0,6950688.0,5726599.0,0.0,0.0
602,172708,2015,Chicago,IL,60634,NonResidential,Mixed Use Property,1939,193381.0,79.0,80.3,123.5,124.8,0.0,3752552.0,11527982.0,0.0,0.0
603,101934,2015,Chicago,IL,60654,NonResidential,Office,1987,1025053.0,55.8,56.2,175.1,176.5,0.0,57149874.0,0.0,0.0,0.0
604,102544,2015,Chicago,IL,60628,Specialty,College/University,1981,397700.0,67.7,70.1,148.4,150.9,0.0,14707948.0,12206285.0,0.0,0.0
605,100730,2015,Chicago,IL,60607,NonResidential,Office,2000,527238.0,50.8,51.5,159.6,161.9,0.0,26804624.0,0.0,0.0,0.0
606,244535,2015,Chicago,IL,60610,Residential,Multifamily Housing,1963,597193.0,90.2,95.1,126.1,131.2,0.0,8953119.0,44941571.0,0.0,0.0
607,171878,2015,Chicago,IL,60622,Specialty,K-12 School,1959,85000.0,104.8,0.0,134.0,0.0,0.0,972642.0,7936914.0,0.0,0.0
608,101989,2015,Chicago,IL,60606,NonResidential,Office,1927,122500.0,47.5,47.1,146.5,145.2,0.0,5665404.0,153490.0,0.0,0.0
609,158405,2015,Chicago,IL,60606,NonResidential,Office,1958,251826.0,67.6,69.7,162.7,165.0,0.0,11056859.0,5959507.0,0.0,0.0
610,252049,2015,Chicago,IL,60637,Specialty,College/University,1892,305091.0,96.0,98.0,148.8,151.1,19216128.0,5694256.0,6020.0,4379400.0,0.0
611,126126,2015,Chicago,IL,60632,NonResidential,Supermarket/Grocery Store,1990,54000.0,261.2,263.4,658.3,658.4,0.0,9922942.0,4180200.0,0.0,0.0
612,250126,2015,Chicago,IL,60637,NonResidential,Ambulatory Surgical Center,1996,538062.0,201.1,201.1,446.4,446.4,51389758.0,56808367.0,0.0,0.0,0.0
613,101724,2015,Chicago,IL,60611,NonResidential,Office,1925,919420.0,105.3,108.1,219.2,221.5,0.0,47817849.0,48963028.0,0.0,0.0
614,251789,2015,Chicago,IL,60647,Specialty,K-12 School,1907,137844.0,78.5,84.4,100.1,106.3,0.0,1169586.0,9649337.0,0.0,0.0
615,251425,2015,Chicago,IL,60630,Specialty,K-12 School,1925,81712.0,55.2,55.9,112.0,112.8,0.0,2112320.0,2395820.0,0.0,0.0
616,243345,2015,Chicago,IL,60660,Residential,Multifamily Housing,1970,482834.0,91.1,92.4,135.8,137.2,0.0,9278405.0,34689882.0,0.0,0.0
617,242238,2015,Chicago,IL,60611,Residential,Multifamily Housing,1962,448591.0,86.4,89.1,165.8,168.7,0.0,16125767.0,22610859.0,0.0,0.0
618,250065,2015,Chicago,IL,60618,Specialty,Library,1970,83000.0,93.6,96.3,210.0,212.0,0.0,4433420.0,3338552.0,0.0,0.0
619,252056,2015,Chicago,IL,60637,NonResidential,Office,1893,102569.0,67.9,69.3,133.8,135.4,4208528.0,2758979.0,0.0,0.0,0.0
620,175727,2015,Chicago,IL,60661,NonResidential,Office,1893,86179.0,69.4,72.5,137.5,140.7,0.0,2662054.0,3322851.0,0.0,0.0
621,158088,2015,Chicago,IL,60631,NonResidential,Office,1969,252250.0,42.2,42.4,132.6,133.1,0.0,10655584.0,0.0,0.0,0.0
622,159799,2015,Chicago,IL,60660,Residential,Multifamily Housing,1968,315190.0,41.1,41.3,129.2,129.8,0.0,12966545.0,0.0,0.0,0.0
623,234897,2015,Chicago,IL,60611,Residential,Multifamily Housing,2003,458666.0,96.4,99.7,218.8,226.0,0.0,25792120.0,18428340.0,0.0,0.0
624,172423,2015,Chicago,IL,60622,NonResidential,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1999,165000.0,53.9,55.8,115.0,117.0,0.0,4611127.0,4289600.0,0.0,0.0
625,172306,2015,Chicago,IL,60607,NonResidential,Office,1904,67289.0,93.3,96.9,247.3,254.8,0.0,4807013.0,1472926.0,0.0,0.0
626,101547,2015,Chicago,IL,60616,NonResidential,Hospital (General Medical & Surgical),1968,750000.0,230.7,233.3,448.9,450.1,0.0,74185103.0,98814401.0,0.0,0.0
627,251574,2015,Chicago,IL,60653,Specialty,K-12 School,1893,147109.0,82.3,86.6,147.1,151.6,0.0,4274328.0,7831385.0,0.0,0.0
628,251896,2015,Chicago,IL,60609,NonResidential,Office,1990,99100.0,130.0,138.7,205.1,214.8,0.0,3256046.0,9623920.0,0.0,0.0
629,158453,2015,Chicago,IL,60605,Specialty,Residence Hall/Dormitory,2007,210390.0,114.8,120.1,187.5,193.0,0.0,6739157.0,17424054.0,0.0,0.0
630,103644,2015,Chicago,IL,60601,NonResidential,Office,1984,698645.0,75.5,76.2,237.2,239.3,0.0,52769344.0,0.0,0.0,0.0
631,235845,2015,Chicago,IL,60610,Residential,Multifamily Housing,1989,356786.0,90.8,94.3,173.1,176.8,0.0,13276566.0,19115846.0,0.0,0.0
632,251745,2015,Chicago,IL,60625,Specialty,K-12 School,1917,218950.0,86.4,88.2,133.2,135.2,0.0,4449183.0,14464425.0,0.0,0.0
633,252054,2015,Chicago,IL,60637,Specialty,College/University,1928,351843.0,148.1,151.3,277.0,280.3,29788389.0,18291128.0,2739450.0,1304480.0,0.0
634,244758,2015,Chicago,IL,60614,Residential,Multifamily Housing,1972,355628.0,97.7,101.7,161.0,164.8,0.0,9943206.0,24803303.0,0.0,0.0
635,160270,2015,Chicago,IL,60654,Residential,Multifamily Housing,2007,497185.0,86.5,88.6,156.6,157.2,0.0,15646535.0,27369787.0,0.0,0.0
636,251255,2015,Chicago,IL,60605,Residential,Multifamily Housing,2006,460451.0,83.7,86.9,142.6,145.6,0.0,12062072.0,26464585.0,0.0,0.0
637,159415,2015,Chicago,IL,60605,Residential,Multifamily Housing,2008,304406.0,78.4,81.2,153.9,157.1,0.0,10424680.0,13429800.0,0.0,0.0
638,251561,2015,Chicago,IL,60626,Specialty,K-12 School,1998,85500.0,38.3,38.3,120.2,120.2,0.0,3272228.0,0.0,0.0,0.0
639,121102,2015,Chicago,IL,60657,NonResidential,Medical Office,2011,53403.0,120.7,120.9,373.2,373.5,0.0,6299306.0,144989.0,0.0,0.0
640,176020,2015,Chicago,IL,60615,NonResidential,Office,1926,158000.0,80.59999999999998,84.8,129.8,133.9,0.0,3420144.0,9309103.0,0.0,0.0
641,102157,2015,Chicago,IL,60601,NonResidential,Office,1972,2751035.0,64.4,66.0,175.2,177.8,0.0,141676885.0,35406799.0,0.0,0.0
642,251655,2015,Chicago,IL,60616,Specialty,K-12 School,1923,186448.0,74.2,78.8,116.4,121.5,0.0,3436495.0,10397426.0,0.0,0.0
643,244200,2015,Chicago,IL,60605,Residential,Multifamily Housing,2005,402711.0,69.3,71.40000000000002,144.5,147.4,0.0,13806781.0,14113273.0,0.0,0.0
644,251315,2015,Chicago,IL,60614,NonResidential,Supermarket/Grocery Store,2013,85209.0,223.9,226.5,560.1,560.7,0.0,13253180.0,5821200.0,0.0,0.0
645,251780,2015,Chicago,IL,60611,Specialty,Worship Facility,1936,167834.0,112.9,118.4,201.7,207.5,0.0,6675220.0,12270640.0,0.0,0.0
646,124911,2015,Chicago,IL,60657,NonResidential,Strip Mall,1995,95455.0,100.6,100.6,316.0,316.0,0.0,9606865.0,0.0,0.0,0.0
647,242654,2015,Chicago,IL,60614,Residential,Multifamily Housing,1978,477220.0,98.6,103.8,160.3,165.8,0.0,12966303.0,34087312.0,0.0,0.0
648,158526,2015,Chicago,IL,60611,NonResidential,Hotel,1978,950000.0,118.2,120.1,230.6,230.7,0.0,48385333.0,63902698.0,0.0,0.0
649,252083,2015,Chicago,IL,60614,Specialty,Worship Facility,1920,59380.0,100.6,106.6,158.3,164.1,0.0,1495030.0,4478660.0,0.0,0.0
650,251908,2015,Chicago,IL,60608,Specialty,K-12 School,1986,81769.0,87.4,93.2,160.6,169.2,0.0,2695564.0,4447577.0,0.0,0.0
651,251666,2015,Chicago,IL,60643,Specialty,K-12 School,2002,80219.0,49.4,52.2,69.8,72.7,0.0,685723.0,3280917.0,0.0,0.0
652,134779,2015,Chicago,IL,60604,Specialty,College/University,1916,184461.0,108.5,111.1,259.8,261.7,0.0,12880982.0,7125259.0,0.0,0.0
653,128292,2015,Chicago,IL,60634,NonResidential,Mixed Use Property,1963,128268.0,162.8,162.8,486.4,486.4,0.0,19364414.0,1514442.0,0.0,0.0
654,111893,2015,Chicago,IL,60607,NonResidential,Office,1994,125763.0,119.5,119.5,261.0,261.0,0.0,8154117.0,6877446.0,0.0,0.0
655,101559,2015,Chicago,IL,60604,NonResidential,Office,1991,828102.0,42.8,43.4,134.3,136.3,0.0,35427205.0,0.0,0.0,0.0
656,101755,2015,Chicago,IL,60603,NonResidential,Office,1974,1526102.0,115.0,117.5,243.5,246.2,0.0,89630340.0,85890574.0,0.0,0.0
657,251889,2015,Chicago,IL,60634,Specialty,K-12 School,1932,111681.0,51.0,51.8,80.5,81.4,0.0,1440440.0,4252812.0,0.0,0.0
658,251541,2015,Chicago,IL,60618,Specialty,K-12 School,1924,158141.0,34.9,36.0,87.3,89.1,0.0,3835074.0,1685891.0,0.0,0.0
659,251329,2015,Chicago,IL,60614,Specialty,College/University,1977,58406.0,166.8,177.7,246.5,257.9,0.0,1993119.0,7750568.0,0.0,0.0
660,251733,2015,Chicago,IL,60629,Specialty,K-12 School,2014,172688.0,67.5,71.0,119.2,122.8,0.0,3989631.0,7672269.0,0.0,0.0
661,251785,2015,Chicago,IL,60657,NonResidential,Mixed Use Property,1918,135434.0,76.3,82.0,104.7,110.9,0.0,1594855.0,8735520.0,0.0,0.0
662,251959,2015,Chicago,IL,60610,Specialty,College/University,1939,86585.0,94.5,94.5,296.7,296.7,0.0,8182276.0,0.0,0.0,0.0
663,251692,2015,Chicago,IL,60632,Specialty,K-12 School,2014,140838.0,65.6,68.8,130.2,133.9,0.0,4127483.0,5115219.0,0.0,0.0
664,119758,2015,Chicago,IL,60638,NonResidential,Supermarket/Grocery Store,2002,50111.0,280.7,284.0,646.7000000000002,647.7000000000002,0.0,8438381.0,5627600.0,0.0,0.0
665,101788,2015,Chicago,IL,60606,NonResidential,Office,1982,1012961.0,47.1,47.1,147.8,147.8,0.0,47635580.0,0.0,0.0,103500.0
666,158644,2015,Chicago,IL,60610,Residential,Multifamily Housing,1970,260254.0,119.8,121.3,158.9,160.1,0.0,4124477.0,27056495.0,0.0,0.0
667,101562,2015,Chicago,IL,60604,Specialty,College/University,1910,701699.0,63.5,64.0,199.5,200.8,0.0,44579247.0,0.0,0.0,0.0
668,251699,2015,Chicago,IL,60632,Specialty,K-12 School,1905,121557.0,85.4,89.7,151.5,156.0,0.0,3594784.0,6783566.0,0.0,0.0
669,250015,2015,Chicago,IL,60621,Specialty,Other - Recreation,1905,54758.0,131.9,142.3,148.4,159.3,0.0,259902.0,6961619.0,0.0,0.0
670,230281,2015,Chicago,IL,60657,Residential,Multifamily Housing,1955,313424.0,19.2,19.1,59.0,58.5,0.0,5820811.0,205553.0,0.0,0.0
671,229402,2015,Chicago,IL,60605,Residential,Multifamily Housing,2005,542774.0,58.9,60.9,94.0,95.3,0.0,8349765.0,23608329.0,0.0,0.0
672,101971,2015,Chicago,IL,60611,Specialty,College/University,2004,306560.0,96.5,97.9,248.3,248.2,0.0,21553969.0,8037100.0,0.0,0.0
673,251395,2015,Chicago,IL,60609,Specialty,K-12 School,1883,58108.0,82.1,86.9,129.3,134.4,0.0,1197484.0,3575083.0,0.0,0.0
674,251376,2015,Chicago,IL,60652,Specialty,K-12 School,1953,58580.0,61.8,65.7,93.3,97.3,0.0,795821.0,2822645.0,0.0,0.0
675,101846,2015,Chicago,IL,60606,NonResidential,Office,1985,789024.0,42.6,43.2,133.9,135.7,0.0,33647401.0,0.0,0.0,0.0
676,252069,2015,Chicago,IL,60616,NonResidential,Hotel,2008,102640.0,63.4,64.5,199.1,202.6,0.0,6507148.0,0.0,0.0,0.0
677,241550,2015,Chicago,IL,60605,Residential,Multifamily Housing,2004,271348.0,75.5,78.0,147.3,150.4,0.0,8832539.0,11646331.0,0.0,0.0
678,250145,2015,Chicago,IL,60601,NonResidential,Office,1919,162202.0,75.59999999999998,78.3,163.5,166.3,0.0,6528200.0,5733404.0,0.0,0.0
679,251899,2015,Chicago,IL,60632,Specialty,K-12 School,1902,128230.0,69.0,72.59999999999998,132.2,136.1,0.0,3670073.0,5174057.0,0.0,0.0
680,251602,2015,Chicago,IL,60636,Specialty,K-12 School,1927,96700.0,46.3,46.7,145.4,146.8,0.0,4477919.0,0.0,0.0,0.0
681,251511,2015,Chicago,IL,60632,Specialty,K-12 School,1919,80730.0,94.9,99.2,175.1,179.6,0.0,2914204.0,4749159.0,0.0,0.0
682,172592,2015,Chicago,IL,60639,NonResidential,Strip Mall,1957,66836.0,6239.6,6239.6,6687.8,6687.8,0.0,4356599.0,412673726.0,0.0,0.0
683,251496,2015,Chicago,IL,60624,Specialty,K-12 School,1968,159555.0,64.3,68.0,99.3,103.5,0.0,2428082.0,7830163.0,0.0,0.0
684,233920,2015,Chicago,IL,60642,Residential,Multifamily Housing,2008,304143.0,75.3,78.09999999999998,118.2,120.1,0.0,5685692.0,17221220.0,0.0,0.0
685,250002,2015,Chicago,IL,60608,Specialty,College/University,1996,175000.0,81.5,84.4,179.5,181.3,0.0,7862664.0,6398458.0,0.0,0.0
686,100729,2015,Chicago,IL,60607,NonResidential,Office,1989,568200.0,91.6,92.5,280.1,282.8,0.0,50020602.0,2011100.0,0.0,0.0
687,252126,2015,Chicago,IL,60652,NonResidential,Movie Theater,1990,72545.0,161.7,165.3,386.3,390.1,0.0,7517663.0,4209300.0,0.0,0.0
688,251526,2015,Chicago,IL,60641,Specialty,K-12 School,1927,78700.0,91.8,93.7,139.1,141.2,0.0,1608857.0,5616824.0,0.0,0.0
689,119629,2015,Chicago,IL,60614,NonResidential,Wholesale Club/Supercenter,2001,142374.0,211.4,215.2,494.7,497.7,0.0,18581841.0,11510921.0,0.0,0.0
690,251543,2015,Chicago,IL,60620,Specialty,K-12 School,1905,80584.0,67.2,70.90000000000002,124.3,128.8,0.0,2071768.0,3341053.0,0.0,0.0
691,239096,2015,Chicago,IL,60654,Residential,Multifamily Housing,1962,774420.0,45.9,47.6,144.1,149.4,0.0,35548707.0,0.0,0.0,0.0
692,166547,2015,Chicago,IL,60653,Specialty,K-12 School,1992,105351.0,87.8,95.1,105.5,113.4,0.0,670401.0,8575457.0,0.0,0.0
693,224416,2015,Chicago,IL,60611,Residential,Multifamily Housing,1981,285156.0,68.7,70.7,175.6,180.2,0.0,14109231.0,5492245.0,0.0,0.0
694,251612,2015,Chicago,IL,60622,Specialty,K-12 School,1889,94414.0,90.9,97.1,140.3,147.4,0.0,2027606.0,6550550.0,0.0,0.0
695,161225,2015,Chicago,IL,60636,Specialty,K-12 School,1907,78575.0,68.7,73.2,103.4,108.6,0.0,1174808.0,4222666.0,0.0,0.0
696,244426,2015,Chicago,IL,60661,Residential,Multifamily Housing,2003,418371.0,69.0,71.7,112.3,114.3,0.0,7977178.0,20907615.0,0.0,0.0
697,251516,2015,Chicago,IL,60617,Specialty,K-12 School,1941,78589.0,65.4,71.0,103.9,109.8,0.0,1324535.0,3813503.0,0.0,0.0
698,101950,2015,Chicago,IL,60604,NonResidential,Office,1910,529401.0,91.8,95.4,177.7,181.5,0.0,20600196.0,27984560.0,0.0,0.0
699,101038,2015,Chicago,IL,60608,NonResidential,Office,2006,458947.0,84.8,86.6,205.5,206.7,0.0,25580143.0,13255186.0,0.0,70696.0
700,251715,2015,Chicago,IL,60616,Specialty,K-12 School,2002,156400.0,108.8,112.6,223.5,227.4,0.0,8174688.0,8846299.0,0.0,0.0
701,229826,2015,Chicago,IL,60611,NonResidential,Hotel,2006,668071.0,150.6,151.8,353.3,353.5,0.0,62377024.0,38258850.0,0.0,0.0
702,242643,2015,Chicago,IL,60605,Residential,Multifamily Housing,2008,434053.0,84.0,83.8,152.5,151.8,0.0,13354213.0,23100083.0,0.0,0.0
703,250141,2015,Chicago,IL,60606,NonResidential,Office,1923,70909.0,105.9,107.8,332.7,338.4,0.0,7512548.0,0.0,0.0,0.0
704,251568,2015,Chicago,IL,60641,Specialty,K-12 School,1950,50289.0,73.8,74.59999999999998,154.4,155.0,0.0,1852151.0,1857276.0,0.0,0.0
705,159287,2015,Chicago,IL,60607,Residential,Multifamily Housing,1971,343718.0,95.9,99.9,159.4,163.6,0.0,9666626.0,23279747.0,0.0,0.0
706,101865,2015,Chicago,IL,60606,NonResidential,Office,1971,1281114.0,83.7,86.1,196.3,198.8,0.0,66425567.0,40850500.0,0.0,0.0
707,251245,2015,Chicago,IL,60613,Residential,Multifamily Housing,1925,278035.0,66.6,71.2,77.59999999999998,82.5,0.0,1014347.0,17501597.0,0.0,0.0
708,160293,2015,Chicago,IL,60654,Residential,Multifamily Housing,2003,1043204.0,58.0,60.0,114.6,116.8,0.0,26839041.0,33624025.0,0.0,0.0
709,250164,2015,Chicago,IL,60656,NonResidential,Office,1987,193449.0,43.5,44.0,94.2,94.8,0.0,4495290.0,3915664.0,0.0,0.0
710,158429,2015,Chicago,IL,60605,Specialty,College/University,1960,203571.0,59.9,61.9,143.4,145.5,0.0,7844577.0,4347247.0,0.0,0.0
711,252060,2015,Chicago,IL,60637,NonResidential,Office,1970,66084.0,87.5,89.9,180.0,182.0,3231478.0,2550181.0,0.0,0.0,0.0
712,175834,2015,Chicago,IL,60654,NonResidential,Office,1900,88600.0,58.9,60.5,146.2,147.8,0.0,3576479.0,1643652.0,0.0,0.0
713,101841,2015,Chicago,IL,60604,NonResidential,Office,1910,512369.0,140.9,145.9,253.6,259.5,0.0,26114500.0,36862435.0,9218102.0,0.0
714,101801,2015,Chicago,IL,60601,NonResidential,Office,1981,2059714.0,54.5,55.7,171.1,174.7,0.0,112203245.0,129671.0,0.0,0.0
715,121212,2015,Chicago,IL,60601,NonResidential,Other - Mall,2011,136783.0,265.9,269.3,537.0,540.6,0.0,16874039.0,19495453.0,0.0,0.0
716,156942,2015,Chicago,IL,60637,Specialty,Residence Hall/Dormitory,1931,201402.0,73.7,77.0,127.8,131.8,10767217.0,4073450.0,0.0,0.0,0.0
717,161147,2015,Chicago,IL,60605,Specialty,College/University,1927,69214.0,73.09999999999998,76.9,148.7,152.7,0.0,2382776.0,2675537.0,0.0,0.0
718,159302,2015,Chicago,IL,60707,Residential,Multifamily Housing,2004,294290.0,76.2,77.09999999999998,126.1,126.9,0.0,6478405.0,15955317.0,0.0,0.0
719,251583,2015,Chicago,IL,60608,Specialty,K-12 School,1890,99762.0,69.4,74.2,103.4,108.4,0.0,1455230.0,5471796.0,0.0,0.0
720,101797,2015,Chicago,IL,60601,NonResidential,Office,1979,1015129.0,60.4,61.3,189.3,192.2,0.0,61162215.0,148653.0,0.0,0.0
721,252031,2015,Chicago,IL,60611,NonResidential,Hotel,1987,177137.0,93.1,95.5,166.2,168.8,0.0,5804320.0,10681800.0,0.0,0.0
722,173858,2015,Chicago,IL,60626,Specialty,College/University,2000,134054.0,61.6,61.6,193.3,193.3,0.0,8251267.0,0.0,0.0,0.0
723,103766,2015,Chicago,IL,60654,NonResidential,Office,1969,282343.0,87.0,88.1,248.7,250.9,0.0,21248769.0,3319520.0,0.0,0.0
724,163996,2015,Chicago,IL,60614,Specialty,Pre-school/Daycare,2001,144166.0,66.6,69.1,131.2,133.9,0.0,4231351.0,5363545.0,0.0,0.0
725,128798,2015,Chicago,IL,60603,Specialty,College/University,1908,237256.0,90.4,90.3,188.1,186.4,0.0,10574129.0,10884281.0,0.0,0.0
726,101912,2015,Chicago,IL,60661,NonResidential,Office,2000,392503.0,64.8,64.9,203.4,203.9,0.0,25425316.0,0.0,0.0,0.0
727,250068,2015,Chicago,IL,60607,Specialty,Adult Education,1970,180000.0,140.6,146.4,292.5,298.6,0.0,12480369.0,12824956.0,0.0,0.0
728,235970,2015,Chicago,IL,60640,Residential,Multifamily Housing,1969,276176.0,68.0,70.5,148.3,153.7,0.0,10157115.0,8632149.0,0.0,0.0
729,128978,2015,Chicago,IL,60647,Residential,Senior Care Community,1975,56000.0,174.3,178.8,270.7,274.2,0.0,2351939.0,7406284.0,0.0,0.0
730,100856,2015,Chicago,IL,60612,Specialty,Indoor Arena,1994,960000.0,24.6,0.0,50.8,0.0,0.0,11479770.0,12102665.0,0.0,0.0
731,101787,2015,Chicago,IL,60606,NonResidential,Office,1918,979270.0,86.9,88.7,221.8,223.6,0.0,61149455.0,23954010.0,0.0,0.0
732,159524,2015,Chicago,IL,60601,Residential,Multifamily Housing,1988,575404.0,94.2,97.5,253.9,263.4,0.0,42657711.0,11571378.0,0.0,0.0
733,138872,2015,Chicago,IL,60647,Specialty,Other - Recreation,1997,58004.0,69.5,72.4,149.1,151.9,0.0,2111608.0,1921000.0,0.0,0.0
734,251858,2015,Chicago,IL,60618,Specialty,K-12 School,1889,51852.0,85.4,90.9,135.0,141.2,0.0,1125924.0,3301325.0,0.0,0.0
735,101181,2015,Chicago,IL,60639,NonResidential,Distribution Center,1962,750000.0,31.3,33.1,44.8,46.9,0.0,4282401.0,19226407.0,0.0,0.0
736,251626,2015,Chicago,IL,60625,Specialty,K-12 School,2006,104203.0,70.5,71.0,156.4,156.5,0.0,4109389.0,3234785.0,0.0,0.0
737,118349,2015,Chicago,IL,60604,NonResidential,Office,1990,99051.0,72.8,74.7,228.6,234.6,0.0,7212211.0,0.0,0.0,0.0
738,251619,2015,Chicago,IL,60649,Specialty,K-12 School,1903,141329.0,92.6,98.9,160.1,169.1,0.0,4250390.0,8842576.0,0.0,0.0
739,251463,2015,Chicago,IL,60614,Specialty,K-12 School,1876,67532.0,77.09999999999998,82.3,126.1,132.2,0.0,1457230.0,3751434.0,0.0,0.0
740,251499,2015,Chicago,IL,60657,Specialty,K-12 School,1908,83029.0,67.3,71.8,106.1,110.9,0.0,1407740.0,4182962.0,0.0,0.0
741,101980,2015,Chicago,IL,60601,Specialty,College/University,1983,345300.0,57.5,57.9,168.9,170.1,0.0,17926082.0,1936775.0,0.0,0.0
742,158739,2015,Chicago,IL,60613,Residential,Multifamily Housing,1981,444928.0,55.9,0.0,164.0,0.0,0.0,22427233.0,0.0,0.0,0.0
743,252048,2015,Chicago,IL,60637,NonResidential,Office,1949,90125.0,136.0,138.5,223.2,226.5,7248499.0,2985818.0,0.0,2023680.0,0.0
744,102368,2015,Chicago,IL,60618,NonResidential,Mixed Use Property,1956,350000.0,46.1,46.1,63.4,63.4,0.0,2508762.0,13630348.0,0.0,0.0
745,160198,2015,Chicago,IL,60605,NonResidential,Hotel,2008,385000.0,103.7,105.0,201.2,201.2,0.0,17012795.0,22912658.0,0.0,0.0
746,251220,2015,Chicago,IL,60604,Specialty,College/University,1915,219500.0,83.5,86.3,180.7,182.5,0.0,9762234.0,8572024.0,0.0,0.0
747,251634,2015,Chicago,IL,60632,Specialty,K-12 School,2010,108624.0,51.7,52.6,132.7,133.6,0.0,4075644.0,1536794.0,0.0,0.0
