BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
1,2017,NonResidential,Seattle,WA,98101,1927,88434,Hotel,83.1999969482422,82.3000030517578,184.399993896484,181.600006103516,7361655.0,7274452.5,2122835.75,3950356.0225,1288462.98828125
2,2017,NonResidential,Seattle,WA,98101,1996,103566,Hotel,88.1999969482422,86.8000030517578,163.800003051758,159.800003051758,7804844.5,7678810.5,0.0,3016757.332,4788086.71875
3,2017,Specialty,Seattle,WA,98101,1969,956110,Hotel,98.4000015258789,98.1999969482422,242.899993896484,242.600006103516,74470328.0,74311368.0,24313482.0,48712840.804,1444000.09765625
5,2017,NonResidential,SEATTLE,WA,98101,1926,61320,Hotel,120.199996948242,119.0,234.300003051758,230.300003051758,7372221.5,7294312.0,2228119.5,3008513.5135,2135587.890625
8,2017,NonResidential,Seattle,WA,98121,1980,175580,Hotel,116.099998474121,114.099998474121,209.899993896484,205.5,14335778.0,14081251.0,0.0,5198201.619,9137575.78125
9,2017,Specialty,Seattle,WA,98101,1999,97288,Police Stat,261.100006103516,261.0,591.700012207031,591.4000244140631,13250532.0,13249402.0,0.0,7711199.329,5539331.25
10,2017,NonResidential,Seattle,WA,98101,1926,83008,Hotel,72.5,70.8000030517578,148.600006103516,143.300003051758,5901084.0,5763338.5,0.0,2821450.6135,3079632.8125
11,2017,NonResidential,Seattle,WA,98101,1926,102761,Other - Ent,71.5999984741211,69.8000030517578,161.800003051758,159.699996948242,7356191.5,7176510.0,2886288.75,4048362.3105,421539.990234375
12,2017,NonResidential,Seattle,WA,98104,1904,163984,Hotel,90.5,89.9000015258789,188.199996948242,186.100006103516,14847579.0,14735695.0,0.0,7306577.926,7541000.0
13,2017,Residential,Seattle,WA,98104,1910,63712,Multifamily,89.8000030517578,89.5,189.5,189.100006103516,5042044.5,5022714.5,1511604.0,2445026.19175,1085413.96484375
15,2017,NonResidential,Seattle,WA,98101,1969,153163,Hotel,120.0,119.199996948242,227.0,225.899993896484,16066496.0,15958532.0,5702268.0,6051790.188999999,4312437.5
16,2017,NonResidential,Seattle,WA,98101,1998,333176,Hotel,88.4000015258789,87.0999984741211,217.199996948242,213.100006103516,27806852.0,27384446.0,6340211.5,18259237.818,3207400.1953125
17,2017,NonResidential,Seattle,WA,98104,1928,65009,Hotel,73.0,73.0,88.5,88.5,4742757.0,4742757.0,1569480.875,253895.10346875,2919380.859375
18,2017,NonResidential,Seattle,WA,98101,1980,353111,Hotel,75.4000015258789,0.0,176.699996948242,0.0,22282796.0,0.0,0.0,13684145.022,7218978.90625
19,2017,NonResidential,Seattle,WA,98101,1922,92190,Hotel,172.199996948242,171.300003051758,310.79998779296903,309.70001220703097,11603445.0,11542387.0,5626128.0,3781231.7125,2196084.1796875
21,2017,Specialty,Seattle,WA,98154,2004,412000,Library,43.7000007629395,43.5999984741211,133.199996948242,133.100006103516,15986807.0,15965283.0,753683.625,15233121.37,0.0
22,2017,NonResidential,Seattle,WA,98104,1930,103911,Fitness Cen,93.6999969482422,93.6999969482422,190.399993896484,190.399993896484,12175522.0,12177365.0,5704005.0,5305695.3995,1165820.99609375
23,2017,NonResidential,Seattle,WA,98104,1983,416281,Hotel,97.5,95.6999969482422,226.699996948242,222.300003051758,33959408.0,33326178.0,0.0,20715717.454,13243685.9375
24,2017,NonResidential,Seattle,WA,98104,1907,57452,Social/Meet,129.100006103516,128.300003051758,263.79998779296903,262.899993896484,7418679.0,7371858.0,1574400.875,3408358.75625,2435919.140625
25,2017,NonResidential,Seattle,WA,98104,1916,104352,Hotel,85.0999984741211,85.0999984741211,205.100006103516,205.100006103516,8884319.0,8884319.0,2744007.25,5575491.196,564820.01953125
26,2017,NonResidential,Seattle,WA,98104,1916,540360,Courthouse,91.0,89.5999984741211,192.0,190.5,48880476.0,48101932.0,0.0,24781750.086,24098721.875
27,2017,NonResidential,Seattle,WA,98104,1985,385274,Other,124.0,123.0,210.199996948242,209.199996948242,47756124.0,47386200.0,0.0,14754917.627999999,33001203.125
28,2017,Specialty,Seattle,WA,98118,1961,56228,K-12 School,28.600000381469698,27.7999992370605,61.5999984741211,60.9000015258789,1682550.25,1639540.625,0.0,891721.082,790829.00390625
29,2017,NonResidential,Seattle,WA,98105,2001,88592,Hotel,57.0,56.0,131.199996948242,128.800003051758,3863650.0,3791958.5,0.0,2313280.76825,1550368.9453125
30,2017,NonResidential,Seattle,WA,98121,1928,126593,College/Uni,97.3000030517578,97.4000015258789,181.5,181.600006103516,12163565.0,12169801.0,0.0,4747347.616,7416217.1875
31,2017,NonResidential,Seattle,WA,98101,1930,67224,Automobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2017,NonResidential,Seattle,WA,98101,1991,158676,Hotel,45.7000007629395,45.7000007629395,56.7999992370605,56.7999992370605,5351128.0,5351723.5,0.0,495830.8270625,4855297.265625
33,2017,NonResidential,Seattle,WA,98101,2001,171866,Hotel,89.8000030517578,88.1999969482422,186.600006103516,183.300003051758,11581091.0,11364507.0,0.0,5694083.3595,5887006.640625
34,2017,Specialty,Seattle,WA,98112,1955,126351,K-12 School,27.399999618530302,27.399999618530302,41.5,41.5,3468018.75,3462376.5,0.0,767933.7220000001,2700084.9609375
35,2017,NonResidential,Seattle,WA,98121,1978,68410,Hotel,83.8000030517578,83.0,184.699996948242,182.100006103516,4376607.0,4332159.0,0.0,2416376.694,1960229.8828125
36,2017,Specialty,Seattle,WA,98125,1949,160645,K-12 School,48.0,46.4000015258789,74.5,72.8000030517578,7890891.5,7620227.5,0.0,1891909.2175,5998982.03125
37,2017,Specialty,Seattle,WA,98109,1989,51582,K-12 School,26.600000381469698,26.600000381469698,83.5,83.5999984741211,1467507.0,1468128.75,0.0,1467506.95775,0.0
38,2017,NonResidential,Seattle,WA,98070,1906,87262,Office,67.09999847412111,65.40000152587889,108.5,106.800003051758,4523929.0,4410662.5,0.0,1227619.90025,3296308.984375
40,2017,NonResidential,Seattle,WA,98105,1994,81871,Hotel,87.6999969482422,86.5,173.899993896484,170.399993896484,7177935.0,7085024.5,0.0,3207640.3925,3970294.53125
41,2017,NonResidential,Seattle,WA,98105,1955,110356,Self-Storag,11.1999998092651,11.1999998092651,31.2000007629395,31.2000007629395,294099.1875,293061.59375,0.0,244299.2,49800.0
43,2017,Specialty,Seattle,WA,98108,1992,494835,Office,286.399993896484,286.5,468.5,468.600006103516,579302208.0,579556160.0,0.0,162398671.136,416903500.0
46,2017,Specialty,Seattle,WA,98118,1961,714095,Non-Refrige,47.0,46.9000015258789,147.600006103516,147.399993896484,45259796.0,45199188.0,0.0,45259791.032,0.0
50,2017,Specialty,Seattle,WA,98199,1990,54986,K-12 School,31.5,31.100000381469698,79.3000030517578,78.9000015258789,1733154.0,1712583.75,0.0,1215160.98225,517993.017578125
51,2017,Specialty,Seattle,WA,98115,1950,175565,K-12 School,41.5,40.7999992370605,61.9000015258789,61.2000007629395,7584022.0,7469367.0,0.0,1602005.332125,5982016.796875
52,2017,NonResidential,Seattle,WA,98107,1961,94900,Office,70.5,69.3000030517578,167.5,166.100006103516,6693368.5,6573501.5,0.0,4242691.9175,2450676.171875
53,2017,NonResidential,Seattle,WA,98144,1900,52554,Office,40.7999992370605,40.2000007629395,76.9000015258789,76.1999969482422,2404192.5,2366052.75,0.0,958357.442,1445834.9609375
54,2017,NonResidential,Seattle,WA,98103,1954,175015,K-12 School,48.9000015258789,47.5,83.5999984741211,82.0999984741211,8565306.0,8315324.0,0.0,2699299.3075,5866005.859375
55,2017,NonResidential,Seattle,WA,98121,1911,70586,Self-Storag,27.5,26.7999992370605,65.59999847412111,64.90000152587889,1938035.875,1889896.0,0.0,1239351.63575,698683.984375
56,2017,NonResidential,Seattle,WA,98101,1969,332210,Hotel,43.9000015258789,0.0,100.400001525879,0.0,15316728.0,0.0,0.0,9046481.264,6270246.09375
57,2017,NonResidential,Seattle,WA,98101,1973,168115,Office,56.4000015258789,55.5,177.199996948242,174.100006103516,9567585.0,9402433.0,0.0,9567584.082,0.0
58,2017,NonResidential,Seattle,WA,98101,1920,57428,Other - Mal,20.2999992370605,20.2999992370605,46.7000007629395,46.7000007629395,1164053.75,1164053.75,0.0,698961.848,465091.9921875
59,2017,NonResidential,Seattle,WA,98101,1910,59400,Office,67.6999969482422,67.6999969482422,212.5,212.5,3720013.0,3720013.0,0.0,3720012.7555,0.0
60,2017,NonResidential,Seattle,WA,98101,1926,52549,Other - Ent,307.600006103516,304.5,510.0,506.399993896484,16138114.0,15974657.0,0.0,4692127.808,11445985.9375
62,2017,NonResidential,Seattle,WA,98101,1930,98634,Hotel,55.0,54.0999984741211,157.699996948242,154.899993896484,4871794.0,4791904.0,0.0,4237212.2455,634581.005859375
63,2017,Specialty,Seattle,WA,98101,1982,1083197,Hotel,86.4000015258789,85.9000015258789,192.0,191.399993896484,85870096.0,85364488.0,12991603.0,47219596.063999996,25658890.625
65,2017,NonResidential,Seattle,WA,98101,1985,71150,Hotel,94.0,94.0,215.800003051758,215.800003051758,5397353.5,5397353.5,0.0,3218277.3025,2179075.9765625
66,2017,NonResidential,Seattle,WA,98101,1908,122810,Hotel,52.5,51.0,78.1999969482422,76.5999984741211,6445936.5,6263231.5,0.0,1355423.18425,5090513.28125
67,2017,NonResidential,SEATTLE,WA,98109,1959,113173,Hotel,78.1999969482422,76.5,173.100006103516,167.800003051758,5524202.5,5403693.0,0.0,3074728.4915,2449473.828125
68,2017,NonResidential,Seattle,WA,98109,2000,150453,Hotel,63.9000015258789,63.0,135.300003051758,132.699996948242,7067429.5,6964738.0,0.0,3607881.6405,3459547.265625
69,2017,NonResidential,Seattle,WA,98109,1997,116300,Hotel,66.90000152587889,66.0,146.899993896484,144.0,5923139.0,5840688.5,0.0,3243737.85975,2679400.9765625
70,2017,NonResidential,Seattle,WA,98119,1998,155602,Hotel,45.2999992370605,44.4000015258789,107.800003051758,105.0,7048202.0,6909994.5,0.0,4484683.326,2563517.96875
73,2017,NonResidential,Seattle,WA,98136,1911,56072,K-12 School,64.09999847412111,62.2999992370605,87.9000015258789,86.0,3595219.75,3495458.0,0.0,552098.812125,3043120.8984375
77,2017,NonResidential,Seattle,WA,98109,1999,122942,Hotel,72.5,71.6999969482422,144.0,141.300003051758,5659957.5,5595112.5,0.0,2532541.2195,3127416.015625
82,2017,NonResidential,Seattle,WA,98122,1962,54984,Office,66.6999969482422,64.5,147.800003051758,143.399993896484,3667950.0,3544293.5,0.0,2045667.5855,1622282.03125
84,2017,NonResidential,Seattle,WA,98126,1922,371257,Senior Care,161.800003051758,161.899993896484,251.399993896484,251.5,47947440.0,47970628.0,0.0,11550837.230999999,36396600.0
85,2017,NonResidential,Seattle,WA,98133,1970,93397,Senior Care,185.800003051758,181.800003051758,322.100006103516,316.5,17354576.0,16977500.0,0.0,5676673.203,11677903.125
86,2017,NonResidential,Seattle,WA,98109,2008,84103,Hotel,69.40000152587889,69.40000152587889,180.199996948242,180.199996948242,4397191.5,4397576.5,0.0,3255417.13575,1141774.0234375
87,2017,Specialty,Seattle,WA,98146,1948,53352,K-12 School,22.600000381469698,22.5,49.5999984741211,49.5,2030587.125,2020764.25,0.0,1114948.83625,915637.98828125
89,2017,NonResidential,Seattle,WA,98122,1965,241014,Medical Off,82.8000030517578,82.1999969482422,200.600006103516,198.699996948242,14823875.0,14707000.0,0.0,9735270.234,5088603.90625
95,2017,NonResidential,Seattle,WA,98104,1908,76631,Hotel,98.6999969482422,98.0999984741211,172.5,170.5,7563180.5,7515292.0,0.0,2525522.09575,5037658.203125
96,2017,NonResidential,Seattle,WA,98104,1983,99780,Medical Off,196.199996948242,193.899993896484,482.600006103516,476.600006103516,14841480.0,14668101.0,5212174.0,9629305.456,0.0
98,2017,NonResidential,Seattle,WA,98109,1929,58320,Retail Stor,14.8999996185303,14.3000001907349,24.399999618530302,23.7999992370605,926844.625,890371.8125,0.0,262468.44653125,664376.025390625
100,2017,NonResidential,Seattle,WA,98109,2010,316306,Office,57.0,57.0,155.899993896484,155.899993896484,16381541.0,16384160.0,0.0,13206806.222000001,3174733.0078125
102,2017,NonResidential,Seattle,WA,98109,1990,282863,Hotel,81.3000030517578,80.5,178.100006103516,177.399993896484,19158784.0,18986238.0,0.0,10472824.361,8685958.59375
103,2017,Specialty,Seattle,WA,98109,1962,389000,Other,72.0999984741211,71.5999984741211,164.199996948242,163.5,26547420.0,26365384.0,7990000.0,15044894.978,885523.92578125
104,2017,Specialty,Seattle,WA,98109,1962,91213,Other,91.8000030517578,91.5999984741211,227.0,226.800003051758,5967398.5,5956533.0,1841070.125,3930967.7589999996,0.0
106,2017,Specialty,Seattle,WA,98109,1938,396085,Other,104.800003051758,103.699996948242,168.5,167.300003051758,29197694.0,28870044.0,16949830.0,6674862.7595,0.0
107,2017,NonResidential,Seattle,WA,98109,2010,571329,Office,62.5,61.7999992370605,172.100006103516,169.899993896484,39074696.0,38648836.0,0.0,31822031.648000002,7252659.375
110,2017,Specialty,Seattle,WA,98109,1962,52000,Other,54.7000007629395,54.4000015258789,117.900001525879,117.599998474121,2844245.75,2829869.0,1186200.0,1422455.656125,0.0
112,2017,Specialty,Seatle,WA,98109,1928,262048,Other,76.1999969482422,74.3000030517578,181.600006103516,179.199996948242,22553604.0,21981486.0,6062000.0,13994465.569,510475.9765625
113,2017,NonResidential,Seattle,WA,98109,1986,66240,Office,79.5,79.5,249.600006103516,249.600006103516,4422798.5,4422798.5,0.0,4422797.7495,0.0
114,2017,NonResidential,Seattle,WA,98109,2010,920598,Office,52.5999984741211,51.5999984741211,133.800003051758,132.600006103516,38695232.0,37935880.0,0.0,27659335.35,11035894.53125
115,2017,NonResidential,Seattle,WA,98033,1970,76213,Office,71.9000015258789,70.3000030517578,191.300003051758,189.600006103516,3664215.5,3580430.75,0.0,2823175.16625,841039.94140625
116,2017,NonResidential,Seattle,WA,98109,2002,96910,Hotel,101.800003051758,100.400001525879,202.5,198.199996948242,6104526.5,6022328.5,0.0,2745387.96375,3359138.28125
117,2017,NonResidential,Seattle,WA,98105,1962,50017,Hotel,109.599998474121,108.400001525879,204.100006103516,200.300003051758,5480266.0,5419661.5,0.0,2131461.68575,3348803.90625
118,2017,Specialty,Seattle,WA,98106,1999,74468,K-12 School,22.7999992370605,22.7999992370605,71.5999984741211,71.5999984741211,1717534.25,1718059.5,0.0,1717533.946125,0.0
119,2017,NonResidential,Seattle,WA,98112,1923,67743,K-12 School,51.7000007629395,50.0999984741211,103.300003051758,101.599998474121,3502572.0,3391377.5,0.0,1589835.68775,1912736.1328125
120,2017,NonResidential,Seattle,WA,98112,1908,194104,K-12 School,36.7999992370605,35.7000007629395,63.5999984741211,62.5,7351460.0,7148590.5,0.0,2390908.45975,4960550.78125
121,2017,NonResidential,Seattle,WA,98144,2003,99433,Office,78.1999969482422,77.4000015258789,245.5,243.0,4979052.0,4927985.5,0.0,4979051.4180000005,0.0
122,2017,Specialty,Seattle,WA,98144,1991,60725,K-12 School,36.7999992370605,36.5999984741211,115.5,114.800003051758,2233187.0,2220198.5,0.0,2233186.8405,0.0
125,2017,Specialty,Seattle,WA,98108,1957,130862,K-12 School,55.5,54.2000007629395,91.9000015258789,90.5,7730110.0,7548106.0,0.0,2241183.50225,5488926.171875
127,2017,Specialty,Seattle,WA,98118,1989,59955,K-12 School,29.5,29.2999992370605,85.8000030517578,85.5999984741211,1767751.5,1758171.25,0.0,1572161.207875,195589.97802734398
130,2017,Specialty,Seattle,WA,98119,1964,93218,K-12 School,32.9000015258789,31.899999618530302,66.8000030517578,65.8000030517578,3064196.5,2976964.75,0.0,1439460.74425,1624735.83984375
131,2017,NonResidential,Seattle,WA,98115,1941,56521,Other,117.099998474121,117.099998474121,367.700012207031,367.700012207031,5737653.0,5737653.0,0.0,5737652.467,0.0
132,2017,NonResidential,Seattle,WA,98115,1929,228385,Other,28.2000007629395,27.600000381469698,48.7999992370605,47.7999992370605,3653232.75,3571587.5,0.0,1186793.61425,2466439.0625
136,2017,NonResidential,Seattle,WA,98133,2001,51390,Hotel,69.5,69.09999847412111,131.100006103516,129.699996948242,3571819.75,3548590.5,0.0,1429972.612,2141847.0703125
137,2017,Specialty,Seattle,WA,98133,1963,131013,K-12 School,32.7000007629395,31.0,63.2999992370605,61.2999992370605,4313222.5,4090444.0,0.0,1827258.00175,2485964.2578125
138,2017,Specialty,Seattle,WA,98133,1959,245587,K-12 School,50.5999984741211,48.5,84.1999969482422,81.6999969482422,12601269.0,12085780.0,0.0,3704373.4269999997,8896895.3125
139,2017,NonResidential,Seattle,WA,98133,2002,69138,Hotel,47.7999992370605,47.2000007629395,104.0,102.0,3377110.5,3330187.25,0.0,1818606.6625,1558503.41796875
140,2017,Specialty,Seattle,WA,98103,1991,66588,K-12 School,33.5,33.0,105.199996948242,103.5,2231671.25,2194265.75,0.0,2231671.0595,0.0
144,2017,NonResidential,Seattle,WA,98104,1904,190980,Hotel,32.5999984741211,32.5999984741211,81.5999984741211,81.5999984741211,6220623.5,6220623.5,0.0,4331480.6875,1889141.9921875
145,2017,Specialty,Seattle,WA,98111,1998,284100,Other - Ent,78.5,77.5999984741211,192.800003051758,190.800003051758,14894600.0,14728079.0,4690673.5,9676809.879,527115.966796875
147,2017,Specialty,Seattle,WA,98107,1954,285333,Hospital (G,229.100006103516,0.0,465.0,0.0,69350008.0,0.0,0.0,32490882.596,36859118.75
148,2017,Specialty,Seattle,WA,98107,1991,55513,K-12 School,26.2000007629395,26.2000007629395,82.3000030517578,82.3000030517578,1618890.625,1619592.75,0.0,1618890.253875,0.0
163,2017,Specialty,Seattle,WA,98104,2006,61156,Fire Statio,131.100006103516,129.600006103516,330.79998779296903,327.600006103516,9434370.0,9327808.0,0.0,6652462.552999999,2781906.8359375
167,2017,NonResidential,Seattle,WA,98104,1910,72820,Museum,40.0999984741211,39.5,90.0999984741211,88.5999984741211,2327732.5,2289895.5,0.0,1330494.365875,997237.98828125
168,2017,NonResidential,Seattle,WA,98109,1996,162222,Hotel,70.4000015258789,69.6999969482422,150.600006103516,148.5,8001963.0,7927950.5,0.0,4171709.9489999996,3830252.734375
169,2017,Specialty,Seattle,WA,98144,1990,289588,K-12 School,29.7000007629395,28.899999618530302,76.0999984741211,75.1999969482422,8600206.0,8370211.5,0.0,6218969.2325,2381235.7421875
170,2017,NonResidential,SEATTLE,WA,98122,1915,64820,College/Uni,62.5,60.2999992370605,136.600006103516,134.199996948242,4054425.75,3908019.0,0.0,2200265.3055,1854160.15625
172,2017,Specialty,Seattle,WA,98106,1970,529343,College/Uni,74.3000030517578,73.1999969482422,173.0,171.800003051758,39335420.0,38726292.0,0.0,24057585.5,15277831.25
173,2017,NonResidential,Seattle,WA,98115,2002,96300,Office,179.699996948242,178.800003051758,494.600006103516,493.299987792969,17476230.0,17382840.0,0.0,14234939.064000001,3241288.8671875
174,2017,Specialty,Seattle,WA,98134,1950,67356,Repair Serv,103.400001525879,99.9000015258789,176.100006103516,172.5,7010479.0,6773748.5,0.0,2189532.0065,4820946.875
175,2017,Specialty,Seattle,WA,98122,2008,254523,K-12 School,54.2999992370605,53.0999984741211,118.099998474121,116.900001525879,14018362.0,13703880.0,0.0,7547851.535,6470509.375
176,2017,Specialty,Seatt;e,WA,98118,2001,78804,K-12 School,35.4000015258789,34.5999984741211,82.1999969482422,81.4000015258789,2786048.75,2730437.5,0.0,1698710.581875,1087337.98828125
177,2017,Specialty,Seattle,WA,98122,2002,66994,K-12 School,38.4000015258789,37.5,99.1999969482422,98.3000030517578,2614529.0,2555028.5,0.0,1918441.99575,696087.01171875
178,2017,Specialty,Seattle,WA,98118,2000,98357,K-12 School,38.5999984741211,37.5999984741211,82.0999984741211,81.0,3798545.75,3696395.0,0.0,1954754.63225,1843790.8203125
179,2017,NonResidential,Seattle,WA,98118,1958,54765,Office,93.1999969482422,91.0,255.100006103516,250.199996948242,4733395.0,4617186.0,0.0,3818572.6405,914821.97265625
180,2017,NonResidential,Seattle,WA,98118,2009,89821,Other - Lod,28.399999618530302,27.5,31.7999992370605,30.7000007629395,2529056.0,2444487.25,0.0,83812.0281328125,2445243.9453125
182,2017,NonResidential,Seattle,WA,98119,1980,52611,College/Uni,84.6999969482422,82.8000030517578,190.100006103516,188.100006103516,4456880.5,4356064.0,0.0,2545372.8985,1911507.2265625
183,2017,Residential,Seattle,WA,98119,2001,139600,Residence H,36.7000007629395,36.5999984741211,75.0999984741211,74.8000030517578,4968569.5,4956664.5,0.0,2376104.4315,2592465.0390625
185,2017,Specialty,Seattle,WA,98125,2011,236758,K-12 School,39.0,38.0999984741211,83.5,82.5,9442413.0,9214896.0,0.0,4927190.723999999,4515221.484375
187,2017,NonResidential,Seattle,WA,98122,1971,250981,Other,65.1999969482422,63.7999992370605,148.199996948242,146.600006103516,14068176.0,13786255.0,5569413.0,7833904.232000001,664856.982421875
189,2017,Specialty,Seattle,WA,98117,2002,62526,K-12 School,35.0999984741211,34.4000015258789,73.1999969482422,72.5,2191821.75,2148844.75,0.0,1088996.417875,1102825.0
190,2017,NonResidential,Seattle,WA,98108,2007,64015,Office,52.5,51.4000015258789,134.100006103516,132.899993896484,2836478.0,2774755.0,0.0,2041103.82225,795374.0234375
194,2017,Specialty,Seattle,WA,98125,1951,530039,Retail Stor,57.9000015258789,56.5999984741211,123.599998474121,120.699996948242,30711020.0,30023472.0,0.0,15911817.644000001,14799200.0
195,2017,NonResidential,Seattle,WA,98125,1964,54224,Other/Speci,133.300003051758,133.300003051758,281.79998779296903,281.79998779296903,6265807.5,6267917.0,0.0,3190494.666,3075312.5
197,2017,NonResidential,Seattle,WA,98125,1965,124342,Retail Stor,70.9000015258789,70.5999984741211,219.800003051758,219.199996948242,8652292.0,8616892.0,0.0,8485606.468,166683.996582031
198,2017,Specialty,Seattle,WA,98105,1953,879000,Hospital (G,287.5,283.79998779296903,560.799987792969,554.200012207031,258019328.0,254681152.0,0.0,111167675.384,146851637.5
200,2017,NonResidential,Seattle,WA,98133,1996,55442,Financial O,96.9000015258789,94.1999969482422,207.5,204.600006103516,3613813.5,3511543.0,0.0,1886055.29175,1727757.8125
205,2017,Specialty,Seattle,WA,98117,1999,242795,K-12 School,37.5,37.0999984741211,107.0,106.599998474121,9096033.0,9005074.0,0.0,7858509.017000001,1237522.8515625
209,2017,NonResidential,Seattle,WA,98122,1910,84870,Self-Storag,14.6000003814697,14.5,30.2999992370605,30.100000381469698,1251958.25,1238536.75,0.0,609647.949875,642310.009765625
211,2017,Specialty,SEATTLE,WA,98103,1970,694072,College/Uni,61.2000007629395,60.7000007629395,174.5,172.899993896484,39987776.0,39619168.0,0.0,34458357.804,5529414.84375
212,2017,Specialty,Seattle,WA,98118,1952,173185,K-12 School,45.0999984741211,43.4000015258789,66.90000152587889,65.09999847412111,7807653.0,7512366.5,0.0,1622525.739875,6185126.953125
214,2017,Specialty,Seattle,WA,98106,1963,145341,K-12 School,44.2999992370605,43.5999984741211,75.5,74.8000030517578,5725513.5,5629200.5,0.0,1793670.27375,3931842.96875
215,2017,NonResidential,Seattle,WA,98108,1904,114297,Non-Refrige,19.3999996185303,18.7999992370605,38.4000015258789,37.4000015258789,2217277.5,2154016.75,0.0,983343.5179999999,1233933.984375
216,2017,Specialty,Seattle,WA,98118,1960,184125,K-12 School,53.5,52.2000007629395,88.8000030517578,87.5,9800618.0,9570056.0,0.0,2866498.3965,6934118.75
217,2017,Specialty,Seattle,WA,98117,1959,160270,K-12 School,41.0999984741211,40.5999984741211,66.59999847412111,66.09999847412111,6524110.0,6438029.5,0.0,1778956.02375,4745153.90625
220,2017,NonResidential,Seattle,WA,98134,1937,234144,Non-Refrige,32.0,31.2000007629395,45.7000007629395,44.7999992370605,7500874.5,7306024.0,0.0,1349674.284125,6151200.0
223,2017,NonResidential,Seattle,WA,98126,1966,64984,Retail Stor,47.2999992370605,46.0999984741211,132.600006103516,130.5,3094629.0,3016587.0,0.0,2597620.4280000003,497008.0078125
224,2017,NonResidential,Seattle,WA,98126,1965,67745,Retail Stor,138.0,137.899993896484,225.899993896484,225.600006103516,9352816.0,9349917.0,0.0,2626481.2565,6726334.375
225,2017,Specialty,Seattle,WA,98126,2010,367884,K-12 School,34.9000015258789,34.5,80.9000015258789,80.5,12822132.0,12687513.0,0.0,7793294.607999999,5028837.109375
226,2017,Specialty,Seattle,WA,98126,1958,46797,K-12 School,53.9000015258789,53.4000015258789,93.5999984741211,93.0999984741211,2520889.0,2499488.75,0.0,828414.1409375,1692475.0
227,2017,Specialty,Seattle,WA,98144,1963,136188,K-12 School,39.2999992370605,38.0,65.0,63.7000007629395,5385384.5,5212222.5,0.0,1557543.560125,3827841.015625
228,2017,NonResidential,Seattle,WA,98117,1973,56000,Other,35.4000015258789,34.2999992370605,66.1999969482422,65.09999847412111,1982074.375,1921330.0,0.0,778367.298125,1203707.03125
229,2017,Specialty,Seattle,WA,98118,2004,67371,K-12 School,34.5,33.9000015258789,81.0999984741211,80.4000015258789,2326197.0,2282365.25,0.0,1444794.659875,881402.05078125
230,2017,NonResidential,Seattle,WA,98126,1969,52088,Self-Storag,27.0,26.600000381469698,50.9000015258789,50.2000007629395,1406600.25,1384492.0,0.0,563100.4329375,843499.51171875
231,2017,Specialty,Seattle,WA,98103,2010,127776,K-12 School,34.9000015258789,34.7999992370605,94.6999969482422,94.5999984741211,4458362.0,4441778.0,0.0,3549735.6160000004,908626.07421875
232,2017,NonResidential,Seattle,WA,98109,1998,123920,Hotel,73.1999969482422,73.1999969482422,144.300003051758,144.300003051758,9070980.0,9072679.0,0.0,3998611.9385,5072367.578125
233,2017,Specialty,Seattle,WA,98109,1900,50000,Museum,181.600006103516,180.0,375.5,370.399993896484,7807559.0,7739639.0,0.0,3803265.1289999997,4004292.96875
234,2017,Specialty,Seattle,WA,98109,1926,50292,Non-Refrige,6.5,0.0,20.2999992370605,0.0,348190.3125,0.0,0.0,348190.1750625,0.0
235,2017,NonResidential,Seattle,WA,98109,1998,207656,Hotel,84.1999969482422,82.0,176.800003051758,171.399993896484,11927346.0,11616172.0,0.0,5985445.555,5941899.609375
237,2017,Specialty,Seattle,WA,98117,1999,67235,K-12 School,37.7000007629395,37.0,88.9000015258789,88.0999984741211,2537124.0,2486469.75,0.0,1584473.72975,952650.0
238,2017,Specialty,Seattle,WA,98103,1957,91130,Office,100.0,99.1999969482422,256.899993896484,254.800003051758,9432721.0,9357136.0,0.0,6851100.663,2581620.1171875
239,2017,Specialty,Seattle,WA,98136,1991,58118,K-12 School,24.600000381469698,24.2000007629395,67.1999969482422,66.8000030517578,1454677.375,1429926.25,0.0,1167533.194125,287144.018554688
241,2017,NonResidential,Seattle,WA,98133,1968,64893,Hotel,112.900001525879,111.099998474121,213.5,207.800003051758,7323443.0,7207118.5,0.0,2949068.37,4374374.21875
242,2017,Specialty,Seattle,WA,98115,1989,52792,K-12 School,25.399999618530302,25.2999992370605,79.8000030517578,79.5,1409767.875,1405008.75,0.0,1409767.81425,0.0
243,2017,Specialty,Seattle,WA,98108,1925,70762,K-12 School,63.0,62.0,79.6999969482422,78.6999969482422,4360317.5,4290225.5,0.0,450599.275875,3909717.96875
244,2017,NonResidential,seattle,WA,98104,1900,44558,Office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262687.689875,0.0
245,2017,NonResidential,Seattle,WA,98134,1999,1585960,Other - Ent,43.4000015258789,42.0999984741211,117.199996948242,114.699996948242,68816432.0,66829032.0,0.0,54379715.596,14436714.0625
