BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
19967,2015,Specialty,Seattle,WA,98109,2001,"35,805",,8.9,9.5,24.6,25.3,317581,340499,0,262176,55417
19969,2015,Residential,Seattle,WA,98125,2002,"56,473",,37.2,37.2,116.7,116.7,1308324,1308324,0,1308378,0
19976,2015,Residential,Seattle,WA,98136,1968,"51,490",,27.2,30.1,64.2,72.0,1398253,1551833,0,880138,518152
19986,2015,Residential,Seattle,WA,98103,1987,"45,348",,30.2,32.8,95.0,102.9,1371445,1486001,0,1371502,0
19988,2015,Residential,Seattle,WA,98133,1966,"31,317",,27.2,28.7,85.4,90.0,851563,897786,0,851598,0
19990,2015,Residential,Seattle,WA,98133,1969,"99,372",,27.5,28.8,86.4,90.4,2735128,2861436,0,2735241,0
19991,2015,Residential,Seattle,WA,98133,1964,"26,744",,22.7,24.1,71.3,75.6,606886,643804,0,606911,0
19992,2015,Residential,Seattle,WA,98133,1987,"30,060",,23.3,24.4,73.0,76.7,699217,734723,0,699246,0
20000,2015,NonResidential,Seattle,WA,98103,1928,"45,991",,22.7,27.9,46.7,54.2,1044642,1285168,0,503890,540773
20004,2015,Residential,Seattle,WA,98105,2002,"119,996",,48.7,50.7,131.0,133.1,5051636,5259604,0,3963991,1087808
20005,2015,Residential,Seattle,WA,98105,1997,"23,794",,22.1,23.7,69.4,74.6,525668,564940,0,525690,0
20007,2015,Residential,Seattle,WA,98106,1988,"48,996",,28.1,31.4,88.4,98.5,1379206,1536267,0,1379263,0
20009,2015,Residential,Seattle,WA,98199,2007,"37,090",,27.0,28.0,82.3,84.8,946138,982381,0,907741,38435
20011,2015,Residential,Seattle,WA,98106,1998,"23,533",,54.7,58.7,154.9,164.8,1286882,1381366,0,1098043,188885
20013,2015,Residential,Seattle,WA,98101,2001,"52,020",,39.0,42.9,108.9,115.4,1956075,2150829,0,1627418,328725
20017,2015,Residential,Seattle,WA,98116,1958,"32,612",,24.1,27.2,75.7,85.4,785901,887462,0,785934,0
20021,2015,Residential,Seattle,WA,98144,1971,"58,485",,41.1,45.6,129.0,143.2,2401890,2667596,0,2401989,0
20027,2015,Residential,Seattle,WA,98105,1999,"147,443",,29.9,32.1,93.9,100.8,2740128,2939906,0,2740242,0
20028,2015,Residential,Seattle,WA,98105,1988,"65,103",,54.5,61.3,171.0,192.5,2674034,3009036,0,2674145,0
20029,2015,NonResidential,Seattle,WA,98105,1921,"21,499",,22.1,22.8,69.3,71.5,474359,489528,0,474378,0
20033,2015,NonResidential,Seattle,WA,98105,1989,"20,384",,73.0,73.0,225.1,225.1,1826203,1826203,0,1777327,48950
20037,2015,Residential,Seattle,WA,98105,1960,"21,528",,28.3,30.8,88.9,96.7,609368,662645,0,609393,0
20047,2015,NonResidential,Seattle,WA,98105,1956,"39,265",,140.8,142.6,429.7,431.6,5528223,5598862,0,5295572,232869
20048,2015,NonResidential,Seattle,WA,98105,1956,"54,284",,128.2,130.6,390.4,392.9,7008252,7139607,0,6694748,313781
20050,2015,NonResidential,Seattle,WA,98105,1956,"23,409",,107.7,107.7,321.7,321.7,2520919,2520919,0,2337349,183667
20052,2015,NonResidential,Seattle,WA,98105,1997,"63,153",,77.9,75.3,237.3,229.3,4917420,4757822,0,4698741,218876
20056,2015,Residential,Seattle,WA,98105,1980,"321,333",,22.4,25.3,52.3,59.0,7182436,8117402,0,4440015,2742603
20066,2015,NonResidential,Seattle,WA,98105,1961,"24,100",,52.0,52.0,110.6,110.6,1607578,1607578,0,827601,780011
20067,2015,NonResidential,Seattle,WA,98101,1923,"33,600",,133.1,138.9,332.9,339.0,4470620,4666185,0,3105221,1365528
20068,2015,Residential,Seattle,WA,98121,1907,"39,201",,74.2,83.6,182.7,200.0,1769998,1994543,0,1196217,573830
20069,2015,Residential,Seattle,WA,98121,1909,"23,568",,51.0,55.8,112.1,122.8,858932,939353,0,472018,386934
20071,2015,Residential,Seattle,WA,98121,1917,"21,130",,65.0,80.6,86.9,103.4,1372475,1703889,0,189342,1183141
20072,2015,Residential,Seattle,WA,98121,1914,"36,880",,56.6,65.6,91.0,101.8,2086588,2417747,1349585,458962,278060
20073,2015,NonResidential,Seattle,WA,98121,1927,"32,356",,40.3,45.2,99.7,104.1,1303887,1463824,448146,855776,0
20082,2015,NonResidential,Seattle,WA,98121,1960,"61,180",,57.9,59.1,123.1,126.8,3542542,3615061,0,1824101,1718517
20087,2015,NonResidential,Seattle,WA,98121,1978,"43,506",,92.3,101.3,207.3,210.7,3005926,3297982,0,1720052,1285945
20093,2015,Residential,Seattle,WA,98101,2008,"501,239",,53.5,54.9,139.7,141.2,14431245,14821898,0,10778594,3653098
20094,2015,Residential,Seattle,WA,98101,1970,"179,745",,63.8,72.4,169.4,196.4,7753535,8798310,0,5948905,1804877
20095,2015,Residential,Seattle,WA,98107,1949,"159,820",,28.5,31.9,65.4,74.3,4558824,5103522,0,2707328,1851608
20100,2015,Residential,Seattle,WA,98107,1968,"60,858",,31.0,34.5,75.8,85.5,1885930,2100107,0,1259972,626010
20112,2015,Residential,Seattle,WA,98126,1990,"28,033",,32.6,35.0,69.3,75.5,909703,976271,0,469353,440369
20120,2015,Residential,Seattle,WA,98144,1986,"39,816",,34.1,38.3,107.1,120.4,1357442,1526536,0,1357498,0
20130,2015,NonResidential,Seattle,WA,98115,1910,"23,931",,18.8,0.0,33.5,0.0,450518,0,0,157691,292834
20132,2015,NonResidential,Seattle,WA,98103,1948,"21,393",,38.0,47.9,65.3,80.0,813252,1025125,0,260288,552974
20138,2015,Residential,Seattle,WA,98144,2010,"78,005",,27.2,29.7,68.2,74.5,1735816,1891693,0,1208751,527114
20140,2015,Residential,Seattle,WA,98144,1956,"20,400",,46.3,51.9,145.5,162.8,947518,1060432,0,947557,0
20141,2015,NonResidential,Seattle,WA,98144,1990,"47,560",,26.4,31.2,57.4,62.4,1242764,1468567,0,669000,573792
20145,2015,NonResidential,Seattle,WA,98104,2006,"62,334",,21.5,24.0,42.1,46.8,1101695,1235125,0,479844,621871
20153,2015,Residential,Seattle,WA,98115,1982,"41,664",,23.4,26.0,73.4,81.7,973242,1083549,0,973282,0
20160,2015,NonResidential,Seattle,WA,98105,1930,"20,960",,70.1,85.8,111.7,131.3,1469870,1797865,0,382271,1087614
20162,2015,Residential,Seattle,WA,98101,2012,"67,403",,66.4,74.8,123.8,132.7,4475652,5043504,0,1744597,2731127
20163,2015,Residential,Seattle,WA,98101,2008,"517,164",,29.2,30.5,77.8,79.6,12271749,12846606,0,9490316,2781826
20164,2015,Residential,Seattle,WA,98101,1929,"30,180",,58.0,66.9,105.2,114.6,2202407,2540826,0,807013,1395428
20166,2015,NonResidential,Seattle,WA,98121,1910,"28,800",,25.4,28.2,74.0,80.9,731315,811595,0,652653,78689
20167,2015,NonResidential,Seattle,WA,98121,1957,"21,600",,49.8,60.1,105.7,115.0,1074937,1299224,0,551891,523069
20168,2015,NonResidential,Seattle,WA,98101,1995,"22,860",,44.6,49.3,140.0,154.8,1019043,1126822,0,1019086,0
20169,2015,Residential,Seattle,WA,98103,1990,"25,490",,26.1,29.0,82.1,91.0,666436,739005,0,666464,0
20170,2015,Residential,Seattle,WA,98118,2010,"387,971",,26.1,27.6,61.4,65.0,10564729,11190256,0,6596352,3968652
20179,2015,Residential,Seattle,WA,98105,1966,"25,137",,28.6,32.3,89.8,101.5,718552,812872,0,718582,0
20182,2015,NonResidential,Seattle,WA,98105,1972,"26,366",,29.9,36.9,59.0,68.5,790204,974557,0,348184,442034
20186,2015,Residential,Seattle,WA,98126,1992,"31,236",,29.1,31.7,91.4,99.5,908834,989770,0,908872,0
20187,2015,Residential,Seattle,WA,98122,2005,"140,759",,29.3,32.4,80.7,86.6,4130053,4560466,0,3358513,771679
20188,2015,Residential,Seattle,WA,98106,1999,"27,119",,29.5,31.8,92.5,99.8,652425,703975,0,652452,0
20197,2015,NonResidential,Seattle,WA,98118,1965,"21,732",,37.8,43.5,85.2,91.2,820705,945563,0,473680,347044
20198,2015,Residential,Seattle,WA,98118,1961,"43,752",,33.9,38.0,106.6,119.2,1484807,1660565,0,1484869,0
20199,2015,Residential,Seattle,WA,98118,1968,"60,270",,25.4,27.6,79.7,86.6,1375366,1495433,0,1375423,0
20201,2015,Residential,Seattle,WA,98118,1968,"160,561",,35.5,40.9,62.9,69.3,5696571,6571058,0,1973022,3723630
20207,2015,Residential,Seattle,WA,98118,1969,"34,678",,32.8,35.2,103.1,110.4,1138520,1219575,0,1138567,0
20209,2015,Residential,Seattle,WA,98199,1977,"22,394",,33.5,37.2,105.1,116.7,749207,832240,0,749238,0
20210,2015,Residential,Seattle,WA,98102,2007,"145,812",,41.3,42.9,97.4,99.0,5148331,5339137,0,3216937,1931527
20211,2015,NonResidential,Seattle,WA,98107,1945,"21,060",,13.7,15.8,36.0,39.4,335382,384745,0,251820,83572
20212,2015,NonResidential,Seattle,WA,98107,1960,"20,539",,78.3,79.7,189.4,190.8,1622008,1651053,0,1062348,559704
20217,2015,Specialty,Seattle,WA,98115,1958,"38,624",,34.3,41.1,76.2,86.4,1356465,1625891,0,760297,596200
20222,2015,Residential,Seattle,WA,98102,1985,"22,874",,27.4,29.7,85.9,93.3,625938,679997,0,625964,0
20223,2015,Residential,Seattle,WA,98125,1965,"21,469",,25.6,28.4,80.4,89.2,549438,609605,0,549461,0
20224,2015,Residential,Seattle,WA,98125,1984,"50,252",,47.3,53.7,148.6,168.5,2378077,2696863,0,2378176,0
20228,2015,Residential,Seattle,WA,98133,1978,"22,824",,29.7,31.2,93.4,97.9,609218,638724,0,609244,0
20230,2015,Residential,Seattle,WA,98133,1988,"57,338",,27.8,29.0,87.4,91.1,1201918,1252493,0,1201968,0
20232,2015,Residential,Seattle,WA,98125,1928,"93,502",,34.2,38.3,76.0,86.5,3195230,3581699,0,1793289,1402015
20234,2015,Residential,Seattle,WA,98105,1909,"20,260",,31.4,30.2,98.6,94.8,636266,611719,0,636292,0
20237,2015,NonResidential,Seattle,WA,98105,1900,"32,960",,27.0,27.0,84.7,84.7,889225,889225,0,889262,0
20241,2015,NonResidential,Seattle,WA,98105,1921,"29,636",,21.3,21.3,67.0,67.0,632157,632157,0,632183,0
20242,2015,NonResidential,Seattle,WA,98105,1930,"20,571",,35.1,37.0,110.3,116.1,722891,760698,0,722921,0
20243,2015,Residential,Seattle,WA,98105,1956,"23,742",,27.2,31.0,85.4,97.4,645790,736703,0,645817,0
20246,2015,Residential,Seattle,WA,98105,1964,"22,344",,29.6,33.4,92.8,104.9,660508,746270,0,660535,0
20251,2015,Residential,Seattle,WA,98105,1981,"24,492",,27.2,30.8,85.6,96.8,577023,652828,0,577047,0
20252,2015,Residential,Seattle,WA,98105,1962,"31,075",,21.4,25.5,67.1,80.1,664088,792531,0,664115,0
20258,2015,Residential,Seattle,WA,98105,1925,"28,700",,30.0,34.3,94.1,107.7,860452,984724,0,860488,0
20263,2015,Residential,Seattle,WA,98105,1924,"22,542",,31.1,35.3,73.7,84.4,700739,795483,0,442566,258191
20264,2015,Residential,Seattle,WA,98105,1923,"24,680",,31.8,37.0,71.8,84.8,784584,912455,0,453592,331010
20265,2015,Residential,Seattle,WA,98105,1928,"63,837",,37.0,44.0,88.8,108.0,2330029,2772716,0,1509787,820305
20266,2015,NonResidential,Seattle,WA,98105,1926,"47,992",,59.9,76.0,104.5,123.3,2873278,3648423,0,956044,1917273
20267,2015,Residential,Seattle,WA,98105,1916,"22,320",,76.5,91.9,137.0,153.1,1623647,1948742,0,574393,1049278
20273,2015,NonResidential,Seattle,WA,98105,1993,"28,572",,122.6,126.5,243.8,248.0,2696136,2782869,0,1212032,1484154
20274,2015,Residential,Seattle,WA,98105,1964,"26,639",,27.0,30.0,84.8,94.3,719060,800125,0,719090,0
20279,2015,Residential,Seattle,WA,98105,1963,"34,735",,26.7,30.5,83.7,95.9,737570,845319,0,737600,0
20280,2015,Residential,Seattle,WA,98105,1963,"25,568",,35.6,39.8,111.8,125.0,717766,802695,0,717795,0
20281,2015,Residential,Seattle,WA,98105,1927,"25,904",,37.3,42.5,84.9,98.9,965786,1099673,0,566601,399208
20296,2015,Residential,Seattle,WA,98105,1941,"24,548",,30.6,35.0,96.0,109.9,750679,859037,0,750710,0
20297,2015,Residential,Seattle,WA,98105,1970,"71,827",,31.8,36.1,99.8,113.4,1700276,1930609,0,1700347,0
20303,2015,Residential,Seattle,WA,98102,2008,"145,350",,24.5,26.4,72.9,76.9,3567977,3830002,0,3278499,289614
20304,2015,Residential,Seattle,WA,98105,2004,"169,931",,28.7,30.8,90.3,96.8,3291518,3528829,0,3291655,0
20307,2015,Residential,Seattle,WA,98105,1998,"69,452",,40.1,44.0,107.7,114.2,2788342,3053014,0,2177573,610859
20308,2015,Residential,Seattle,WA,98105,1999,"47,791",,24.7,26.7,77.7,83.8,1181963,1275507,0,1182012,0
20309,2015,Residential,Seattle,WA,98125,1969,"29,683",,34.0,34.0,103.1,103.1,1009566,1009566,0,957147,52459
20310,2015,Residential,Seattle,WA,98136,2003,"40,791",,39.2,43.9,93.3,101.2,1735728,1944947,0,1105828,629946
20311,2015,Residential,Seattle,WA,98103,1971,"56,319",,44.6,50.0,114.8,130.2,2512443,2817842,0,1830620,681899
20312,2015,Residential,Seattle,WA,98107,1975,"30,948",,25.6,28.9,80.3,90.8,577290,652692,0,577314,0
20316,2015,Residential,Seattle,WA,98107,1988,"39,319",,29.3,31.9,92.1,100.2,903228,982286,0,903265,0
20320,2015,Residential,Seattle,WA,98116,1984,"41,443",,35.8,40.1,112.3,126.0,1481698,1663198,0,1481759,0
20321,2015,Residential,Seattle,WA,98125,1975,"130,680",,26.5,30.7,83.3,96.4,3467698,4011011,0,3467841,0
20323,2015,NonResidential,Seattle,WA,98104,1982,"115,775",,16.5,17.9,51.9,56.3,2892428,3136113,0,2892548,0
20324,2015,NonResidential,Seattle,WA,98115,2000,"31,386",,32.6,0.0,82.9,0.0,978211,0,0,699137,279103
20325,2015,Specialty,Seattle,WA,98115,1989,"21,500",,64.1,71.2,136.4,143.9,6159684,6844304,0,3179766,2980050
20330,2015,Residential,Seattle,WA,98101,1989,"140,778",,28.5,31.0,89.5,97.2,2751694,2990058,0,2751808,0
20340,2015,Residential,Seattle,WA,98105,1961,"30,834",,22.2,24.7,69.8,77.5,641713,712993,0,641740,0
20343,2015,Residential,Seattle,WA,98119,2002,"21,536",,23.7,23.7,74.3,74.3,509372,509372,0,509393,0
20350,2015,Residential,Seattle,WA,98133,1988,"47,873",,20.7,21.4,64.8,67.2,988619,1025063,0,988660,0
20360,2015,Residential,Seattle,WA,98126,1985,"39,581",,21.3,23.9,66.8,75.1,842593,946239,0,842628,0
20361,2015,Residential,Seattle,WA,98119,1989,"23,177",,19.6,21.9,61.5,68.9,454296,508724,0,454315,0
20362,2015,Residential,Seattle,WA,98109,1991,"54,360",,32.6,36.3,102.3,114.1,1476969,1646456,0,1477031,0
20369,2015,NonResidential,Seattle,WA,98103,2012,"84,116",,38.3,38.3,119.0,119.0,2105451,2105451,0,2072909,32628
20372,2015,NonResidential,Seattle,WA,98121,1925,"104,000",,79.1,82.6,172.6,173.6,8227025,8590433,3085788,4227572,913839
20376,2015,Specialty,Seattle,WA,98144,1971,"55,206",,36.0,38.4,87.4,94.9,1986624,2119832,0,1309778,676900
20377,2015,Residential,Seattle,WA,98144,1981,"78,374",,57.5,59.9,180.5,188.2,3371455,3516423,0,3371595,0
20383,2015,Residential,Seattle,WA,98126,1992,"121,037",,28.8,30.6,90.5,96.0,2355732,2498958,0,2355830,0
20387,2015,NonResidential,Seattle,WA,98107,2007,"38,784",,45.3,48.6,116.8,120.3,1525624,1637063,0,1114581,411089
20389,2015,Residential,Seattle,WA,98119,1984,"26,568",,20.8,24.1,65.4,75.5,553476,639026,0,553499,0
20390,2015,Residential,Seattle,WA,98107,2007,"182,494",,29.0,30.4,69.2,70.7,5216213,5461109,0,3340327,1876024
20391,2015,Residential,Seattle,WA,98107,2007,"113,462",,28.6,29.7,71.0,72.2,3240830,3369695,0,2224596,1016326
20393,2015,NonResidential,Seattle,WA,98134,1969,"41,790",,42.5,42.5,121.1,121.1,1777554,1777554,0,1529031,248587
20395,2015,NonResidential,Seattle,WA,98104,1900,"39,960",,45.0,48.3,120.7,124.1,1734533,1861479,0,1352362,382227
20396,2015,NonResidential,Seattle,WA,98101,1900,"33,300",,4.4,4.4,13.8,13.8,131810,131810,0,131815,0
20397,2015,NonResidential,Seattle,WA,98101,1926,"36,240",,57.8,69.3,94.0,107.9,2094525,2511813,1050707,501315,542524
20398,2015,NonResidential,Seattle,WA,98101,1922,"39,320",,74.2,82.2,133.6,141.7,2916511,3232192,1058012,971513,887026
20401,2015,Residential,Seattle,WA,98104,1907,"41,452",,37.9,44.0,65.7,73.5,1569569,1823222,0,515515,1054076
20402,2015,NonResidential,Seattle,WA,98104,1908,"41,536",,24.7,24.7,77.4,77.4,1024033,1024033,0,1024076,0
20406,2015,NonResidential,Seattle,WA,98104,1909,"35,820",,97.9,111.3,163.1,177.1,3507714,3985421,0,1033647,2474110
20407,2015,Residential,Seattle,WA,98117,2003,"42,984",,37.7,40.3,108.2,116.4,1245753,1331522,0,1086915,158883
20415,2015,NonResidential,Seattle,WA,98116,1922,"33,462",,51.7,65.8,75.3,91.4,2994822,3806840,0,580275,2414571
20419,2015,NonResidential,Seattle,WA,98116,1965,"49,744",,35.1,45.2,55.4,67.9,1748132,2247400,0,440975,1307176
20425,2015,NonResidential,Seattle,WA,98116,1923,"37,816",,37.4,44.3,78.6,85.9,1423706,1687852,0,717656,706080
20427,2015,NonResidential,Seattle,WA,98116,1926,"23,315",,81.2,93.3,193.6,206.2,1353017,1553273,0,862792,490261
20428,2015,NonResidential,Seattle,WA,98116,1930,"20,700",,199.0,205.4,291.0,296.4,4119958,4252116,0,811880,3308112
20430,2015,Residential,Seattle,WA,98116,1979,"82,876",,52.9,57.9,133.9,147.9,3418003,3743633,0,2421992,996112
20432,2015,Residential,Seattle,WA,98116,2008,"322,592",,78.1,79.3,224.5,225.8,13852986,14063850,0,12097404,1756083
20433,2015,NonResidential,Seattle,WA,98116,1948,"41,521",,115.0,125.5,247.9,255.3,3314418,3615268,0,1753268,1561222
20435,2015,NonResidential,Seattle,WA,98126,1946,"25,762",,91.1,89.4,286.2,280.7,2347893,2303300,0,2347990,0
20437,2015,Residential,Seattle,WA,98126,2010,"213,016",,37.6,38.5,89.3,90.3,4784731,4905517,0,3037697,1747160
20439,2015,NonResidential,Seattle,WA,98126,1984,"33,334",,127.5,136.6,246.3,253.5,6376820,6832315,0,2688061,3688870
20440,2015,NonResidential,Seattle,WA,98126,1981,"43,387",,58.1,58.9,168.2,169.0,2616127,2649091,0,2307464,308759
20441,2015,Residential,Seattle,WA,98126,1960,"23,983",,40.9,44.9,128.4,141.1,980418,1077438,0,980459,0
20444,2015,Residential,Seattle,WA,98126,1963,"29,351",,25.5,28.4,80.2,89.1,661383,734518,0,661410,0
20445,2015,Residential,Seattle,WA,98126,2003,"106,976",,43.5,47.2,116.2,126.7,4267567,4623555,0,3305832,961872
20447,2015,Residential,Seattle,WA,98112,1920,"25,475",,43.1,49.4,62.7,69.3,1097943,1257688,0,212359,885592
20452,2015,Residential,Seattle,WA,98112,1968,"40,779",,32.5,35.8,102.0,112.5,1240875,1368520,0,1240926,0
20456,2015,Residential,Seattle,WA,98119,1965,"38,328",,33.5,38.1,105.3,119.8,1032857,1175262,0,1032900,0
20470,2015,NonResidential,Seattle,WA,98125,1979,"39,350",,5.6,5.6,17.5,17.5,235541,235541,0,235551,0
20472,2015,Residential,Seattle,WA,98125,2008,"193,691",,41.0,47.5,94.2,106.5,6293550,7302501,0,3757304,2536403
20474,2015,NonResidential,Seattle,WA,98125,1949,"22,405",,191.2,194.3,323.4,322.2,3537977,3594204,0,1085193,2452829
20480,2015,Residential,Seattle,WA,98125,1971,"86,283",,43.0,49.0,114.8,132.0,3714139,4224939,0,2875462,838796
20484,2015,Residential,Seattle,WA,98125,2001,"57,775",,29.8,32.1,93.6,100.7,2625396,2825578,0,2625505,0
20490,2015,Residential,Seattle,WA,98125,2001,"320,739",,48.4,51.6,107.4,113.7,8696206,9260036,0,4863622,3832785
20493,2015,Residential,Seattle,WA,98125,1986,"67,624",,24.9,27.2,78.1,85.4,1681424,1840106,0,1681493,0
20494,2015,Specialty,Seattle,WA,98125,2013,"32,590",,49.7,49.7,69.7,69.7,1618695,1618695,0,273819,1344887
20496,2015,Residential,Seattle,WA,98133,1978,"73,234",,28.0,29.2,87.9,91.7,1819329,1897681,0,1819404,0
20497,2015,Residential,Seattle,WA,98121,1988,"145,018",,38.0,39.9,119.3,125.4,2267094,2383248,0,2267188,0
20500,2015,NonResidential,Seattle,WA,98108,1985,"37,500",,30.4,32.3,95.0,100.9,1866182,1983145,0,1853184,13075
20503,2015,NonResidential,Seattle,WA,98122,1990,"39,000",,68.2,69.4,196.8,198.1,2658826,2707679,0,2336047,322876
20506,2015,NonResidential,Seattle,WA,98116,1924,"22,180",,228.3,239.5,490.1,501.8,5063753,5312214,0,2657078,2406785
20509,2015,Residential,Seattle,WA,98116,2007,"28,560",,41.7,47.1,77.3,83.0,735810,831197,0,282466,453355
20512,2015,Residential,Seattle,WA,98122,1980,"52,166",,33.5,39.3,105.2,123.3,1457118,1708329,0,1457178,0
20515,2015,Specialty,Seattle,WA,98144,1971,"51,704",,31.6,32.7,77.9,81.5,1633499,1692588,0,1106145,527400
20519,2015,NonResidential,Seattle,WA,98144,1969,"25,920",,47.9,49.9,137.1,136.9,1241432,1293197,0,1076458,165019
20520,2015,NonResidential,Seattle,WA,98144,1953,"25,480",,28.9,28.9,90.6,90.6,735178,735178,0,735209,0
20522,2015,NonResidential,Seattle,WA,98144,1970,"31,000",,130.3,130.3,407.4,407.4,4038090,4038090,0,4014739,23516
20523,2015,NonResidential,Seattle,WA,98144,1961,"29,740",,60.4,57.5,176.2,167.3,1785906,1701643,0,1598143,187829
20525,2015,NonResidential,Seattle,WA,98144,1954,"23,236",,18.8,22.6,40.3,44.3,437619,525121,0,228377,209251
20526,2015,NonResidential,Seattle,WA,98144,2009,"38,075",,50.5,54.3,151.8,163.8,1921890,2068903,0,1800613,121351
20529,2015,Residential,Seattle,WA,98144,1969,"139,530",,46.5,52.7,115.6,131.4,5169726,5853489,0,3550845,1619029
20531,2015,NonResidential,Seattle,WA,98144,1970,"39,170",,62.0,68.3,129.1,134.4,2201852,2426066,0,1087060,1114837
20532,2015,Specialty,Seattle,WA,98134,1977,"36,070",,19.1,21.3,59.9,66.7,1271021,1415695,0,1271073,0
20534,2015,Residential,Seattle,WA,98103,2002,"34,542",,51.3,54.7,99.6,103.2,1307858,1396430,0,558396,749485
20541,2015,NonResidential,Seattle,WA,98144,1963,"20,047",,5.4,6.3,17.1,19.7,109014,125753,0,109018,0
20542,2015,Residential,Seattle,WA,98144,1968,"37,080",,33.9,37.1,106.3,116.6,1255834,1376976,0,1255885,0
20543,2015,Residential,Seattle,WA,98108,2002,"22,108",,37.6,37.6,118.0,118.0,818484,818484,0,818517,0
20552,2015,NonResidential,Seattle,WA,98134,1914,"20,000",,33.1,33.1,104.0,104.0,662658,662658,0,662686,0
20556,2015,NonResidential,Seattle,WA,98134,1955,"32,400",,4.6,4.6,14.5,14.5,151376,151376,0,151382,0
20564,2015,Residential,Seattle,WA,98109,2008,"84,147",,29.5,29.5,92.7,92.7,1551204,1551204,0,1551268,0
20565,2015,NonResidential,Seattle,WA,98109,1962,"25,159",,350.6,366.4,769.5,777.9,9074520,9482676,0,4971026,4103700
20570,2015,Residential,Seattle,WA,98119,2007,"83,175",,48.9,49.6,136.1,136.8,2503240,2537393,0,2076022,427304
20573,2015,Specialty,Seattle,WA,98119,1948,"27,247",,86.0,104.9,164.3,184.2,2219190,2707837,0,914427,1304801
20577,2015,Residential,Seattle,WA,98105,1928,"58,735",,34.4,42.1,51.0,59.5,2019201,2471837,0,419777,1599442
20586,2015,Residential,Seattle,WA,98112,1928,"34,455",,52.7,63.8,74.0,85.6,1656660,2006590,0,280707,1375964
20594,2015,Residential,Seattle,WA,98122,1990,"28,038",,27.4,29.3,85.9,91.9,767361,820664,0,767393,0
20597,2015,Residential,Seattle,WA,98102,1924,"24,939",,23.2,25.9,73.0,81.4,579830,646724,0,579854,0
20604,2015,NonResidential,Seattle,WA,98134,1955,"26,680",,13.4,12.8,42.2,40.2,456259,435469,0,456278,0
20605,2015,NonResidential,Seattle,WA,98106,1953,"31,521",,54.3,56.3,99.4,105.5,1712925,1774057,0,638016,1074936
20613,2015,NonResidential,Seattle,WA,98134,1951,"24,000",,30.9,30.9,60.7,60.7,742565,742565,0,323579,419000
20614,2015,NonResidential,Seattle,WA,98134,1952,"21,900",,43.2,57.6,54.0,69.2,945063,1261982,0,91305,853762
20617,2015,NonResidential,Seattle,WA,98134,1953,"39,900",,21.7,25.9,40.9,45.4,866622,1036705,0,347989,518647
20618,2015,NonResidential,Seattle,WA,98134,1961,"38,005",,19.4,19.8,55.3,56.5,737480,752188,0,635211,102295
20620,2015,NonResidential,Seattle,WA,98134,1998,"35,579",,28.8,37.1,55.1,64.5,1025659,1320572,0,422068,603609
20624,2015,Residential,Seattle,WA,98103,2008,"40,505",,30.4,32.1,95.4,100.9,713660,754955,0,713689,0
20626,2015,NonResidential,Seattle,WA,98134,1975,"49,950",,4.6,4.6,14.6,14.6,231964,231964,0,231973,0
20630,2015,Residential,Seattle,WA,98112,1967,"118,154",,42.3,46.2,121.7,137.4,3940224,4303617,0,3443844,496523
20644,2015,Residential,Seattle,WA,98122,1984,"66,885",,27.1,29.5,85.2,92.5,1218114,1323009,0,1218164,0
20645,2015,Specialty,Seattle,WA,98112,2001,"62,078",,30.4,37.7,69.7,81.3,1888389,2338240,0,1120336,768100
20653,2015,Residential,Seattle,WA,98121,2004,"62,665",,43.1,49.4,84.2,90.7,2699185,3092360,0,1165177,1534056
20656,2015,Residential,Seattle,WA,98122,1987,"34,924",,21.0,22.6,65.8,70.8,731731,787618,0,731761,0
20659,2015,NonResidential,Seattle,WA,98199,1947,"22,612",,29.8,38.6,45.5,56.5,672915,873635,0,154622,518299
20667,2015,Residential,Seattle,WA,98144,2003,"27,076",,25.3,27.2,79.5,85.5,685328,737567,0,685356,0
20668,2015,Residential,Seattle,WA,98109,1999,"48,150",,31.2,32.4,94.4,97.9,1504593,1559519,0,1418045,86607
20675,2015,Residential,Seattle,WA,98109,1991,"59,227",,37.3,44.8,77.5,88.8,2208196,2650931,0,1085604,1122637
20685,2015,NonResidential,Seattle,WA,98125,1976,"38,787",,79.9,79.9,205.4,205.4,3098277,3098277,0,2254916,843455
20686,2015,NonResidential,Seattle,WA,98125,1988,"50,368",,14.3,18.3,25.1,29.3,719734,920555,0,242796,476948
20707,2015,NonResidential,Seattle,WA,98134,1938,"30,545",,49.9,64.8,84.7,100.4,1523324,1979896,0,472284,1051060
20710,2015,Residential,Seattle,WA,98122,1907,"25,248",,71.7,83.5,93.4,105.9,1809327,2109403,0,219842,1589494
20712,2015,Residential,Seattle,WA,98122,1910,"28,380",,22.5,27.7,62.4,77.4,638772,785652,0,526562,112232
20714,2015,Residential,Seattle,WA,98122,1907,"24,783",,69.6,85.5,89.6,106.3,1725035,2119602,0,195395,1529648
20720,2015,Residential,Seattle,WA,98119,1926,"40,572",,32.4,38.4,77.0,94.3,1221896,1449894,0,777347,444581
