BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
37,2015,Specialty,Seattle,WA,98109,1989,"51,582",,26.7,30.5,83.8,95.8,1472548,1682521,0,1472609,0
38,2015,NonResidential,Seattle,WA,98070,1906,"87,262",,59.2,66.3,104.1,112.3,3988729,4470231,0,1353524,2635261
40,2015,NonResidential,Seattle,WA,98105,1994,"81,871",,90.6,93.8,178.5,181.8,7419765,7677473,0,3266270,4153630
41,2015,NonResidential,Seattle,WA,98105,1955,"126,394",,11.7,12.2,34.0,34.5,306721,319916,0,272732,34000
46,2015,NonResidential,Seattle,WA,98118,1961,"714,095",,66.9,64.7,210.0,203.3,47843892,46313516,0,47845869,0
50,2015,Specialty,Seattle,WA,98199,1990,"54,986",,30.1,33.5,80.3,91.0,1655612,1842702,0,1281965,373700
51,2015,Specialty,Seattle,WA,98115,1950,"175,565",,34.1,45.5,53.6,67.3,6227419,8317888,0,1561983,4665500
52,2015,NonResidential,Seattle,WA,98107,1961,"94,900",,63.7,69.6,161.3,165.9,6043853,6605535,0,4289697,1754334
53,2015,NonResidential,Seattle,WA,98144,1900,"52,554",,36.3,37.2,81.6,84.5,2137686,2192109,0,1226016,911721
54,2015,NonResidential,Seattle,WA,98103,1954,"175,015",,40.5,49.1,74.6,85.8,7080118,8596269,0,2694187,4386042
55,2015,NonResidential,Seattle,WA,98121,1911,"70,586",,30.5,33.7,79.6,82.0,2147062,2377595,0,1607511,539617
56,2015,NonResidential,Seattle,WA,98101,1969,"332,210",,44.9,44.9,121.0,121.0,15660628,15660628,0,12308680,3352459
57,2015,NonResidential,Seattle,WA,98101,1973,"168,115",,54.3,54.3,170.7,170.7,9213841,9213841,0,9214222,0
58,2015,NonResidential,Seattle,WA,98101,1920,"57,428",,0.0,0.0,0.0,0.0,0,0,0,0,0
59,2015,NonResidential,Seattle,WA,98101,1910,"59,400",,98.0,109.4,307.9,343.5,3915947,4369220,0,3916108,0
60,2015,NonResidential,Seattle,WA,98101,1926,"52,549",,297.1,316.4,522.8,537.1,15583947,16598244,0,5294026,10290141
62,2015,NonResidential,Seattle,WA,98101,1930,"98,634",,69.7,73.8,201.1,213.8,6175812,6534220,0,5422999,753040
63,2015,NonResidential,Seattle,WA,98101,1982,"994,212",,85.9,89.3,187.3,191.6,85357952,88771488,16229832,45041634,24088353
65,2015,NonResidential,Seattle,WA,98101,1985,"71,150",,87.8,87.8,203.3,203.3,5040382,5040382,0,3053131,1987378
66,2015,NonResidential,Seattle,WA,98101,1908,"122,810",,41.4,50.8,65.7,75.6,5086863,6240104,0,1305729,3781188
67,2015,NonResidential,Seattle,WA,98109,1959,"113,173",,70.6,73.1,166.6,174.3,4988241,5160438,0,3125480,1862890
68,2015,NonResidential,Seattle,WA,98109,2000,"150,453",,60.8,62.6,131.7,133.4,6722886,6921805,0,3586563,3136472
69,2015,NonResidential,Seattle,WA,98109,1997,"116,300",,68.0,69.7,147.8,150.3,6014078,6169676,0,3238067,2776145
70,2015,NonResidential,Seattle,WA,98119,1998,"155,602",,44.4,44.1,108.0,106.8,6915293,6855303,0,4566435,2349046
73,2015,NonResidential,Seattle,WA,98136,1911,"56,072",,55.4,72.3,78.7,98.6,3106930,4055974,0,550355,2556597
77,2015,NonResidential,Seattle,WA,98109,1999,"122,942",,67.6,68.0,135.3,136.5,5276777,5306165,0,2400660,2876216
82,2015,NonResidential,Seattle,WA,98122,1962,"54,984",,63.7,71.3,149.8,157.8,3504957,3921971,0,2181293,1323754
84,2015,NonResidential,Seattle,WA,98126,1922,"217,603",,153.5,170.9,246.4,264.6,45494324,50629892,0,12080722,33414103
85,2015,NonResidential,Seattle,WA,98133,1970,"93,397",,175.3,180.8,313.8,320.7,16371764,16886622,0,5797976,10574028
86,2015,NonResidential,Seattle,WA,98109,2008,"84,103",,62.8,63.8,164.1,164.0,3979132,4045411,0,2975816,1003439
89,2015,NonResidential,Seattle,WA,98122,1965,"179,014",,105.4,110.9,221.6,224.0,18868768,19858448,0,9501003,9368159
95,2015,NonResidential,Seattle,WA,98104,1908,"76,631",,94.4,93.9,175.0,173.4,7231928,7192445,0,2784090,4447953
96,2015,NonResidential,Seattle,WA,98104,1983,"187,600",,201.5,203.8,509.3,502.9,15240688,15416397,4816083,10425038,0
98,2015,NonResidential,Seattle,WA,98109,1929,"58,320",,14.9,19.2,26.6,31.5,1074180,1383366,0,376328,697867
100,2015,NonResidential,Seattle,WA,98109,2010,"316,306",,46.3,46.7,139.3,139.8,13300859,13429220,0,12471183,830194
102,2015,NonResidential,Seattle,WA,98109,1990,"282,863",,79.9,85.3,178.1,186.6,18829136,20123722,0,10638785,8190794
103,2015,Specialty,Seattle,WA,98109,1962,"129,000",,79.7,78.7,167.7,167.7,29337400,28974828,8560000,14312992,0
104,2015,Specialty,Seattle,WA,98109,1962,"91,213",,78.0,85.9,201.2,216.1,5069854,5580583,1270000,3622005,0
106,2015,Specialty,Seattle,WA,98109,1938,"396,085",,97.6,96.5,166.8,167.7,27185096,26880068,10951000,7964427,0
107,2015,NonResidential,Seattle,WA,98109,2010,"571,329",,66.8,66.7,184.6,184.3,41734776,41683652,0,34236747,7499452
110,2015,Specialty,Seattle,WA,98109,1962,"49,680",,50.6,49.4,102.4,101.3,2632472,2568666,1145000,1149520,0
111,2015,Specialty,Seattle,WA,98109,1928,"60,696",,8.6,8.6,26.9,26.9,924980,924980,0,925018,0
112,2015,Specialty,Seattle,WA,98109,1928,"262,048",,70.4,70.4,174.1,179.7,20828130,20845160,3900000,13983710,0
113,2015,NonResidential,Seattle,WA,98109,1986,"66,240",,77.8,77.8,244.4,244.4,4329966,4329966,0,4330148,0
114,2015,NonResidential,Seattle,WA,98109,2010,"920,598",,49.9,52.8,133.3,133.0,36681188,38835684,0,28483019,8199352
115,2015,NonResidential,Seattle,WA,98033,1970,"76,213",,64.8,66.8,183.3,189.4,3303553,3402840,0,2809470,494199
116,2015,NonResidential,Seattle,WA,98109,2002,"117,738",,84.4,87.5,186.9,196.8,5061274,5249742,0,2820414,2240976
117,2015,NonResidential,Seattle,WA,98105,1962,"50,017",,111.4,114.3,207.1,210.0,5570472,5717357,0,2156751,3413811
118,2015,Specialty,Seattle,WA,98106,1999,"74,468",,24.9,26.9,70.9,76.9,1857329,2001478,0,1591795,265600
119,2015,NonResidential,Seattle,WA,98112,1923,"67,743",,34.0,35.2,74.7,78.6,2303288,2385958,0,1265357,1037984
120,2015,NonResidential,Seattle,WA,98112,1908,"194,104",,30.3,38.8,51.2,61.5,5889882,7540875,0,1795343,4094613
121,2015,NonResidential,Seattle,WA,98144,2003,"99,433",,69.7,72.9,218.9,228.8,4439034,4640342,0,4439217,0
122,2015,Specialty,Seattle,WA,98144,1991,"58,933",,35.4,40.7,111.2,127.9,2150120,2473493,0,2150209,0
125,2015,Specialty,Seattle,WA,98108,1957,"130,862",,44.7,57.4,81.3,97.8,5851209,7508759,0,2151598,3699700
127,2015,Specialty,Seattle,WA,98118,1989,"59,955",,25.4,28.6,76.3,84.9,1521329,1711759,0,1424088,97300
130,2015,Specialty,Seattle,WA,98119,1964,"93,218",,33.0,39.9,66.6,73.9,3072599,3718511,0,1426258,1646400
131,2015,NonResidential,Seattle,WA,98115,1941,"56,521",,131.5,129.8,412.9,407.6,6443260,6361099,0,6443526,0
132,2015,NonResidential,Seattle,WA,98115,1929,"206,934",,37.4,38.8,76.5,76.7,4461969,4625346,0,2118354,2343703
136,2015,NonResidential,Seattle,WA,98133,2001,"51,390",,75.2,75.2,137.5,137.5,3864699,3864699,0,1438855,2425903
137,2015,Specialty,Seattle,WA,98133,1963,"131,013",,29.9,33.1,59.4,62.8,3939221,4362064,0,1770594,2168700
138,2015,Specialty,Seattle,WA,98133,1959,"245,587",,42.5,49.3,77.4,85.7,10444297,12104908,0,3849657,6594800
139,2015,NonResidential,Seattle,WA,98133,2002,"69,138",,46.7,47.1,104.7,106.0,3298570,3326526,0,1880991,1417657
140,2015,Specialty,Seattle,WA,98103,1991,"66,588",,30.5,33.9,95.9,106.3,2033074,2255184,0,2033159,0
144,2015,NonResidential,Seattle,WA,98104,1904,"190,980",,36.3,36.3,89.9,89.9,6935723,6935723,0,4727785,2208135
145,2015,Specialty,Seattle,WA,98111,1998,"284,100",,74.7,74.9,197.8,190.3,14169301,14212631,3123280,10609812,436649
147,2015,NonResidential,Seattle,WA,98107,1954,"285,333",,209.4,221.3,442.9,450.1,63362516,66980332,0,32311985,31051872
148,2015,Specialty,Seattle,WA,98107,1991,"55,513",,28.1,32.0,88.4,100.4,1612965,1832205,0,1613032,0
163,2015,Specialty,Seattle,WA,98104,2006,"61,156",,145.0,153.3,361.9,363.1,10434387,11034854,0,7222692,3211996
167,2015,NonResidential,Seattle,WA,98104,1910,"72,820",,35.8,38.0,90.2,92.5,2076630,2206050,0,1458801,617890
168,2015,NonResidential,Seattle,WA,98109,1996,"162,222",,68.2,68.2,152.8,152.8,7753080,7753080,0,4415922,3337341
169,2015,Specialty,Seattle,WA,98144,1990,"289,588",,30.2,36.0,75.9,85.2,8747819,10429328,0,6126773,2621300
170,2015,NonResidential,Seattle,WA,98122,1915,"63,330",,42.5,48.8,104.7,111.4,2755578,3165935,0,1863973,891682
172,2015,Specialty,Seattle,WA,98106,1970,"441,071",,77.5,86.6,189.1,201.9,37430780,41809228,0,24886028,12545788
173,2015,NonResidential,Seattle,WA,98115,2002,"96,300",,167.0,166.5,472.7,462.9,16238985,16187105,0,13835528,2404032
174,2015,Specialty,Seattle,WA,98134,1950,"67,356",,96.2,112.6,192.5,209.6,6577130,7693941,0,2990732,3586522
175,2015,Specialty,Seattle,WA,98122,2008,"254,523",,53.5,63.1,119.5,129.7,13609040,16067596,0,7719861,5889500
176,2015,Specialty,Seattle,WA,98118,2001,"78,804",,31.1,35.1,76.6,80.8,2447651,2763750,0,1659120,788600
177,2015,Specialty,Seattle,WA,98122,2002,"66,994",,33.8,36.7,90.4,99.2,2266570,2455369,0,1757543,509100
178,2015,Specialty,Seattle,WA,98118,2000,"98,357",,33.2,38.7,76.7,82.5,3265995,3804876,0,1970276,1295800
179,2015,NonResidential,Seattle,WA,98118,1958,"54,765",,85.0,92.6,240.7,252.4,4316654,4702108,0,3676968,639837
180,2015,NonResidential,Seattle,WA,98118,2009,"89,821",,22.7,26.3,25.3,29.3,2017694,2337736,0,64880,1952816
182,2015,NonResidential,Seattle,WA,98119,1980,"52,611",,83.6,93.7,198.3,208.9,4399828,4930107,0,2782111,1617832
183,2015,NonResidential,Seattle,WA,98119,2001,"139,600",,32.6,37.7,71.5,79.5,4418055,5103262,0,2419334,1998821
185,2015,Specialty,Seattle,WA,98125,2011,"236,758",,34.0,41.1,78.7,89.1,8050977,9730278,0,4868567,3182614
187,2015,NonResidential,Seattle,WA,98122,1971,"250,981",,64.4,65.0,161.9,162.5,13901935,14035072,3994742,9449227,458359
189,2015,Specialty,Seattle,WA,98117,2002,"62,526",,29.5,35.7,66.2,75.3,1841968,2234095,0,1056512,785500
190,2015,NonResidential,Seattle,WA,98108,2007,"64,015",,62.0,66.7,169.6,174.6,3349666,3603241,0,2701378,648399
194,2015,NonResidential,Seattle,WA,98125,1951,"530,039",,54.8,57.5,124.1,124.9,29067292,30468608,0,16867311,12200681
195,2015,NonResidential,Seattle,WA,98125,1964,"54,224",,161.9,176.4,319.7,334.9,7613116,8292959,0,3366679,4246577
197,2015,NonResidential,Seattle,WA,98125,1965,"124,342",,72.4,69.3,226.1,216.2,8835104,8450011,0,8758616,76850
198,2015,NonResidential,Seattle,WA,98105,1953,"879,000",,285.8,290.9,572.9,561.7,251191824,255669168,0,114748139,136448438
200,2015,NonResidential,Seattle,WA,98133,1996,"55,442",,82.9,86.6,188.8,192.7,3091559,3229387,0,1814177,1277457
205,2015,Specialty,Seattle,WA,98117,1999,"242,795",,36.0,40.0,102.0,111.4,8728584,9715644,0,7466694,1262200
209,2015,NonResidential,Seattle,WA,98122,1910,"84,870",,13.3,17.2,24.6,28.7,1136698,1471683,0,433875,702841
211,2015,Specialty,Seattle,WA,98103,1970,"694,072",,55.6,59.2,162.3,169.8,37117212,39513408,0,33183593,3934997
212,2015,Specialty,Seattle,WA,98118,1952,"173,185",,39.6,51.0,63.1,75.0,6863464,8829066,0,1781138,5082400
214,2015,Specialty,Seattle,WA,98106,1963,"145,341",,35.9,44.3,66.5,75.3,4998015,6165405,0,1914941,3083154
215,2015,NonResidential,Seattle,WA,98108,1904,"114,297",,15.2,18.0,31.6,35.1,1738724,2060926,0,854011,884748
216,2015,Specialty,Seattle,WA,98118,1960,"184,125",,43.7,55.9,78.5,91.4,8037287,10298198,0,2877207,5160200
217,2015,Specialty,Seattle,WA,98117,1959,"160,270",,35.4,45.9,62.4,77.6,5674450,7361706,0,1936530,3738000
220,2015,NonResidential,Seattle,WA,98134,1937,"234,144",,31.5,40.4,46.8,56.1,7370743,9449743,0,1541206,5829600
223,2015,NonResidential,Seattle,WA,98126,1966,"64,984",,41.6,42.6,121.1,120.2,2721646,2785857,0,2423136,298611
224,2015,NonResidential,Seattle,WA,98126,1965,"67,745",,141.1,152.2,241.1,250.6,9560965,10315565,0,3016102,6544988
225,2015,Specialty,Seattle,WA,98126,2010,"367,884",,33.3,39.0,81.8,90.3,12263687,14356216,0,8236429,4027600
226,2015,Specialty,Seattle,WA,98126,1958,"46,797",,40.8,52.5,81.0,99.0,1911611,2458535,0,852346,1059300
227,2015,Specialty,Seattle,WA,98144,1963,"136,188",,39.9,50.9,78.6,93.8,5436057,6929738,0,2388755,3047400
228,2015,NonResidential,Seattle,WA,98117,1973,"56,000",,31.3,38.0,65.0,72.0,1755264,2129536,0,858626,896674
229,2015,Specialty,Seattle,WA,98118,2004,"67,371",,30.8,34.2,77.7,81.3,2075833,2304835,0,1461994,613900
230,2015,NonResidential,Seattle,WA,98126,1969,"52,088",,22.8,27.7,44.4,50.9,1186800,1445190,0,509226,677596
231,2015,Specialty,Seattle,WA,98103,2010,"127,776",,33.0,34.3,93.8,97.8,4213726,4378534,0,3615976,597900
232,2015,NonResidential,Seattle,WA,98109,1998,"123,920",,72.3,75.6,144.2,148.1,8964061,9362176,0,4045691,4918538
233,2015,Specialty,Seattle,WA,98109,1900,"58,000",,170.7,192.4,356.3,378.0,7338511,8273346,0,3644232,3694428
234,2015,Specialty,Seattle,WA,98109,1926,"50,292",,13.3,13.3,41.6,41.6,715446,715446,0,715475,0
235,2015,NonResidential,Seattle,WA,98109,1998,"207,656",,75.8,81.0,161.5,169.5,10735331,11474804,0,5546361,5189200
237,2015,Specialty,Seattle,WA,98117,1999,"67,235",,35.2,38.7,91.8,95.5,2364351,2599890,0,1766824,597600
238,2015,Specialty,Seattle,WA,98103,1957,"85,017",,97.0,106.3,255.1,269.5,9146727,10026737,0,6915309,2231705
239,2015,Specialty,Seattle,WA,98136,1991,"58,118",,23.1,24.5,66.1,70.4,1362993,1444495,0,1181942,181100
241,2015,NonResidential,Seattle,WA,98133,1968,"64,893",,93.3,93.6,178.5,179.4,6056481,6075196,0,2500329,3556255
242,2015,Specialty,Seattle,WA,98115,1989,"52,792",,22.1,26.0,69.5,81.6,1227290,1440992,0,1227341,0
243,2015,Specialty,Seattle,WA,98108,1925,"70,762",,41.4,41.4,54.3,54.3,2933003,2933003,0,364295,2568723
244,2015,NonResidential,Seattle,WA,98104,1900,"56,456",,34.3,35.9,91.5,96.5,1527917,1599245,0,1183443,344523
245,2015,NonResidential,Seattle,WA,98134,1999,"1,585,960",,37.8,37.8,106.9,106.9,59991984,59991984,0,50980399,9013708
247,2015,Specialty,Seattle,WA,98134,1924,"179,161",,55.2,61.9,165.9,184.3,9974370,11178092,0,9337240,637519
248,2015,Specialty,Seattle,WA,98134,1965,"50,000",,58.5,69.0,183.8,216.8,4116805,4855148,0,4116974,0
249,2015,NonResidential,Seattle,WA,98134,1999,"1,172,127",,49.1,46.6,121.8,114.0,57514116,54628004,0,39396997,18118769
250,2015,NonResidential,Seattle,WA,98134,2005,"168,449",,90.9,93.5,188.0,188.1,13116256,13484454,0,6384861,6731660
257,2015,NonResidential,Seattle,WA,98134,1916,"79,600",,22.4,22.4,70.5,70.5,1786986,1786986,0,1787060,0
260,2015,Specialty,Seattle,WA,98103,1997,"241,066",,32.6,42.1,63.3,75.3,7870351,10142007,0,3348000,4522491
261,2015,Specialty,Seattle,WA,98108,1980,"334,368",,154.5,157.5,439.3,442.5,52273792,53294752,0,44866796,7408855
263,2015,NonResidential,Seattle,WA,98125,2008,"419,848",,111.8,111.9,298.9,291.2,9477865,9478424,0,7356021,2122149
264,2015,NonResidential,Seattle,WA,98119,2002,"110,785",,95.8,99.4,293.5,303.5,10608788,11015204,0,10228437,380776
265,2015,Residential,Seattle,WA,98121,2003,"116,947",,77.1,82.8,171.4,175.2,9689634,10408839,0,5441257,4248603
267,2015,NonResidential,Seattle,WA,98101,1999,"934,292",,115.7,115.7,271.7,271.7,63811044,63811044,0,39667989,24144689
268,2015,NonResidential,Seattle,WA,98122,1990,"597,519",,228.8,236.9,434.8,434.9,137635696,142494256,0,56016106,81621919
273,2015,Specialty,Seattle,WA,98106,1999,"71,714",,31.0,33.6,88.0,93.1,2223321,2407341,0,1903299,320100
274,2015,NonResidential,Seattle,WA,98103,1991,"75,397",,7.7,8.2,20.7,21.2,516216,551381,0,406533,109700
276,2015,NonResidential,Seattle,WA,98104,2000,"1,158,691",,219.1,220.5,508.5,498.3,295812640,297740960,122701720,170891586,2226424
278,2015,NonResidential,Seattle,WA,98104,1999,"102,796",,103.3,106.1,270.1,273.0,10620628,10902412,0,7949519,2671438
279,2015,Specialty,Seattle,WA,98116,2002,"208,981",,36.2,41.5,87.0,92.6,7564604,8680483,0,4895406,2669400
280,2015,Residential,Seattle,WA,98101,1909,"51,976",,77.8,85.1,154.0,161.7,3918038,4285693,0,1741632,2176478
281,2015,NonResidential,Seattle,WA,98105,1928,"55,653",,36.1,48.5,38.3,51.3,2003474,2690623,0,10580,1992894
282,2015,NonResidential,Seattle,WA,98105,1931,"106,860",,113.1,122.5,192.9,196.9,12087498,13085938,0,3788422,8299234
283,2015,NonResidential,Seattle,WA,98125,1972,"50,759",,60.0,60.0,168.2,168.2,3045139,3045139,0,2556409,488836
284,2015,NonResidential,Seattle,WA,98105,1952,"56,772",,41.4,50.0,78.6,87.6,2349950,2835789,0,954132,1395857
285,2015,NonResidential,Seattle,WA,98105,1952,"103,000",,47.2,55.7,99.6,108.6,4864408,5741732,0,2466944,2397565
286,2015,Specialty,Seattle,WA,98115,2006,"269,297",,38.2,42.4,99.6,104.1,10281586,11430634,0,7672105,2609800
287,2015,Specialty,Seattle,WA,98115,2001,"75,174",,35.3,42.4,80.9,91.3,2654755,3183918,0,1575720,1079100
289,2015,Specialty,Seattle,WA,98119,2003,"75,214",,30.5,30.5,82.3,82.3,2295845,2295845,0,1807220,488700
290,2015,Specialty,Seattle,WA,98116,2005,"134,918",,28.0,33.1,74.7,85.2,3773040,4466541,0,2927362,845800
291,2015,Specialty,Seattle,WA,98144,1991,"64,414",,37.5,43.3,117.7,136.0,2414679,2790234,0,2414779,0
292,2015,Specialty,Seattle,WA,98115,1927,"92,437",,53.9,71.9,79.5,100.5,4986643,6645204,0,1012592,3974093
293,2015,NonResidential,Seattle,WA,98101,1914,"128,766",,50.9,50.9,156.0,156.0,6550618,6550618,0,6320071,230808
294,2015,NonResidential,Seattle,WA,98101,1913,"107,572",,53.6,58.9,117.8,124.2,5445025,5987042,2647510,2797632,0
295,2015,NonResidential,Seattle,WA,98101,1955,"230,880",,313.6,307.1,984.8,964.2,63668488,62337120,0,63671143,0
296,2015,Residential,Seattle,WA,98106,1917,"56,617",,33.8,39.5,78.4,90.8,1912904,2237428,0,1162568,750385
297,2015,Residential,Seattle,WA,98125,2009,"56,745",,55.1,58.8,131.7,139.5,2404644,2568364,0,1543306,861402
299,2015,Residential,Seattle,WA,98118,2003,"67,920",,65.7,70.0,198.1,207.7,2886468,3076052,0,2715857,170723
300,2015,Specialty,Seattle,WA,98108,2007,"204,961",,38.9,45.1,89.8,96.2,7971886,9239505,0,4796884,3175200
302,2015,NonResidential,Seattle,WA,98119,1973,"76,086",,37.3,43.4,81.9,88.3,2903161,3377544,0,1591782,1311445
313,2015,NonResidential,Seattle,WA,98119,1927,"190,000",,126.6,126.1,330.0,328.5,19816686,19745870,0,14760126,5057172
314,2015,NonResidential,Seattle,WA,98121,1961,"122,309",,196.7,204.8,317.7,323.3,24060332,25053130,0,6504794,17555808
315,2015,Specialty,Seattle,WA,98125,1995,"215,476",,116.9,121.8,266.4,269.3,25377650,26431774,0,14917481,10460791
316,2015,NonResidential,Seattle,WA,98121,2003,"254,273",,100.3,98.4,216.1,210.0,27787286,27255250,0,14677095,13110800
317,2015,Specialty,Seattle,WA,98101,1980,"69,400",,225.8,235.3,581.2,591.2,15671253,16330225,0,11425942,4245784
318,2015,NonResidential,Seattle,WA,98104,1900,"62,900",,96.1,96.1,187.8,187.8,6366808,6366808,0,2755434,3611488
319,2015,NonResidential,Seattle,WA,98104,1914,"40,000",,34.3,39.8,83.1,89.7,1372706,1590846,509178,863565,0
320,2015,NonResidential,Seattle,WA,98134,2008,"203,504",,18.6,19.6,58.3,61.6,3780078,3993902,0,3780233,0
322,2015,NonResidential,Seattle,WA,98121,1968,"100,734",,102.0,102.0,320.2,320.2,10273140,10273140,0,10273566,0
323,2015,NonResidential,Seattle,WA,98121,1981,"79,678",,77.8,78.4,223.8,216.2,4829951,4870875,0,4224467,605658
324,2015,NonResidential,Seattle,WA,98121,1978,"234,000",,91.0,91.0,283.1,283.1,19176010,19176010,0,18917009,259786
326,2015,NonResidential,Seattle,WA,98101,1989,"369,996",,65.4,65.4,205.4,205.4,24882924,24882924,0,24883957,0
327,2015,NonResidential,Seattle,WA,98101,1925,"693,450",,58.3,58.0,175.9,175.0,40433292,40250124,14089,38041251,2379542
328,2015,NonResidential,Seattle,WA,98191,1976,"791,396",,59.8,0.0,187.7,0.0,40451748,0,0,40453430,0
329,2015,NonResidential,Seattle,WA,98101,2000,"747,747",,58.2,60.3,170.5,177.0,32141070,33271260,0,28874890,3267376
330,2015,NonResidential,Seattle,WA,98101,1926,"63,409",,61.0,72.7,121.7,135.8,3137206,3742258,1853890,1283369,0
331,2015,NonResidential,Seattle,WA,98101,1930,"204,790",,43.4,43.4,125.3,125.3,7546235,7546235,0,6630126,916385
332,2015,NonResidential,Seattle,WA,98101,1916,"73,399",,59.4,64.7,186.5,203.2,3655453,3981771,0,3655605,0
333,2015,NonResidential,Seattle,WA,98101,1969,"265,851",,57.2,67.1,128.4,140.3,12943756,15191665,5973700,6970347,0
334,2015,NonResidential,Seattle,WA,98121,2009,"758,043",,42.3,42.3,130.7,130.7,24641772,24672050,0,24054476,588294
335,2015,NonResidential,Seattle,WA,98121,1968,"206,000",,57.6,56.2,152.9,148.5,9273278,9047478,2327413,6946155,0
336,2015,NonResidential,Seattle,WA,98101,2009,"824,887",,51.6,51.1,162.2,160.6,38400928,38019316,0,38402528,0
337,2015,NonResidential,Seattle,WA,98101,1990,"480,840",,52.0,55.2,162.6,172.4,17653930,18718988,0,17529045,125615
